,Unnamed: 0,Facility Number,School Type,School District or Name,County,MMR Vaccination Rate,Age Group,Facility Address
245,251,070600010016,Public School,THOMAS K BEECHER SCHOOL,Chemung,99.0,,310 Sullivan St
246,252,6.206E+11,School District,KINGSTON CITY SCHOOLS,Ulster,99.0,,21 Wynkoop Place
247,253,6.4161E+11,Public School,CAMBRIDGE ELEM SCHOOL,Washington,100.0,,24 S PARK ST
248,254,1.32201E+11,Public School,MILLBROOK MIDDLE SCHOOL,Dutchess,100.0,,43 ALDEN PLACE
249,255,2.70702E+11,Private School,SHEEP RUN SCHOOL,Montgomery,9.0,,MONTGOMERY COUNTY PUBLIC HEALTH
250,256,2.61501E+11,Public School,CHURCHVILLE-CHILI MIDDLE SCHOOL,Monroe,100.0,,139 FAIRBANKS RD
251,257,2.692E+11,BOCES School,MONROE 2 ORLEANS BOCES,Monroe,100.0,,3599 BIG RIDGE RD
252,258,3.427E+11,Private School,DIVINE MERCY CATHOLIC ACADEMY,Queens,100.0,,92ND ST & ROCKAWAY BLVD
253,259,3.314E+11,Private School,BEIKVEI HATZOIN,Kings,100.0,,31 DIVISION AVE
254,260,5.80209E+11,Public School,ROCKY POINT MIDDLE SCHOOL,Suffolk,100.0,,76 ROCKY POINT-YAPHANK RD
255,261,3.30509E+11,Private School,BASIS INDEPENDENT BROOKLYN LOWER SCHOOL,Kings,99.0,,405 GOLD ST
256,262,030200010011,Public School,MAC ARTHUR SCHOOL,Broome,100.0,,1123 VESTAL AVE
257,263,4.40401E+11,Public School,PINE BUSH S H S,Orange,100.0,,118 STATE RT 302
258,264,1.406E+11,Public School,PS 53 COMMUNITY SCHOOL,Erie,100.0,,329 ROEHRER AVE
259,265,3.21101E+11,Private School,LAVELLE SCHOOL FOR THE BLIND,Bronx,99.0,,3830 Paulding Avenue
260,266,5.80805E+11,Public School,WILLIAM T ROGERS J H S,Suffolk,100.0,,97 OLD DOCK RD
261,267,4.71601E+11,Public School,UNATEGO MIDDLE SCHOOL,Otsego,100.0,,2641 STATE HWY 7
262,268,4.41801E+11,Private School,FEI TIAN ACADEMY OF THE ARTS,Orange,99.0,,140 GALLEY HILL RD
263,269,1.41604E+11,School District,FRONTIER CENTRAL SCHOOL,Erie,100.0,,4432 BAY VIEW RD
264,270,1.40801E+11,Public School,CLARENCE CENTER PRIMARY SCHOOL,Erie,100.0,,9600 CLARENCE CENTER RD
265,271,2.80501E+11,Public School,NORTH SHORE S H S,Nassau,100.0,,450 GLENCOVE AVE
266,272,2.70301E+11,Public School,CANAJOHARIE S H S,Montgomery,100.0,,136 SCHOLASTIC WAY
267,273,5.80414E+11,Private School,HUNTINGTON  MONTESSORI-NORTHSHORE LEARNING INC.,Suffolk,96.0,,165 PIDGEON HILL RD
268,274,4.61801E+11,School District,PULASKI CENTRAL SCHOOL,Oswego,100.0,,2 HINMAN RD
269,275,1.31601E+11,Public School,VAIL FARM ELEMENTARY SCHOOL,Dutchess,100.0,,1659 E NOXON RD
270,276,5.80912E+11,Public School,EASTPORT SOUTH MANOR CENTRAL JR SHS,Suffolk,100.0,,543 MORICHES MIDDLE ISLAND RD
271,277,2.60901E+11,Public School,MANOR ELEM SCHOOL,Monroe,100.0,,147 EAST ST
272,278,3.427E+11,Private School,MESIVTA SHAAREI CHAIM,Queens,100.0,,716 BEACH 9TH ST
273,279,5.00402E+11,Public School,ELMWOOD ELEM SCHOOL,Rockland,96.0,,43 ROBERT PITT DR
274,280,3.211E+11,Private School,ST FRANCIS OF ASSISI SCHOOL,Bronx,91.0,,4300 BAYCHESTER AVE
275,281,2.10302E+11,Public School,WEST CANADA VALLEY J S H S,Herkimer,99.0,,PO BOX 360
276,282,6.61901E+11,School District,RYE NECK UNION FREE SCHOOL,Westchester,100.0,,310 HORNIDGE RD
277,283,6.00101E+11,Public School,WAVERLY MIDDLE SCHOOL,Tioga,100.0,,1 FREDERICK ST
278,284,031101060005,Public School,MAINE ENDWELL MS,Broome,100.0,,1119 FARM-TO-MARKET RD
279,285,051101658564,Private School,FINGER LAKES MENNONITE SCHOOL,Cayuga,85.0,,29 WOODLAND DRIVE
280,286,2.61902E+11,Private School,HILLSIDE-HALPERN EDUC. CENTER,Monroe,100.0,,695 BAY ST
281,287,6.50801E+11,School District,WAYNE CENTRAL SCHOOL,Wayne,100.0,,6200 ONTARIO CENTER RD
282,288,4.91701E+11,Private School,KIPP TROY PREPARATORY HIGH SCHOOL - POLK STREET,Rensselaer,100.0,,2 POLK STREET
283,289,6.60412E+11,Public School,KAPLAN CAREER ACADEMY,Westchester,99.0,,71 SOUTH BROADWAY
284,290,5.123E+11,School District,OGDENSBURG CITY SCHOOLS,St.Lawrence,100.0,,1100 STATE ST
285,291,2.61701E+11,Public School,DAVID B CRANE ELEM SCHOOL,Monroe,100.0,,85 SHELL EDGE DR
286,292,1.41901E+11,Public School,COURT STREET ELEM SCHOOL,Erie,100.0,,91 COURT ST
287,293,6.609E+11,Public School,EDWARD WILLIAMS,Westchester,100.0,,9 UNION LN
288,294,2.50901E+11,Public School,PETERBORO STREET ELEM SCHOOL,Madison,100.0,,220 NORTH PETERBORO ST
289,295,5.80224E+11,Public School,OREGON AVENUE MIDDLE SCHOOL,Suffolk,100.0,,OREGON AVE
290,296,6.60203E+11,Public School,FRANK G LINDSEY SCHOOL,Westchester,100.0,,57 TROLLEY RD
291,297,4.20412E+11,Private School,MONTESSORI DISCOVERY SCHOOL,Onondaga,100.0,,109 WARING RD
292,298,2.80409E+11,Public School,HERRICKS H S,Nassau,100.0,,100 SHELTER ROCK RD
293,299,5.8091E+11,Private School,HAYGROUND SCHOOL,Suffolk,92.0,,151 MITCHELLS LANE
294,300,4.90805E+11,Private School,VANDERHEYDEN,Rensselaer,99.0,,PO Box 219
295,301,2.50701E+11,School District,HAMILTON CENTRAL SCHOOL,Madison,100.0,,W KENDRICK AVE
296,302,1.91401E+11,School District,WINDHAM-ASHLAND CENTRAL SCHOOL,Greene,100.0,,5411 Rt 23
297,303,6.50301E+11,School District,CLYDE-SAVANNAH CENTRAL SCHOOL,Wayne,100.0,,215 GLASGOW ST
298,304,010100010014,Public School,MONTESSORI MAGNET SCHOOL,Albany,100.0,,65 Tremont Street
299,305,6.00101E+11,School District,WAVERLY CENTRAL SCHOOL,Tioga,100.0,,1 FREDERICK ST
300,306,3.424E+11,Private School,NOTRE DAME CATHOLIC ACADEMY OF RIDGEWOOD,Queens,92.0,,62-22 61ST ST.
301,307,1.21901E+11,Public School,WALTON MS,Delaware,100.0,,47 49 STOCKTON AVE
302,308,6.30902E+11,Public School,QUEENSBURY 4TH & 5TH,Warren,100.0,,425 AVIATION RD
303,309,5.80508E+11,Private School,DEVELOPMENTAL DISABILITIES INSTITUTE - RONKONKOMA,Suffolk,100.0,,90 AIR PARK DRIVE
304,310,1.406E+11,Public School,PS 32 BENNETT PARK MONTESSORI SCHOOL,Erie,100.0,,342 CLINTON ST
305,311,1.50203E+11,Public School,CROWN POINT CENTRAL SCHOOL,Essex,100.0,,2758 MAIN ST
306,312,2.61701E+11,Private School,PINNACLE LUTHERAN SCHOOL,Monroe,95.0,,250 PINNACLE ROAD
307,313,6.30601E+11,Public School,JOHNSBURG CENTRAL SCHOOL MAIN ST,Warren,100.0,,165 MAIN ST
308,314,2.80212E+11,Public School,MALVERNE S H S,Nassau,100.0,,80 OCEAN AVE
309,315,4.01001E+11,Public School,REGAN INTERMEDIATE SCHOOL,Niagara,100.0,,4363 MAPLETON ROAD
310,316,1.41228E+11,Public School,PRIMARY HALL PREPARATORY CHARTER SCHOOL,Erie,100.0,,2408 MAIN ST
311,317,5.00402E+11,Private School,TALMUD TORAH BOBOV,Rockland,91.0,,49 SOUTH MAIN STREET
312,318,022310201201,Private School,PARKER JORDAN CHRISTAN ACADEMY,Allegany,98.0,,8133 RT 417
313,319,5.71001E+11,Private School,KINGS WAY ACADEMY,Steuben,100.0,,36 BEARTOWN RD
314,320,3.10201E+11,Private School,SCHOOL FOR YOUNG PERFORMERS,New York,100.0,,222 BROADWAY - 21ST FL
315,321,5.00108E+11,Public School,HIGHVIEW ELEMENTARY SCHOOL,Rockland,100.0,,24 HIGHVIEW AVE
316,322,2.89E+11,BOCES School,NASSAU BOCES,Nassau,100.0,,71 CLINTON RD
317,323,3.40521E+12,Private School,BATALLION CHRISTIAN ACADEMY,Queens,100.0,,454 Beach 67th St
318,324,5.80211E+11,Public School,JERICHO ELEM SCHOOL,Suffolk,100.0,,34 N COLEMAN RD
319,325,6.69E+11,BOCES School,SOUTHERN WESTCHESTER BOCES - RYE LAKE UPPER CAMPUS - BLDG 2,Westchester,100.0,,1606 OLD ORCHARD STREET
320,326,3.321E+11,Private School,PATHWAY STUDY CENTER INC. (THE),Kings,100.0,,1305 CONEY ISLAND AVENUE
321,327,5.80108E+11,Private School,ASCENT,Suffolk,100.0,,819 GRAND BLVD
322,328,6.623E+11,Public School,YONKERS HIGH SCHOOL,Westchester,99.0,,ROCKLAND AVE & WALLACE PKWY
323,329,3.319E+11,Private School,BEER HAGOLAH INSTITUTE ELEMENTARY SCHOOL,Kings,99.0,,671 LOUISIANA AVE
324,330,4.41301E+11,School District,VALLEY CENTRAL SCHOOL DISTRICT,Orange,100.0,,944 STATE RTE 17K
325,331,5.10401E+11,Public School,CLIFTON-FINE JSHS,St.Lawrence,100.0,,MAIN ST
326,332,4.009E+11,Public School,OHIO SCHOOL (K-3),Niagara,98.0,,625 OHIO AVE
327,333,042400010000,School District,OLEAN CITY SCHOOLS,Cattaraugus,100.0,,410 W SULLIVAN ST
328,334,6.29E+11,BOCES School,ULSTER BOCES,Ulster,100.0,,175 RTE 32 N
329,335,1.80901E+11,Public School,ELBA ELEMENTARY SCHOOL,Genesee,100.0,,57 S MAIN ST
330,336,5.80805E+11,Public School,FORT SALONGA ES,Suffolk,99.0,,39 SUNKEN MEADOW RD
331,337,060601040003,Public School,PINE VALLEY CENTRAL JSHS,Chautauqua,100.0,,7827 RT 83
332,338,5.80211E+11,Public School,NEW LANE MEMORIAL ELEM SCHOOL,Suffolk,100.0,,NEW LN
333,339,011003060000,School District,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,Albany,100.0,,432 NEW SALEM RD
334,340,2.60501E+11,Public School,GREECE ATHENA J H S (no lead reporting),Monroe,100.0,,800 LONG POND RD
335,341,1.406E+11,Public School,PS 72 LORRAINE ELEMENTARY SCHOOL,Erie,100.0,,71 LORRAINE AVE
336,342,2.80227E+11,Public School,CHESTNUT ST SCHOOL,Nassau,100.0,,252 CHESTNUT ST
337,343,081003040003,Public School,UNADILLA VALLEY SECONDARY SCHOOL,Chenango,100.0,,4238 STATE HWY 8
338,344,1.21401E+11,School District,MARGARETVILLE CENTRAL SCHOOL DISTRICT,Delaware,100.0,,415 MAIN ST
339,345,2.61601E+11,Private School,ROCHESTER PREP CHARTER ELEMENTARY SCHOOL #3,Monroe,99.0,,85 ST JACOB STREET
340,346,060800010000,School District,DUNKIRK CITY SCHOOL DISTRICT,Chautauqua,100.0,,620 MARAUDER DR
341,347,2.80212E+11,Private School,OUR LADY OF LOURDES SCHOOL - Malverne,Nassau,100.0,,76 PARK BLVD
342,348,1.60101E+11,Public School,TUPPER LAKE J S H S,Franklin,99.0,,25 CHANEY AVE
343,349,5.80402E+11,Public School,LLOYD HARBOR SCHOOL,Suffolk,100.0,,SCHOOL LN
344,350,061503040003,Public School,FORESTVILLE CENTRAL HS,Chautauqua,100.0,,4 ACADEMY ST
345,351,1.302E+11,Public School,J V FORRESTAL ES,Dutchess,100.0,,125 LIBERTY ST
346,352,2.80401E+11,School District,WESTBURY UNION FREE SCHOOLS,Nassau,99.0,,6 Hitchcock Lane
347,353,4.4102E+11,Private School,LITTLE LOTUS ACADEMY,Orange,100.0,,47 ACADEMY AVE SOUTH WING
348,354,2.49E+11,BOCES School,GENESEE VALLEY BOCES-CG MAY CENTER,Livingston,100.0,,27 LACKAWANNA AVE
349,355,3.314E+11,Private School,UNITED TALMUDICAL ACADEMY - 75,Kings,96.0,,75 ROSS ST
350,356,4.416E+11,Public School,NEWBURGH FREE ACADEMY,Orange,99.0,,201 FULLERTON AVE
351,357,091402060004,Public School,SARANAC ES,Clinton,100.0,,18 PICKETTS CORS. RD
352,358,6.611E+11,Public School,GEORGE M DAVIS ELEM SCHOOL,Westchester,100.0,,80 ISELIN DR
353,359,2.8021E+11,Public School,BROOKSIDE ELEM SCHOOL,Nassau,100.0,,940 E STANTON AVE
354,360,1.40203E+11,Public School,FOREST ES,Erie,100.0,,250 N FOREST RD
355,361,2.80202E+11,Public School,LAWRENCE ROAD MIDDLE SCHOOL,Nassau,98.0,,50 LAWRENCE RD
356,362,4.21501E+11,Public School,MORGAN ROAD ELEMENTARY AND MIDDLE SCHOOL,Onondaga,100.0,,7795 MORGAN ROAD
357,363,2.80406E+11,Private School,MAGEN ISRAEL/GAN ISRAEL CENTER,Nassau,100.0,,175 COMMUNITY DR
358,364,2.80213E+11,Public School,HOWELL ROAD SCHOOL,Nassau,100.0,,1475 HOWELL RD
359,365,6.106E+11,Public School,DEWITT MIDDLE SCHOOL,Tompkins,100.0,,560 WARREN RD
360,366,5.80913E+11,School District,TUCKAHOE COM SCH-SOUTHAMPTON,Suffolk,100.0,,468 MAGEE ST
361,367,5.80103E+11,Public School,MARION G. VEDDER ELEMENTARY SCHOOL,Suffolk,100.0,,794 DEER PARK AVE
362,368,2.22201E+11,Public School,CARTHAGE ELEM SCHOOL,Jefferson,99.0,,900 BEAVER LANE
363,369,2.19E+11,BOCES School,HERKIMER-FULTON-HAMILTON-OTSEGO BOCES-1,Herkimer,100.0,,352 GROS BLVD
364,370,3.531E+11,Private School,YESHIVAS SANZ STATEN ISLAND,Richmond,99.0,,988 POST AVE
365,371,3.10201E+11,Private School,TREVOR DAY SCHOOL,New York,100.0,,312 East 95th street
366,372,4.60801E+11,Public School,PAUL V MOORE H S,Oswego,94.0,,44 SCHOOL DR
367,373,3.10201E+11,Private School,DALTON SCHOOL 89TH ST,New York,100.0,,108 E 89TH ST
368,374,4.118E+11,Private School,ROME CATHOLIC SCHOOL,Oneida,100.0,,800 CYPRESS ST
369,375,6.62301E+11,Private School,WESTCHESTER SCHOOL FOR SPEC CHILDREN,Westchester,100.0,,45 PARK AVE
370,376,5.10401E+11,School District,CLIFTON FINE CENTRAL SCHOOL DISTRICT,St.Lawrence,100.0,,MAIN ST
371,378,6.51402E+11,School District,WILLIAMSON CENTRAL SCHOOL,Wayne,100.0,,4184 MILLER ST
372,379,2.20301E+11,School District,INDIAN RIVER CENTRAL SCHOOL,Jefferson,100.0,,COUNTY RT 29
373,380,2.80215E+11,Private School,HAFTR MS,Nassau,100.0,,44 FROST LANE
374,381,5.80413E+11,Public School,SHIP,Suffolk,100.0,,264 W 22ND ST
375,382,2.60402E+11,Private School,ARCHANGEL SCHOOL,Monroe,97.0,,2400 CHILI AVE.
376,383,4.41201E+11,School District,MONROE WOODBURY CENTRAL SCHOOL,Orange,100.0,,278 RT 32 EDUC CTR
377,384,6.622E+11,Public School,RIDGEWAY SCHOOL,Westchester,100.0,,225 RIDGEWAY
378,385,4.90801E+11,Private School,LA SALLE INSTITUTE,Rensselaer,100.0,,174 WILLIAMS RD
379,386,060503040001,Public School,CHAUTAUQUA LAKE HS,Chautauqua,100.0,,100 N ERIE ST.
380,387,070901060011,Public School,HORSEHEADS INTERMEDIATE SCHOOL,Chemung,100.0,,952 SING SING RD
381,388,2.80219E+11,Public School,CENTRE AVENUE ELEM SCHOOL,Nassau,100.0,,55 CENTRE AVE
382,389,5.80224E+11,Public School,TREMONT AVENUE SCHOOL,Suffolk,100.0,,TREMONT AVE
383,390,5.00201E+11,Private School,ST GREGORY BARBARIGO SCHOOL,Rockland,100.0,,29 CINDER RD
384,391,4.20702E+11,School District,SOLVAY UNION FREE SCHOOL,Onondaga,100.0,,PO BOX 980
385,392,5.80211E+11,Public School,NORTH COLEMAN ROAD SCHOOL,Suffolk,100.0,,N COLEMAN RD
386,393,4.51001E+11,Public School,LYNDONVILLE ELEM SCHOOL,Orleans,99.0,,25 HOUSEL AVE
387,394,3.21E+11,Private School,YESHIVA OF TELSHE ALUMNI,Bronx,100.0,,4904 INDEPENCE AVE
388,395,1.40601E+11,Private School,WEST BUFFALO CHARTER SCHOOL,Erie,99.0,,113 LAFAYETTE AVENUE
389,396,2.80219E+11,Private School,THE WALDORF SCHOOL OF GARDEN CITY,Nassau,98.0,,225 CAMBRIDGE AVENUE
390,397,031701060003,Public School,C R WEEKS ES,Broome,100.0,,440 FOLEY RD
391,398,3.322E+11,Private School,YESHIVA BAIS CHAYA ESTHER,Kings,100.0,,1305 AVE R
392,399,4.41202E+11,Private School,UTA OF KIRYAS JOEL - KOZNITS,Orange,99.0,,55 FOREST RD-3RD FL
393,400,6.40702E+11,Private School,TRUTHVILLE CHRISTIAN ACADEMY,Washington,100.0,,39 COUNTY RT 12A
394,401,6.50101E+11,Public School,NORMAN R KELLEY ELEM SCHOOL,Wayne,100.0,,316 WEST MILLER ST
395,402,3.32101E+11,Private School,REACH FOR THE STARS LEARNING CENTER,Kings,100.0,,1818 AVE P
396,403,010802115707,Private School,ST MADELEINE SOPHIE SCHOOL,Albany,100.0,,3510 CARMAN RD
397,404,3.10201E+11,Private School,LITTLE RED SCHOOL HOUSE,New York,100.0,,272 SIXTH AVENUE
398,405,2.60102E+11,Private School,DESTINY SCHOOL AND PRESCHOOL,Monroe,98.0,,1876 ELMWOOD AVE
399,406,060800010010,Public School,DUNKIRK INTERMEDIATE SCHOOL,Chautauqua,100.0,,525 EAGLE ST
400,407,4.12E+11,Public School,VER VERNA SHERRILL MIDDLE SCHOOL,Oneida,100.0,,5275 STATE RT 31
401,408,6.60404E+11,School District,HASTINGS ON HUDSON U F S,Westchester,100.0,,FARRAGUT AVE
402,410,043501060006,Public School,PIONEER SHS,Cattaraugus,100.0,,12145 COUNTY LINE RD
403,411,010623060008,Public School,SOUTHGATE SCHOOL,Albany,100.0,,30 SOUTHGATE RD
404,412,2.80517E+11,Private School,HOLY FAMILY SCHOOL,Nassau,100.0,,25 FORDHAM AVE
405,413,4.40601E+11,School District,GOSHEN CENTRAL SCHOOL,Orange,100.0,,227 MAIN ST
406,414,3.322E+11,Private School,CONGREGATION BNOS YAAKOV,Kings,100.0,,622 FOSTER AVENUE
407,415,5.80801E+11,Public School,SMITHTOWN ELEM SCHOOL,Suffolk,100.0,,51 LAWRENCE AVE
408,416,1.80202E+11,Public School,ALEXANDER J S H S,Genesee,100.0,,3314 BUFFALO ST
409,417,1.803E+11,Public School,JOHN KENNEDY INTERMEDIATE SCHOOL,Genesee,100.0,,166 VINE ST
410,418,1.51401E+11,School District,SCHROON LAKE CENTRAL SCHOOL,Essex,100.0,,1125 US ROUTE 9
411,419,2.61901E+11,Public School,PLANK ROAD NORTH ELEM SCHOOL,Monroe,100.0,,705 PLANK RD
412,420,6.60404E+11,Public School,FARRAGUT MIDDLE SCHOOL,Westchester,100.0,,27 FARRAGUT AVE
413,421,2.80517E+11,Public School,FORK LANE SCHOOL,Nassau,100.0,,4 FORK LN
414,422,2.12101E+11,Public School,HARRY M FISHER ELEMENTARY SCHOOL,Herkimer,100.0,,10 FISHER AVE
415,423,5.80805E+11,Public School,R.J.O. IS,Suffolk,100.0,,99 OLD DOCK RD
416,424,3.10201E+11,Private School,NIGHTINGALE BAMFORD SCHOOL,New York,100.0,,20 E 92D ST
417,425,2.80411E+11,Public School,RUSHMORE AVENUE SCHOOL,Nassau,100.0,,251 RUSHMORE AVE
418,426,1.90702E+11,Private School,GRAPEVILLE CHRISTIAN SCHOOL,Greene,100.0,,2416 COUNTY ROUTE 26
419,427,2.80215E+11,Private School,HAFTR HIGH SCHOOL,Nassau,100.0,,635 CENTRAL AVE
420,428,1.40204E+11,Private School,GATEWAY-LONGVIEW THERAPEUTIC PRESCHOOL,Erie,100.0,,10 SYMPHONY CIRCLE
421,429,030601060006,Public School,SUSQUEHANNA VALLEY SHS,Broome,100.0,,1040 CONKLIN RD
422,430,5.11201E+11,School District,HAMMOND CENTRAL SCHOOL BOX 185,St.Lawrence,100.0,,MAIN ST - BOX 185
423,431,5.80505E+11,Public School,JAMES WILSON YOUNG MS,Suffolk,100.0,,602 SYLVAN AVE
424,432,3.21E+11,Private School,SINAI - SPECIAL NEEDS INSTITUTE INC,Bronx,97.0,,655 W 254TH ST
425,433,3.321E+11,Private School,CONGREGATION BNOS CHAYA - 14TH AVE,Kings,94.0,,4511 14TH AVENUE
426,434,5.00304E+11,Private School,ST PAUL SCHOOL,Rockland,100.0,,365 KINGS HWY
427,435,4.30701E+11,Private School,HAPPINESS HOUSE-UCP-GENEVA,Ontario,100.0,,731 PREEMPTION RD
428,436,6.80601E+11,School District,PENN YAN CENTRAL SCHOOL,Yates,100.0,,1 SCHOOL DR
429,437,3.21101E+11,Private School,REGENT SCHOOL,Bronx,100.0,,719 E 216TH ST
430,438,5.306E+11,School District,SCHENECTADY CITY SCHOOLS,Schenectady,95.0,,900 OAKWOOD AVE
431,439,6.71201E+11,Public School,PERRY ELEMENTARY SCHOOL,Wyoming,100.0,,50 OLIN AVE.
432,440,4.12201E+11,Private School,SCENIC VIEW SCHOOL,Oneida,25.0,,8813 STATE ROUTE 274
433,441,4.008E+11,Public School,CATARACT ELEMENTARY SCHOOL,Niagara,100.0,,6431 GIRARD AVE
434,442,6.60701E+11,Public School,CENTRAL SCHOOL,Westchester,100.0,,1100 Palmer Avenue
435,443,1.406E+11,Public School,PS 54 DR. GEORGE E. BLACKMAN SCHOOL OF EXCELLENCE,Erie,100.0,,2358 MAIN ST
436,444,5.20701E+11,School District,GALWAY CENTRAL SCHOOL,Saratoga,100.0,,5317 SACANDAGA RD
437,445,1.61201E+11,Public School,SALMON RIVER ELEM SCHOOL,Franklin,100.0,,SALMON RIVER ELEM SCHOOL
438,446,6.21201E+11,Public School,ONTEORA H S,Ulster,100.0,,4166 RT 28
439,447,5.21401E+11,Public School,BALLARD ELEM SCHOOL,Saratoga,100.0,,300 BALLARD RD
440,448,4.21101E+11,School District,MARCELLUS CENTRAL SCHOOL,Onondaga,100.0,,REED PKY
441,449,6.50801E+11,Public School,WAYNE CENTRAL PRIMARY SCHOOL,Wayne,100.0,,PO BOX 155
442,450,030601060000,School District,SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,Broome,100.0,,1040 CONKLIN RD
443,451,5.80205E+11,School District,SACHEM CENT SCH AT HOLBROOK,Suffolk,100.0,,51 SCHOOL STREET
444,452,3.42701E+11,Private School,AL-IHSAN ACADEMY ROCKAWAY BOULEVARD,Queens,100.0,,130-08 ROCKAWAY BOULEVARD
445,453,3.208E+11,Private School,VILLA MARIA ACADEMY-ELEM,Bronx,100.0,,3335 COUNTRY CLUB RD
446,454,5.80801E+11,Private School,SS PHILIP & JAMES SCHOOL,Suffolk,100.0,,CLINTON AVE
447,455,3.42801E+11,Private School,AL-IMAN SCHOOL,Queens,100.0,,89-89 VAN WYCK EXPWY
448,456,5.30301E+11,Public School,GLENCLIFF SCHOOL,Schenectady,100.0,,RIVERVIEW RD
449,457,6.60408E+11,Private School,NEW YORK SCHOOL FOR THE DEAF,Westchester,100.0,,555 KNOLLWOOD RD
450,458,3.321E+11,Private School,SHULAMITH ELEMENTARY SCHOOL FOR GIRLS,Kings,100.0,,1277 E 14 ST
451,459,2.61201E+11,Public School,BAY TRAIL MIDDLE SCHOOL,Monroe,100.0,,1760 SCRIBNER RD
452,460,1.50801E+11,Public School,MINERVA CENTRAL SCHOOL,Essex,99.0,,1466 COUNTY RT 29
453,461,2.61401E+11,Public School,THORNELL ROAD SCHOOL,Monroe,100.0,,431 THORNELL RD
454,462,1.302E+11,School District,BEACON CITY SCHOOLS,Dutchess,100.0,,10 Education Drive
455,463,5.80503E+11,Public School,TIMBER POINT ELEM SCHOOL,Suffolk,100.0,,TIMBER POINT RD
456,464,4.70202E+11,Public School,GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HS,Otsego,100.0,,PO BOX 356
457,465,5.80102E+11,Public School,WEST BABYLON SENIOR HIGH SCHOOL,Suffolk,100.0,,500 GREAT E NECK RD
458,466,3.42801E+11,Private School,TIEGERMAN WOODSIDE,Queens,100.0,,70-24 47TH AVE
459,467,062301040000,School District,BROCTON CENTRAL SCHOOL DISTRICT,Chautauqua,100.0,,138 W MAIN ST
460,468,2.80209E+11,Public School,BAYVIEW AVENUE SCHOOL,Nassau,100.0,,BOX 50
461,469,5.80504E+11,Public School,LINCOLN AVENUE ELEM SCHOOL,Suffolk,100.0,,440 LINCOLN AVE
462,471,1.42101E+11,Public School,AKRON HIGH SCHOOL,Erie,100.0,,47 BLOOMINGDALE AVE
463,472,2.60501E+11,Public School,LAKESHORE ELEM SCHOOL,Monroe,100.0,,1200 LATTA RD
464,473,5.20102E+11,Private School,OAK HILL SCHOOL,Saratoga,100.0,,39 CHARLTON RD
465,474,4.21501E+11,Public School,LIVERPOOL MIDDLE SCHOOL,Onondaga,100.0,,720 SEVENTH ST
466,475,4.12201E+11,Public School,GEN WILLIAM FLOYD ELEM SCHOOL,Oneida,100.0,,GEN WILLIAM FLOYD ELEM SCHOOL
467,476,5.60702E+11,Private School,FINGER LAKES CHRISTIAN SCHOOL,Seneca,98.0,,2291 RT 89
468,477,2.80211E+11,Public School,SCHOOL 8,Nassau,100.0,,3252 FULTON AVE
469,478,2.80502E+11,Public School,VILLAGE SCHOOL CONVENT RD,Nassau,100.0,,90 CONVENT RD
470,479,031502060000,School District,JOHNSON CITY CENTRAL SCHOOL DISTRICT,Broome,100.0,,666 REYNOLDS RD
471,480,1.90501E+11,Public School,COXSACKIE-ATHENS HIGH SCHOOL,Greene,100.0,,24 SUNSET BLVD
472,481,5.00108E+11,Public School,NANUET S H S,Rockland,100.0,,103 CHURCH ST
473,482,2.60801E+11,Private School,BISHOP KEARNEY HS,Monroe,100.0,,125 KINGS HWY S
474,483,5.00301E+11,Public School,COTTAGE LANE SCHOOL,Rockland,100.0,,COTTAGE LN
475,484,5.70401E+11,Public School,BRADFORD CENTRAL SCHOOL,Schuyler,100.0,,2820 ROUTE 226
476,485,5.00101E+11,Public School,BIRCHWOOD SCHOOL,Rockland,100.0,,214 SICKLETOWN RD
477,486,1.425E+11,Public School,TONAWANDA MIDDLE SCHOOL,Erie,100.0,,600 FLETCHER ST
478,487,5.00108E+11,Public School,GEORGE W MILLER ELEM SCHOOL,Rockland,100.0,,50 BLAUVELT RD
479,488,4.20701E+11,Public School,WALBERTA PARK PRIMARY SCHOOL,Onondaga,100.0,,400 WALBERTA RD
480,489,031601060028,Public School,VESTAL HILLS ES,Broome,100.0,,709 COUNTRY CLUB RD
481,490,5.80411E+11,Private School,UNITED CEREBRAL PALSY -SMITHS LANE SCHOOL,Suffolk,96.0,,9 Smiths Lane
482,491,1.40801E+11,Public School,LEDGEVIEW ES,Erie,100.0,,5150 OLD GOODRICH RD
483,492,2.80518E+11,Public School,EASTPLAIN SCHOOL,Nassau,100.0,,NO. DELAWARE AVE
484,493,1.42301E+11,Public School,ELLICOTT ROAD ELEM SCHOOL,Erie,100.0,,5180 ELLICOTT RD
485,494,1.40601E+11,Public School,BUFFALO COMMONS CHARTER SCHOOL,Erie,100.0,,833 MICHIGAN AVE
486,495,3.315E+11,Private School,YESHIVA KEHILATH YAKOV (FORT HAMILTON),Kings,100.0,,3801 FT HAMILTON
487,497,4.41202E+11,School District,KIRYAS JOEL VILLAGE UFSD,Orange,99.0,,48 Bakertown Road
488,498,3.322E+11,Private School,YESHIVAT LEV TORAH,Kings,100.0,,3300 Kings Highway
