"County","School","Grade","Total Students Enrolled","DTaP Percent","Polio Percent","MMR Percent","Hep B Percent","Varicella Had Disease Percent","Varicella Percent","Tdap Percent","MCV4 1st Dose Percent","MCV4 16+ 1 Dose Percent","MCV4 2nd Dose 16+ Percent","Medical Exemption Percent","Religious Exemption Percent","Philosophical Exemption Percent","Enrolled Provisionally Percent","Denied Admission Percent","Noncompliant and Attending Percent"
"Philadelphia","Mastery CS-Pickett Campus","12th Grade","91","100.0%","98.9%","98.9%","100.0%","0.0%","97.8%","98.9%","","0.0%","81.3%","0.0%","0.0%","0.0%","0.0%","0.0%","20.9%"
"Philadelphia","Mastery CS-Smedley Campus","Kindergarten","106","97.2%","96.2%","96.2%","98.1%","0.0%","96.2%","","","","","0.9%","0.0%","1.9%","0.0%","0.0%","4.7%"
"Philadelphia","Mastery Prep Elementary CS","Kindergarten","87","97.7%","98.9%","96.6%","100.0%","0.0%","96.6%","","","","","0.0%","4.6%","1.1%","0.0%","0.0%","3.4%"
"Philadelphia","Maternity BVM School","Kindergarten","36","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%"
"Philadelphia","Maternity BVM School","7th Grade","52","98.1%","98.1%","100.0%","100.0%","0.0%","100.0%","100.0%","100.0%","","","0.0%","0.0%","0.0%","1.9%","0.0%","0.0%"
"Philadelphia","Mayfair Sch","Kindergarten","160","99.4%","98.1%","93.8%","100.0%","0.6%","92.5%","","","","","0.0%","0.6%","0.6%","2.5%","0.0%","3.1%"
"Philadelphia","Mayfair Sch","7th Grade","228","98.7%","100.0%","98.7%","100.0%","0.4%","96.1%","96.9%","95.6%","","","0.0%","0.0%","0.4%","2.2%","0.0%","9.2%"
"Philadelphia","McCall Gen George A Sch","Kindergarten","66","97.0%","95.5%","95.5%","97.0%","1.5%","93.9%","","","","","1.5%","3.0%","0.0%","1.5%","0.0%","0.0%"
"Philadelphia","McCall Gen George A Sch","7th Grade","58","94.8%","93.1%","96.6%","96.6%","0.0%","96.6%","96.6%","94.8%","","","0.0%","1.7%","1.7%","3.4%","0.0%","0.0%"
"Philadelphia","McCloskey John F Sch","Kindergarten","22","95.5%","95.5%","100.0%","95.5%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","4.5%","0.0%","0.0%"
"Philadelphia","McCloskey John F Sch","7th Grade","30","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","86.7%","83.3%","","","0.0%","0.0%","3.3%","0.0%","0.0%","13.3%"
"Philadelphia","McClure Alexander K Sch","Kindergarten","57","94.7%","96.5%","96.5%","100.0%","0.0%","94.7%","","","","","0.0%","0.0%","0.0%","3.5%","0.0%","3.5%"
"Philadelphia","McDaniel Delaplaine Sch","Kindergarten","29","96.6%","96.6%","96.6%","100.0%","0.0%","96.6%","","","","","0.0%","10.3%","3.4%","0.0%","0.0%","3.4%"
"Philadelphia","McDaniel Delaplaine Sch","7th Grade","31","100.0%","100.0%","100.0%","100.0%","3.2%","96.8%","96.8%","96.8%","","","0.0%","3.2%","0.0%","0.0%","0.0%","3.2%"
"Philadelphia","McKinley William Sch","Kindergarten","26","96.2%","96.2%","96.2%","96.2%","0.0%","96.2%","","","","","0.0%","3.8%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","McKinley William Sch","7th Grade","27","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","88.9%","85.2%","","","0.0%","0.0%","0.0%","0.0%","0.0%","14.8%"
"Philadelphia","McMichael Morton Sch","Kindergarten","24","33.3%","33.3%","37.5%","33.3%","0.0%","37.5%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","66.7%"
"Philadelphia","McMichael Morton Sch","7th Grade","32","100.0%","96.9%","96.9%","100.0%","0.0%","96.9%","84.4%","84.4%","","","0.0%","3.1%","3.1%","0.0%","0.0%","12.5%"
"Philadelphia","Meade Gen George C Sch","Kindergarten","20","95.0%","95.0%","95.0%","95.0%","0.0%","95.0%","","","","","0.0%","0.0%","5.0%","5.0%","0.0%","5.0%"
"Philadelphia","Meade Gen George C Sch","7th Grade","29","100.0%","100.0%","100.0%","96.6%","0.0%","100.0%","93.1%","100.0%","","","0.0%","0.0%","10.3%","0.0%","0.0%","0.0%"
"Philadelphia","Memphis Street Academy CS @ JP Jones","7th Grade","122","97.5%","96.7%","95.9%","97.5%","0.0%","95.1%","90.2%","87.7%","","","0.0%","1.6%","0.8%","0.0%","0.0%","12.3%"
"Philadelphia","Mercy Career and Technical High School","12th Grade","83","97.6%","96.4%","96.4%","98.8%","0.0%","96.4%","94.0%","","1.2%","94.0%","0.0%","0.0%","0.0%","7.2%","0.0%","7.2%"
"Philadelphia","Meredith William M Sch","Kindergarten","70","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Meredith William M Sch","7th Grade","49","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Middle Years Alternative","7th Grade","41","95.1%","95.1%","100.0%","100.0%","0.0%","100.0%","95.1%","95.1%","","","2.4%","2.4%","2.4%","0.0%","0.0%","0.0%"
"Philadelphia","Mifflin Thomas Sch","Kindergarten","62","91.9%","90.3%","90.3%","95.2%","0.0%","90.3%","","","","","1.6%","3.2%","3.2%","0.0%","0.0%","1.6%"
"Philadelphia","Mifflin Thomas Sch","7th Grade","28","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","96.4%","96.4%","","","0.0%","0.0%","0.0%","0.0%","0.0%","3.6%"
"Philadelphia","Mill Creek School","12th Grade","10","","","","","","","","","","","","","","","",""
"Philadelphia","Mitchell El Sch","Kindergarten","18","","","","","","","","","","","","","","","",""
"Philadelphia","Mitchell El Sch","7th Grade","32","96.9%","96.9%","96.9%","96.9%","0.0%","96.9%","87.5%","87.5%","","","0.0%","3.1%","0.0%","9.4%","0.0%","0.0%"
"Philadelphia","Moffet John Sch","Kindergarten","38","100.0%","100.0%","100.0%","100.0%","0.0%","97.4%","","","","","0.0%","0.0%","0.0%","2.6%","0.0%","2.6%"
"Philadelphia","Moore J Hampton Sch","Kindergarten","177","97.7%","98.3%","98.9%","98.9%","0.0%","98.9%","","","","","0.0%","0.0%","0.0%","2.8%","0.0%","1.7%"
"Philadelphia","Morris Robert Sch","Kindergarten","17","","","","","","","","","","","","","","","",""
"Philadelphia","Morris Robert Sch","7th Grade","23","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","91.3%","87.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","13.0%"
"Philadelphia","Morrison Andrew J Sch","Kindergarten","51","94.1%","90.2%","94.1%","96.1%","0.0%","94.1%","","","","","0.0%","0.0%","0.0%","5.9%","0.0%","5.9%"
"Philadelphia","Morrison Andrew J Sch","7th Grade","67","92.5%","89.6%","91.0%","95.5%","0.0%","92.5%","80.6%","77.6%","","","0.0%","0.0%","1.5%","4.5%","0.0%","16.4%"
"Philadelphia","Morton Thomas G Sch","Kindergarten","58","93.1%","93.1%","93.1%","94.8%","0.0%","94.8%","","","","","0.0%","1.7%","0.0%","0.0%","0.0%","5.2%"
"Philadelphia","Mother Divine Grace School","Kindergarten","17","","","","","","","","","","","","","","","",""
"Philadelphia","Mother Divine Grace School","7th Grade","16","","","","","","","","","","","","","","","",""
"Philadelphia","Motivation HS","12th Grade","55","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","96.4%","","0.0%","81.8%","0.0%","3.6%","14.5%","0.0%","0.0%","1.8%"
"Philadelphia","Multicultural Academy CS","12th Grade","45","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","","0.0%","82.2%","0.0%","0.0%","0.0%","0.0%","0.0%","17.8%"
"Philadelphia","Munoz-Marin Luis","Kindergarten","44","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Munoz-Marin Luis","7th Grade","68","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","97.1%","97.1%","","","0.0%","0.0%","0.0%","2.9%","0.0%","0.0%"
"Philadelphia","Nazareth Academy Grade School","7th Grade","24","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","95.8%","95.8%","","","0.0%","0.0%","0.0%","4.2%","0.0%","4.2%"
"Philadelphia","Nazareth Academy High School","12th Grade","72","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","","0.0%","88.9%","0.0%","0.0%","0.0%","11.1%","0.0%","11.1%"
"Philadelphia","Nebinger George W Sch","Kindergarten","52","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Nebinger George W Sch","7th Grade","44","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","88.6%","88.6%","","","0.0%","0.0%","4.5%","0.0%","0.0%","6.8%"
"Philadelphia","New Foundations CS","Kindergarten","71","97.2%","97.2%","98.6%","100.0%","0.0%","98.6%","","","","","0.0%","0.0%","4.2%","0.0%","0.0%","2.8%"
"Philadelphia","New Foundations CS","7th Grade","84","98.8%","98.8%","100.0%","100.0%","0.0%","98.8%","88.1%","88.1%","","","0.0%","0.0%","0.0%","0.0%","0.0%","13.1%"
"Philadelphia","New Foundations CS","12th Grade","145","98.6%","97.9%","97.2%","96.6%","0.7%","97.2%","97.9%","","0.0%","87.6%","0.0%","0.0%","0.0%","0.0%","0.0%","13.1%"
"Philadelphia","Northeast Central Christian School","Kindergarten","12","","","","","","","","","","","","","","","",""
"Philadelphia","Northeast Community Propel Academy","Kindergarten","150","98.0%","98.0%","97.3%","99.3%","0.7%","94.7%","","","","","0.7%","0.0%","2.0%","1.3%","0.0%","1.3%"
"Philadelphia","Northeast Community Propel Academy","7th Grade","248","99.6%","99.6%","99.2%","99.2%","0.8%","97.2%","83.1%","95.2%","","","0.4%","1.2%","0.0%","2.4%","0.0%","19.4%"
"Philadelphia","Northeast HS","12th Grade","916","99.3%","99.9%","99.5%","99.2%","2.1%","96.4%","99.0%","","12.0%","83.7%","0.1%","0.9%","0.7%","0.3%","0.0%","2.4%"
"Philadelphia","Northwood Academy CS","Kindergarten","83","97.6%","97.6%","97.6%","97.6%","0.0%","97.6%","","","","","0.0%","1.2%","0.0%","0.0%","0.0%","1.2%"
"Philadelphia","Northwood Academy CS","7th Grade","85","95.3%","96.5%","96.5%","96.5%","0.0%","97.6%","91.8%","90.6%","","","0.0%","3.5%","0.0%","7.1%","0.0%","4.7%"
"Philadelphia","Norwood Fontbonne Academy","Kindergarten","30","100.0%","100.0%","100.0%","96.7%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","3.3%","0.0%","0.0%"
"Philadelphia","Norwood Fontbonne Academy","7th Grade","27","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Olney Christian School","Kindergarten","16","","","","","","","","","","","","","","","",""
"Philadelphia","Olney Christian School","7th Grade","8","","","","","","","","","","","","","","","",""
"Philadelphia","Olney El Sch","Kindergarten","74","94.6%","94.6%","100.0%","97.3%","0.0%","97.3%","","","","","0.0%","0.0%","0.0%","4.1%","0.0%","1.4%"
"Philadelphia","Olney El Sch","7th Grade","81","97.5%","97.5%","100.0%","98.8%","1.2%","98.8%","97.5%","97.5%","","","0.0%","0.0%","0.0%","0.0%","0.0%","2.5%"
"Philadelphia","Olney HS","12th Grade","257","97.3%","98.8%","98.8%","99.2%","0.4%","98.1%","99.2%","","18.3%","70.4%","0.0%","1.2%","0.8%","3.9%","5.8%","1.9%"
"Philadelphia","Our Lady of Calvary School","Kindergarten","54","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Our Lady of Calvary School","7th Grade","74","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Our Lady of Hope Regional Catholic School","Kindergarten","38","100.0%","100.0%","97.4%","100.0%","0.0%","97.4%","","","","","2.6%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Our Lady of Hope Regional Catholic School","7th Grade","25","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Our Lady of Port Richmond School","Kindergarten","23","95.7%","91.3%","91.3%","100.0%","0.0%","91.3%","","","","","0.0%","0.0%","0.0%","8.7%","0.0%","0.0%"
"Philadelphia","Our Lady of Port Richmond School","7th Grade","25","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Our Mother Consolation","Kindergarten","18","","","","","","","","","","","","","","","",""
"Philadelphia","Our Mother Consolation","7th Grade","21","95.2%","95.2%","95.2%","95.2%","0.0%","95.2%","90.5%","90.5%","","","4.8%","0.0%","0.0%","0.0%","0.0%","9.5%"
"Philadelphia","Our Mother of Sorrow School","Kindergarten","16","","","","","","","","","","","","","","","",""
"Philadelphia","Our Mother of Sorrow School","7th Grade","17","","","","","","","","","","","","","","","",""
"Philadelphia","Overbrook Edu Ctr","Kindergarten","14","","","","","","","","","","","","","","","",""
"Philadelphia","Overbrook Edu Ctr","7th Grade","26","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","80.8%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","19.2%"
"Philadelphia","Overbrook Elementary School","Kindergarten","22","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Overbrook Elementary School","7th Grade","24","95.8%","95.8%","95.8%","95.8%","0.0%","91.7%","95.8%","91.7%","","","0.0%","4.2%","0.0%","4.2%","0.0%","4.2%"
"Philadelphia","Overbrook HS","12th Grade","103","98.1%","65.0%","98.1%","97.1%","0.0%","98.1%","94.2%","","44.7%","42.7%","1.0%","0.0%","1.0%","0.0%","0.0%","44.7%"
"Philadelphia","Overbrook School for Blind","Kindergarten","8","","","","","","","","","","","","","","","",""
"Philadelphia","Overbrook School for Blind","7th Grade","10","","","","","","","","","","","","","","","",""
"Philadelphia","Overbrook School for Blind","12th Grade","7","","","","","","","","","","","","","","","",""
"Philadelphia","Pan American Academy CS","Kindergarten","95","96.8%","96.8%","96.8%","96.8%","0.0%","96.8%","","","","","0.0%","0.0%","3.2%","0.0%","0.0%","0.0%"
"Philadelphia","Pan American Academy CS","7th Grade","78","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","89.7%","91.0%","","","0.0%","0.0%","1.3%","0.0%","0.0%","10.3%"
"Philadelphia","Parkway Center City Middle College","12th Grade","106","100.0%","99.1%","100.0%","100.0%","0.0%","100.0%","100.0%","","13.2%","86.8%","0.0%","0.9%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Parkway Northwest","12th Grade","59","98.3%","98.3%","98.3%","98.3%","0.0%","96.6%","94.9%","","1.7%","89.8%","0.0%","3.4%","6.8%","1.7%","0.0%","0.0%"
"Philadelphia","Parkway West","12th Grade","47","100.0%","97.9%","100.0%","100.0%","0.0%","100.0%","100.0%","","12.8%","87.2%","0.0%","0.0%","0.0%","2.1%","0.0%","0.0%"
"Philadelphia","Patterson John M Sch","Kindergarten","74","94.6%","94.6%","97.3%","97.3%","0.0%","95.9%","","","","","0.0%","1.4%","1.4%","6.8%","0.0%","0.0%"
"Philadelphia","Paul Robeson HS for Human Services","12th Grade","73","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","","1.4%","98.6%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Peirce Thomas M Sch","Kindergarten","61","91.8%","90.2%","91.8%","96.7%","0.0%","93.4%","","","","","0.0%","4.9%","0.0%","3.3%","0.0%","1.6%"
"Philadelphia","Penn Alexander Sch","Kindergarten","73","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Penn Alexander Sch","7th Grade","55","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Penn Treaty Sch","7th Grade","34","100.0%","97.1%","97.1%","97.1%","0.0%","97.1%","82.4%","82.4%","","","0.0%","5.9%","0.0%","2.9%","0.0%","11.8%"
"Philadelphia","Penn Treaty Sch","12th Grade","60","100.0%","96.7%","96.7%","98.3%","0.0%","96.7%","96.7%","","0.0%","91.7%","0.0%","3.3%","3.3%","3.3%","0.0%","3.3%"
"Philadelphia","Pennell Joseph Sch","Kindergarten","51","96.1%","90.2%","94.1%","100.0%","0.0%","94.1%","","","","","0.0%","0.0%","3.9%","2.0%","0.0%","3.9%"
"Philadelphia","Pennsylvania School for the Deaf","Kindergarten","3","","","","","","","","","","","","","","","",""
"Philadelphia","Pennsylvania School for the Deaf","7th Grade","5","","","","","","","","","","","","","","","",""
"Philadelphia","Pennsylvania School for the Deaf","12th Grade","14","","","","","","","","","","","","","","","",""
"Philadelphia","Penrose Sch","Kindergarten","68","89.7%","86.8%","94.1%","88.2%","0.0%","91.2%","","","","","0.0%","4.4%","1.5%","0.0%","0.0%","16.2%"
"Philadelphia","Penrose Sch","7th Grade","49","100.0%","100.0%","100.0%","98.0%","0.0%","100.0%","79.6%","81.6%","","","0.0%","2.0%","2.0%","0.0%","0.0%","22.4%"
"Philadelphia","People for People CS","Kindergarten","77","93.5%","94.8%","93.5%","97.4%","0.0%","93.5%","","","","","0.0%","0.0%","2.6%","5.2%","0.0%","7.8%"
"Philadelphia","People for People CS","7th Grade","47","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","78.7%","76.6%","","","0.0%","0.0%","4.3%","19.1%","0.0%","19.1%"
"Philadelphia","Philadelphia Academy CS","Kindergarten","61","100.0%","98.4%","98.4%","98.4%","0.0%","98.4%","","","","","0.0%","1.6%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Philadelphia Academy CS","7th Grade","83","98.8%","98.8%","98.8%","98.8%","0.0%","98.8%","97.6%","97.6%","","","0.0%","0.0%","2.4%","0.0%","0.0%","0.0%"
"Philadelphia","Philadelphia Academy CS","12th Grade","114","100.0%","99.1%","100.0%","100.0%","0.0%","100.0%","100.0%","","2.6%","97.4%","1.8%","1.8%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Philadelphia Classical School","Kindergarten","21","66.7%","66.7%","66.7%","71.4%","0.0%","66.7%","","","","","0.0%","23.8%","4.8%","0.0%","0.0%","4.8%"
"Philadelphia","Philadelphia Classical School","7th Grade","16","","","","","","","","","","","","","","","",""
"Philadelphia","Philadelphia Classical School","12th Grade","8","","","","","","","","","","","","","","","",""
"Philadelphia","Philadelphia Electrical & Tech CHS","12th Grade","145","97.9%","97.9%","98.6%","97.9%","0.0%","97.9%","96.6%","","20.7%","75.2%","0.0%","0.0%","0.0%","0.0%","0.0%","24.8%"
"Philadelphia","Philadelphia Hebrew Public CS","Kindergarten","77","92.2%","93.5%","92.2%","96.1%","0.0%","92.2%","","","","","0.0%","2.6%","5.2%","0.0%","0.0%","9.1%"
"Philadelphia","Philadelphia Hebrew Public CS","7th Grade","50","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","94.0%","94.0%","","","0.0%","2.0%","2.0%","0.0%","0.0%","6.0%"
"Philadelphia","Philadelphia Learning Academy - North","12th Grade","17","","","","","","","","","","","","","","","",""
"Philadelphia","Philadelphia Learning Academy - West","12th Grade","28","96.4%","67.9%","96.4%","96.4%","0.0%","96.4%","96.4%","","75.0%","3.6%","0.0%","0.0%","25.0%","0.0%","0.0%","21.4%"
"Philadelphia","Philadelphia Military Acad at Elverson","12th Grade","46","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","","2.2%","97.8%","0.0%","0.0%","0.0%","0.0%","0.0%","2.2%"
"Philadelphia","Philadelphia Performing Arts CS","Kindergarten","211","95.3%","95.3%","94.8%","95.7%","0.0%","95.7%","","","","","1.4%","0.5%","0.5%","0.0%","0.0%","3.3%"
"Philadelphia","Philadelphia Performing Arts CS","7th Grade","184","97.3%","98.4%","98.4%","99.5%","0.5%","98.9%","98.4%","85.3%","","","0.0%","0.0%","1.1%","0.0%","0.0%","14.7%"
"Philadelphia","Philadelphia Performing Arts CS","12th Grade","157","97.5%","97.5%","99.4%","97.5%","1.3%","96.2%","97.5%","","16.6%","80.9%","0.0%","0.0%","0.0%","0.0%","0.0%","2.5%"
"Philadelphia","Philadelphia School","Kindergarten","52","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Philadelphia School","7th Grade","37","100.0%","100.0%","100.0%","100.0%","2.7%","97.3%","100.0%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Pollock Robert B Sch","Kindergarten","101","95.0%","95.0%","95.0%","96.0%","2.0%","93.1%","","","","","0.0%","3.0%","2.0%","0.0%","0.0%","0.0%"
"Philadelphia","Pollock Robert B Sch","7th Grade","107","99.1%","99.1%","99.1%","99.1%","3.7%","94.4%","94.4%","93.5%","","","0.0%","0.0%","1.9%","0.9%","0.0%","3.7%"
"Philadelphia","Potter-Thomas Sch","Kindergarten","31","87.1%","87.1%","90.3%","100.0%","9.7%","87.1%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","12.9%"
"Philadelphia","Potter-Thomas Sch","7th Grade","38","100.0%","100.0%","100.0%","100.0%","2.6%","97.4%","86.8%","84.2%","","","0.0%","0.0%","0.0%","0.0%","0.0%","15.8%"
"Philadelphia","Powel Samuel Sch","Kindergarten","70","90.0%","91.4%","92.9%","92.9%","0.0%","92.9%","","","","","1.4%","4.3%","5.7%","0.0%","0.0%","0.0%"
"Philadelphia","Preparatory CS of Mathematics Science Tech and Careers","12th Grade","127","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","99.2%","","3.1%","83.5%","0.0%","0.8%","0.8%","0.0%","0.0%","11.8%"
"Philadelphia","Prince Hall","Kindergarten","58","94.8%","94.8%","96.6%","98.3%","0.0%","96.6%","","","","","0.0%","1.7%","0.0%","0.0%","0.0%","3.4%"
"Philadelphia","Randolph A. Philip AVT HS","12th Grade","48","97.9%","100.0%","100.0%","100.0%","0.0%","100.0%","97.9%","","18.8%","77.1%","0.0%","2.1%","2.1%","2.1%","0.0%","0.0%"
"Philadelphia","Resurrection Regional Catholic School","Kindergarten","27","100.0%","96.3%","96.3%","100.0%","0.0%","96.3%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","3.7%"
"Philadelphia","Resurrection Regional Catholic School","7th Grade","47","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","95.7%","95.7%","","","0.0%","0.0%","0.0%","0.0%","0.0%","4.3%"
"Philadelphia","Rhawnhurst Sch","Kindergarten","89","94.4%","94.4%","97.8%","95.5%","2.2%","93.3%","","","","","2.2%","0.0%","1.1%","2.2%","0.0%","3.4%"
"Philadelphia","Rhoads James Sch","Kindergarten","49","87.8%","93.9%","93.9%","100.0%","0.0%","89.8%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","12.2%"
"Philadelphia","Rhoads James Sch","7th Grade","52","98.1%","98.1%","98.1%","98.1%","0.0%","98.1%","71.2%","71.2%","","","0.0%","0.0%","0.0%","0.0%","0.0%","30.8%"
"Philadelphia","Rhodes E Washington Sch","Kindergarten","17","","","","","","","","","","","","","","","",""
"Philadelphia","Rhodes E Washington Sch","7th Grade","64","90.6%","89.1%","92.2%","95.3%","0.0%","93.8%","68.8%","68.8%","","","0.0%","0.0%","0.0%","0.0%","0.0%","35.9%"
"Philadelphia","Richard Allen Preparatory CS","7th Grade","90","95.6%","94.4%","95.6%","94.4%","0.0%","95.6%","71.1%","67.8%","","","0.0%","0.0%","0.0%","0.0%","0.0%","34.4%"
"Philadelphia","Richmond Sch","Kindergarten","48","95.8%","93.8%","91.7%","95.8%","0.0%","91.7%","","","","","0.0%","2.1%","4.2%","8.3%","0.0%","2.1%"
"Philadelphia","Roman Catholic High School","12th Grade","183","100.0%","100.0%","100.0%","99.5%","0.0%","100.0%","99.5%","","2.7%","96.7%","3.8%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Roosevelt Theodore MS","Kindergarten","37","94.6%","91.9%","91.9%","97.3%","0.0%","89.2%","","","","","0.0%","2.7%","2.7%","2.7%","0.0%","2.7%"
"Philadelphia","Roosevelt Theodore MS","7th Grade","63","95.2%","90.5%","93.7%","96.8%","0.0%","93.7%","90.5%","90.5%","","","0.0%","4.8%","1.6%","1.6%","0.0%","1.6%"
"Philadelphia","Rowen William Sch","Kindergarten","30","100.0%","96.7%","93.3%","100.0%","0.0%","93.3%","","","","","0.0%","0.0%","0.0%","6.7%","0.0%","0.0%"
"Philadelphia","Roxborough Christian School","Kindergarten","8","","","","","","","","","","","","","","","",""
"Philadelphia","Roxborough HS","12th Grade","179","98.3%","99.4%","99.4%","100.0%","0.0%","98.9%","97.2%","","13.4%","71.5%","0.6%","5.0%","2.2%","2.8%","4.5%","1.7%"
"Philadelphia","SS John Neumann and Maria Goretti Catholic High School","12th Grade","141","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","","0.0%","95.7%","0.0%","0.0%","0.0%","4.3%","0.0%","0.0%"
"Philadelphia","Saint Timothy Catholic School","Kindergarten","25","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Philadelphia","Saint Timothy Catholic School","7th Grade","36","97.2%","97.2%","100.0%","97.2%","0.0%","97.2%","100.0%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","2.8%"
"Philadelphia","Samuel Gompers Sch","Kindergarten","23","82.6%","82.6%","87.0%","87.0%","0.0%","82.6%","","","","","0.0%","4.3%","0.0%","21.7%","0.0%","0.0%"
