State,School District or Name,County,Age Group,Old Rate,New Rate,Difference
TX,RIO GRANDE CITY GRULLA ISD,STARR,7TH GRADE,100.0,99.54,-0.46
TX,RIO GRANDE CITY GRULLA ISD,STARR,KINDERGARTEN,93.19,95.05,1.86
TX,ROMA ISD,STARR,7TH GRADE,100.0,99.55,-0.45
TX,ROMA ISD,STARR,KINDERGARTEN,96.54,96.87,0.33
TX,SAN ISIDRO ISD,STARR,7TH GRADE,100.0,100.0,0.0
TX,BRECKENRIDGE ISD,STEPHENS,7TH GRADE,98.89,96.74,-2.15
TX,BRECKENRIDGE ISD,STEPHENS,KINDERGARTEN,91.84,90.0,-1.84
TX,STERLING CITY ISD,STERLING,7TH GRADE,100.0,95.24,-4.76
TX,STERLING CITY ISD,STERLING,KINDERGARTEN,100.0,85.19,-14.81
TX,ASPERMONT ISD,STONEWALL,7TH GRADE,100.0,100.0,0.0
TX,ASPERMONT ISD,STONEWALL,KINDERGARTEN,100.0,100.0,0.0
TX,SONORA ISD,SUTTON,7TH GRADE,97.44,96.55,-0.89
TX,SONORA ISD,SUTTON,KINDERGARTEN,94.44,96.97,2.53
TX,HAPPY ISD,SWISHER,7TH GRADE,76.47,95.83,19.36
TX,HAPPY ISD,SWISHER,KINDERGARTEN,92.31,100.0,7.69
TX,KRESS ISD,SWISHER,7TH GRADE,100.0,100.0,0.0
TX,KRESS ISD,SWISHER,KINDERGARTEN,88.46,95.0,6.54
TX,TULIA ISD,SWISHER,7TH GRADE,100.0,100.0,0.0
TX,TULIA ISD,SWISHER,KINDERGARTEN,97.78,97.37,-0.41
TX,ALL SAINTS CATHOLIC SCHOOL FORT WORTH,TARRANT,KINDERGARTEN,100.0,100.0,0.0
TX,ALL SAINTS EPISCOPAL SCHOOL FORT WORTH,TARRANT,7TH GRADE,97.7,98.67,0.97
TX,ALL SAINTS EPISCOPAL SCHOOL FORT WORTH,TARRANT,KINDERGARTEN,85.71,80.26,-5.45
TX,ALLIANCE CHRISTIAN ACADEMY,TARRANT,KINDERGARTEN,58.33,43.75,-14.58
TX,ARLINGTON ISD,TARRANT,7TH GRADE,99.74,98.33,-1.41
TX,ARLINGTON ISD,TARRANT,KINDERGARTEN,94.84,93.37,-1.47
TX,AZLE CHRISTIAN SCHOOL,TARRANT,7TH GRADE,70.59,84.21,13.62
TX,AZLE CHRISTIAN SCHOOL,TARRANT,KINDERGARTEN,65.0,54.17,-10.83
TX,AZLE ISD,TARRANT,7TH GRADE,96.25,93.53,-2.72
TX,AZLE ISD,TARRANT,KINDERGARTEN,89.83,87.88,-1.95
TX,BETHESDA CHRISTIAN SCHOOL,TARRANT,7TH GRADE,82.61,81.48,-1.13
TX,BETHESDA CHRISTIAN SCHOOL,TARRANT,KINDERGARTEN,82.86,87.88,5.02
TX,BIRDVILLE ISD,TARRANT,7TH GRADE,98.42,95.41,-3.01
TX,BIRDVILLE ISD,TARRANT,KINDERGARTEN,94.63,93.16,-1.47
TX,BURTON ADVENTIST ACADEMY,TARRANT,7TH GRADE,90.0,92.31,2.31
TX,BURTON ADVENTIST ACADEMY,TARRANT,KINDERGARTEN,78.26,95.0,16.74
TX,CARROLL ISD,TARRANT,7TH GRADE,96.52,96.87,0.35
TX,CARROLL ISD,TARRANT,KINDERGARTEN,90.73,89.93,-0.8
TX,CASTLEBERRY ISD,TARRANT,7TH GRADE,98.46,98.52,0.06
TX,CASTLEBERRY ISD,TARRANT,KINDERGARTEN,98.48,97.98,-0.5
TX,COVENANT CHRISTIAN ACADEMY,TARRANT,7TH GRADE,95.65,83.33,-12.32
TX,COVENANT CHRISTIAN ACADEMY,TARRANT,KINDERGARTEN,61.36,79.25,17.89
TX,COVENANT CLASSICAL SCHOOL,TARRANT,7TH GRADE,68.57,84.62,16.05
TX,COVENANT CLASSICAL SCHOOL,TARRANT,KINDERGARTEN,71.43,60.98,-10.45
TX,CROWLEY ISD,TARRANT,7TH GRADE,98.5,97.12,-1.38
TX,CROWLEY ISD,TARRANT,KINDERGARTEN,94.68,93.45,-1.23
TX,EAGLE MT-SAGINAW ISD,TARRANT,7TH GRADE,98.34,97.93,-0.41
TX,EAGLE MT-SAGINAW ISD,TARRANT,KINDERGARTEN,95.39,93.84,-1.55
TX,EVERMAN ISD,TARRANT,7TH GRADE,99.47,98.6,-0.87
TX,EVERMAN ISD,TARRANT,KINDERGARTEN,96.76,97.14,0.38
TX,FELLOWSHIP ACADEMY,TARRANT,7TH GRADE,96.55,96.0,-0.55
TX,FELLOWSHIP ACADEMY,TARRANT,KINDERGARTEN,77.78,88.89,11.11
TX,FORT WORTH ACADEMY,TARRANT,7TH GRADE,100.0,94.12,-5.88
TX,FORT WORTH ACADEMY,TARRANT,KINDERGARTEN,96.0,93.33,-2.67
TX,FORT WORTH ACADEMY OF FINE ARTS,TARRANT,7TH GRADE,96.3,89.53,-6.77
TX,FORT WORTH CHRISTIAN SCHOOL,TARRANT,7TH GRADE,92.45,91.84,-0.61
TX,FORT WORTH CHRISTIAN SCHOOL,TARRANT,KINDERGARTEN,80.56,75.0,-5.56
TX,FORT WORTH COUNTRY DAY,TARRANT,7TH GRADE,98.53,98.92,0.39
TX,FORT WORTH COUNTRY DAY,TARRANT,KINDERGARTEN,97.96,100.0,2.04
TX,GRAPEVINE FAITH CHRISTIAN SCHOOL,TARRANT,7TH GRADE,83.33,90.62,7.29
TX,GRAPEVINE FAITH CHRISTIAN SCHOOL,TARRANT,KINDERGARTEN,77.27,71.43,-5.84
TX,GRAPEVINE-COLLEYVILLE ISD,TARRANT,7TH GRADE,97.24,96.08,-1.16
TX,GRAPEVINE-COLLEYVILLE ISD,TARRANT,KINDERGARTEN,94.83,92.93,-1.9
TX,HERITAGE CHRISTIAN ACADEMY,TARRANT,7TH GRADE,60.0,84.62,24.62
TX,HERITAGE CHRISTIAN ACADEMY,TARRANT,KINDERGARTEN,50.0,63.64,13.64
TX,HILL SCHOOL OF FORT WORTH,TARRANT,7TH GRADE,100.0,100.0,0.0
TX,HOLY FAMILY CATHOLIC SCHOOL FORT WORTH,TARRANT,7TH GRADE,100.0,100.0,0.0
TX,HOLY FAMILY CATHOLIC SCHOOL FORT WORTH,TARRANT,KINDERGARTEN,88.89,100.0,11.11
TX,HOLY TRINITY CATHOLIC SCHOOL GRAPEVINE,TARRANT,7TH GRADE,100.0,100.0,0.0
TX,HOLY TRINITY CATHOLIC SCHOOL GRAPEVINE,TARRANT,KINDERGARTEN,97.62,89.29,-8.33
TX,HURST-EULESS-BEDFORD ISD,TARRANT,7TH GRADE,97.27,95.8,-1.47
TX,HURST-EULESS-BEDFORD ISD,TARRANT,KINDERGARTEN,95.31,94.87,-0.44
TX,JEAN MASSIEU ACADEMY,TARRANT,7TH GRADE,75.0,94.12,19.12
TX,JEAN MASSIEU ACADEMY,TARRANT,KINDERGARTEN,75.0,94.44,19.44
TX,KELLER ISD,TARRANT,7TH GRADE,95.61,95.93,0.32
TX,KELLER ISD,TARRANT,KINDERGARTEN,93.67,91.16,-2.51
TX,KENNEDALE ISD,TARRANT,7TH GRADE,96.12,98.51,2.39
TX,KENNEDALE ISD,TARRANT,KINDERGARTEN,95.65,97.95,2.3
TX,LAKE COUNTRY CHRISTIAN SCHOOL,TARRANT,7TH GRADE,71.15,62.22,-8.93
TX,LAKE COUNTRY CHRISTIAN SCHOOL,TARRANT,KINDERGARTEN,71.11,77.42,6.31
TX,LAKE WORTH ISD,TARRANT,7TH GRADE,97.45,99.17,1.72
TX,LAKE WORTH ISD,TARRANT,KINDERGARTEN,96.45,95.48,-0.97
TX,MANSFIELD ISD,TARRANT,7TH GRADE,98.5,97.68,-0.82
TX,MANSFIELD ISD,TARRANT,KINDERGARTEN,95.07,94.78,-0.29
TX,MONTESSORI SCHOOL OF FORT WORTH,TARRANT,7TH GRADE,85.71,100.0,14.29
TX,MONTESSORI SCHOOL OF FORT WORTH,TARRANT,KINDERGARTEN,100.0,93.1,-6.9
TX,NAZARENE CHRISTIAN ACADEMY,TARRANT,7TH GRADE,86.67,90.0,3.33
TX,NAZARENE CHRISTIAN ACADEMY,TARRANT,KINDERGARTEN,73.68,68.18,-5.5
TX,NORTHWEST ISD,TARRANT,7TH GRADE,96.97,97.45,0.48
TX,NORTHWEST ISD,TARRANT,KINDERGARTEN,92.23,92.87,0.64
TX,PANTEGO CHRISTIAN ACADEMY,TARRANT,7TH GRADE,92.86,90.24,-2.62
TX,PANTEGO CHRISTIAN ACADEMY,TARRANT,KINDERGARTEN,83.33,87.88,4.55
TX,PARK ROW CHRISTIAN ACADEMY,TARRANT,KINDERGARTEN,100.0,84.62,-15.38
TX,PRIMROSE SCHOOL OF KELLER,TARRANT,KINDERGARTEN,100.0,100.0,0.0
TX,PRIMROSE SCHOOL OF WESTLAKE AT ENTRADA,TARRANT,KINDERGARTEN,95.83,90.62,-5.21
TX,RIVERTREE ACADEMY,TARRANT,KINDERGARTEN,100.0,100.0,0.0
TX,ST. ANDREW CATHOLIC SCHOOL,TARRANT,7TH GRADE,100.0,98.25,-1.75
TX,ST. ANDREW CATHOLIC SCHOOL,TARRANT,KINDERGARTEN,100.0,97.14,-2.86
TX,ST. ELIZABETH ANN SETON SCHOOL KELLER,TARRANT,7TH GRADE,98.67,100.0,1.33
TX,ST. ELIZABETH ANN SETON SCHOOL KELLER,TARRANT,KINDERGARTEN,98.11,95.0,-3.11
TX,ST. GEORGE CATHOLIC SCHOOL,TARRANT,7TH GRADE,100.0,100.0,0.0
TX,ST. GEORGE CATHOLIC SCHOOL,TARRANT,KINDERGARTEN,100.0,100.0,0.0
TX,ST. JOHN THE APOSTLE CATHOLIC SCHOOL,TARRANT,KINDERGARTEN,100.0,100.0,0.0
TX,ST. JOSEPH CATHOLIC SCHOOL,TARRANT,7TH GRADE,100.0,100.0,0.0
TX,ST. JOSEPH CATHOLIC SCHOOL,TARRANT,KINDERGARTEN,100.0,100.0,0.0
TX,ST. MARIA GORETTI CATHOLIC SCHOOL,TARRANT,7TH GRADE,100.0,100.0,0.0
TX,ST. MARIA GORETTI CATHOLIC SCHOOL,TARRANT,KINDERGARTEN,100.0,92.86,-7.14
TX,ST. PAUL LUTHERAN SCHOOL FORT WORTH,TARRANT,7TH GRADE,93.75,95.45,1.7
TX,ST. PAUL LUTHERAN SCHOOL FORT WORTH,TARRANT,KINDERGARTEN,100.0,100.0,0.0
TX,ST. PAUL'S PREPARATORY ACADEMY,TARRANT,7TH GRADE,76.47,81.25,4.78
TX,ST. PAUL'S PREPARATORY ACADEMY,TARRANT,KINDERGARTEN,80.77,79.17,-1.6
TX,ST. RITA CATHOLIC SCHOOL FORT WORTH,TARRANT,7TH GRADE,100.0,100.0,0.0
TX,ST. RITA CATHOLIC SCHOOL FORT WORTH,TARRANT,KINDERGARTEN,100.0,100.0,0.0
TX,TEMPLE CHRISTIAN SCHOOL,TARRANT,7TH GRADE,93.55,86.67,-6.88
TX,TEMPLE CHRISTIAN SCHOOL,TARRANT,KINDERGARTEN,84.21,88.46,4.25
TX,TEXAS SCHOOL OF THE ARTS,TARRANT,KINDERGARTEN,90.38,81.08,-9.3
TX,THE KEY SCHOOL,TARRANT,7TH GRADE,92.86,90.91,-1.95
TX,THE MONTESSORI ACADEMY OF ARLINGTON,TARRANT,KINDERGARTEN,83.33,100.0,16.67
TX,THE OAKRIDGE SCHOOL,TARRANT,7TH GRADE,96.0,94.34,-1.66
TX,THE OAKRIDGE SCHOOL,TARRANT,KINDERGARTEN,100.0,86.21,-13.79
TX,TREETOPS SCHOOL INTERNATIONAL,TARRANT,KINDERGARTEN,77.5,78.26,0.76
TX,TRINITY VALLEY SCHOOL,TARRANT,7TH GRADE,100.0,100.0,0.0
TX,TRINITY VALLEY SCHOOL,TARRANT,KINDERGARTEN,100.0,100.0,0.0
TX,WAYPOINT MONTESSORI SCHOOL,TARRANT,KINDERGARTEN,90.48,87.5,-2.98
TX,WESTLAKE ACADEMY CHARTER SCHOOL,TARRANT,7TH GRADE,97.26,98.67,1.41
TX,WESTLAKE ACADEMY CHARTER SCHOOL,TARRANT,KINDERGARTEN,97.87,87.5,-10.37
TX,WHITE SETTLEMENT ISD,TARRANT,7TH GRADE,98.94,98.57,-0.37
TX,WHITE SETTLEMENT ISD,TARRANT,KINDERGARTEN,94.34,95.83,1.49
TX,ABILENE CHRISTIAN SCHOOL,TAYLOR,7TH GRADE,97.83,78.95,-18.88
TX,ABILENE CHRISTIAN SCHOOL,TAYLOR,KINDERGARTEN,92.11,83.33,-8.78
TX,ABILENE ISD,TAYLOR,7TH GRADE,99.6,99.61,0.01
TX,ABILENE ISD,TAYLOR,KINDERGARTEN,97.76,94.94,-2.82
TX,JIM NED CISD,TAYLOR,7TH GRADE,95.59,91.24,-4.35
TX,JIM NED CISD,TAYLOR,KINDERGARTEN,88.89,87.74,-1.15
TX,MERKEL ISD,TAYLOR,7TH GRADE,97.1,98.02,0.92
TX,MERKEL ISD,TAYLOR,KINDERGARTEN,92.11,90.67,-1.44
TX,ST. JOHN'S EPISCOPAL SCHOOL ABILENE,TAYLOR,KINDERGARTEN,100.0,86.36,-13.64
TX,WYLIE ISD,TAYLOR,7TH GRADE,96.46,98.39,1.93
TX,WYLIE ISD,TAYLOR,KINDERGARTEN,95.19,92.08,-3.11
TX,TERRELL COUNTY ISD,TERRELL,7TH GRADE,100.0,100.0,0.0
TX,BROWNFIELD ISD,TERRY,7TH GRADE,99.16,97.14,-2.02
TX,BROWNFIELD ISD,TERRY,KINDERGARTEN,95.05,98.91,3.86
TX,MEADOW ISD,TERRY,7TH GRADE,93.75,100.0,6.25
TX,MEADOW ISD,TERRY,KINDERGARTEN,100.0,93.33,-6.67
TX,WELLMAN-UNION CISD,TERRY,7TH GRADE,88.89,90.0,1.11
TX,WELLMAN-UNION CISD,TERRY,KINDERGARTEN,76.47,78.57,2.1
TX,THROCKMORTON COLLEGIATE ISD,THROCKMORTON,7TH GRADE,100.0,100.0,0.0
TX,THROCKMORTON COLLEGIATE ISD,THROCKMORTON,KINDERGARTEN,93.75,100.0,6.25
TX,WOODSON ISD,THROCKMORTON,7TH GRADE,88.89,100.0,11.11
TX,WOODSON ISD,THROCKMORTON,KINDERGARTEN,91.67,100.0,8.33
TX,CHAPEL HILL ISD,TITUS,7TH GRADE,95.0,94.29,-0.71
TX,CHAPEL HILL ISD,TITUS,KINDERGARTEN,98.21,96.49,-1.72
TX,HARTS BLUFF ISD,TITUS,7TH GRADE,100.0,97.22,-2.78
TX,HARTS BLUFF ISD,TITUS,KINDERGARTEN,94.03,95.0,0.97
TX,MOUNT PLEASANT ISD,TITUS,7TH GRADE,98.98,97.97,-1.01
TX,MOUNT PLEASANT ISD,TITUS,KINDERGARTEN,98.55,97.76,-0.79
TX,ANGELO CATHOLIC SCHOOL,TOM GREEN,7TH GRADE,100.0,85.71,-14.29
TX,ANGELO CATHOLIC SCHOOL,TOM GREEN,KINDERGARTEN,82.35,91.67,9.32
TX,CHRISTOVAL ISD,TOM GREEN,7TH GRADE,92.73,93.33,0.6
TX,CHRISTOVAL ISD,TOM GREEN,KINDERGARTEN,90.48,97.5,7.02
TX,CORNERSTONE CHRISTIAN SCHOOL,TOM GREEN,7TH GRADE,100.0,93.75,-6.25
TX,CORNERSTONE CHRISTIAN SCHOOL,TOM GREEN,KINDERGARTEN,100.0,80.0,-20.0
TX,GRAPE CREEK ISD,TOM GREEN,7TH GRADE,100.0,100.0,0.0
TX,GRAPE CREEK ISD,TOM GREEN,KINDERGARTEN,100.0,98.95,-1.05
TX,SAN ANGELO CHRISTIAN ACADEMY,TOM GREEN,7TH GRADE,83.33,100.0,16.67
TX,SAN ANGELO CHRISTIAN ACADEMY,TOM GREEN,KINDERGARTEN,66.67,80.0,13.33
TX,SAN ANGELO ISD,TOM GREEN,7TH GRADE,98.49,98.76,0.27
TX,SAN ANGELO ISD,TOM GREEN,KINDERGARTEN,97.32,96.88,-0.44
TX,TEXAS LEADERSHIP PUBLIC SCHOOLS,TOM GREEN,7TH GRADE,92.45,95.24,2.79
TX,TEXAS LEADERSHIP PUBLIC SCHOOLS,TOM GREEN,KINDERGARTEN,94.92,93.7,-1.22
TX,TRINITY LUTHERAN SCHOOL SAN ANGELO,TOM GREEN,KINDERGARTEN,88.89,70.0,-18.89
TX,VERIBEST ISD,TOM GREEN,7TH GRADE,100.0,88.0,-12.0
TX,VERIBEST ISD,TOM GREEN,KINDERGARTEN,90.91,95.24,4.33
TX,WALL ISD,TOM GREEN,7TH GRADE,99.09,97.48,-1.61
TX,WALL ISD,TOM GREEN,KINDERGARTEN,91.86,92.77,0.91
TX,WATER VALLEY ISD,TOM GREEN,7TH GRADE,100.0,100.0,0.0
TX,WATER VALLEY ISD,TOM GREEN,KINDERGARTEN,86.67,100.0,13.33
TX,ACE ACADEMY,TRAVIS,7TH GRADE,100.0,81.82,-18.18
TX,AESA PREP ACADEMY,TRAVIS,7TH GRADE,68.75,75.0,6.25
TX,AESA PREP ACADEMY,TRAVIS,KINDERGARTEN,62.5,78.57,16.07
TX,AUSTIN ACHIEVE PUBLIC SCHOOLS,TRAVIS,7TH GRADE,100.0,98.19,-1.81
TX,AUSTIN ACHIEVE PUBLIC SCHOOLS,TRAVIS,KINDERGARTEN,99.1,98.55,-0.55
TX,AUSTIN INTERNATIONAL SCHOOL,TRAVIS,7TH GRADE,94.74,85.71,-9.03
TX,AUSTIN INTERNATIONAL SCHOOL,TRAVIS,KINDERGARTEN,97.22,98.08,0.86
TX,AUSTIN ISD,TRAVIS,7TH GRADE,97.4,99.01,1.61
TX,AUSTIN ISD,TRAVIS,KINDERGARTEN,76.81,98.15,21.34
TX,AUSTIN JEWISH ACADEMY,TRAVIS,KINDERGARTEN,100.0,100.0,0.0
TX,AUSTIN MONTESSORI SCHOOL,TRAVIS,7TH GRADE,100.0,85.71,-14.29
TX,AUSTIN PEACE ACADEMY,TRAVIS,7TH GRADE,100.0,20.83,-79.17
TX,AUSTIN PEACE ACADEMY,TRAVIS,KINDERGARTEN,100.0,100.0,0.0
TX,AUSTIN WALDORF SCHOOL,TRAVIS,7TH GRADE,53.85,71.88,18.03
TX,AUSTIN WALDORF SCHOOL,TRAVIS,KINDERGARTEN,50.0,64.81,14.81
TX,BRENTWOOD CHRISTIAN SCHOOL,TRAVIS,7TH GRADE,87.04,86.96,-0.08
TX,BRENTWOOD CHRISTIAN SCHOOL,TRAVIS,KINDERGARTEN,86.67,83.33,-3.34
TX,CAPITOL SCHOOL OF AUSTIN,TRAVIS,KINDERGARTEN,87.5,87.5,0.0
TX,CATHEDRAL SCHOOL OF ST. MARY - AUSTIN,TRAVIS,KINDERGARTEN,100.0,100.0,0.0
TX,CEDARS INTERNATIONAL ACADEMY,TRAVIS,7TH GRADE,96.3,100.0,3.7
TX,CEDARS INTERNATIONAL ACADEMY,TRAVIS,KINDERGARTEN,100.0,97.62,-2.38
TX,CHAPARRAL STAR ACADEMY,TRAVIS,7TH GRADE,82.61,100.0,17.39
TX,CHAPARRAL STAR ACADEMY,TRAVIS,KINDERGARTEN,90.0,96.67,6.67
TX,DEL VALLE ISD,TRAVIS,7TH GRADE,98.87,99.61,0.74
TX,DEL VALLE ISD,TRAVIS,KINDERGARTEN,95.28,95.3,0.02
TX,EANES ISD,TRAVIS,7TH GRADE,96.72,97.4,0.68
TX,EANES ISD,TRAVIS,KINDERGARTEN,95.49,93.1,-2.39
TX,GOOD SHEPHERD EPISCOPAL SCHOOL OF AUSTIN,TRAVIS,KINDERGARTEN,95.24,94.74,-0.5
TX,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,TRAVIS,7TH GRADE,94.93,96.15,1.22
TX,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,TRAVIS,KINDERGARTEN,94.71,95.71,1.0
TX,HEADWATERS SCHOOL,TRAVIS,7TH GRADE,92.11,90.32,-1.79
TX,HEADWATERS SCHOOL,TRAVIS,KINDERGARTEN,94.87,85.29,-9.58
TX,HILL COUNTRY CHRISTIAN SCHOOL OF AUSTIN,TRAVIS,7TH GRADE,89.66,94.23,4.57
TX,HILL COUNTRY CHRISTIAN SCHOOL OF AUSTIN,TRAVIS,KINDERGARTEN,89.36,93.33,3.97
TX,HOLY FAMILY CATHOLIC SCHOOL AUSTIN,TRAVIS,7TH GRADE,98.59,100.0,1.41
TX,HOLY FAMILY CATHOLIC SCHOOL AUSTIN,TRAVIS,KINDERGARTEN,96.49,100.0,3.51
TX,INTERNATIONAL SCHOOL OF TEXAS,TRAVIS,7TH GRADE,100.0,81.82,-18.18
TX,INTERNATIONAL SCHOOL OF TEXAS,TRAVIS,KINDERGARTEN,92.0,93.75,1.75
TX,KIRBY HALL SCHOOL,TRAVIS,KINDERGARTEN,100.0,87.5,-12.5
TX,LAGO VISTA ISD,TRAVIS,7TH GRADE,92.09,93.98,1.89
TX,LAGO VISTA ISD,TRAVIS,KINDERGARTEN,82.79,84.07,1.28
TX,LAKE TRAVIS ISD,TRAVIS,7TH GRADE,94.03,94.97,0.94
TX,LAKE TRAVIS ISD,TRAVIS,KINDERGARTEN,93.29,88.79,-4.5
TX,MANOR ISD,TRAVIS,7TH GRADE,97.63,98.94,1.31
TX,MANOR ISD,TRAVIS,KINDERGARTEN,95.79,95.51,-0.28
TX,MONTESSORI FOR ALL,TRAVIS,KINDERGARTEN,95.31,95.31,0.0
TX,NYOS CHARTER SCHOOL,TRAVIS,7TH GRADE,91.67,93.67,2.0
TX,NYOS CHARTER SCHOOL,TRAVIS,KINDERGARTEN,97.16,97.76,0.6
TX,PARAGON PREPARATORY SCHOOL,TRAVIS,7TH GRADE,100.0,100.0,0.0
TX,PARAGON PREPARATORY SCHOOL,TRAVIS,KINDERGARTEN,94.44,95.0,0.56
TX,PFLUGERVILLE ISD,TRAVIS,7TH GRADE,99.72,99.94,0.22
TX,PFLUGERVILLE ISD,TRAVIS,KINDERGARTEN,99.76,99.87,0.11
TX,PRIMROSE SCHOOL OF BEE CAVE,TRAVIS,KINDERGARTEN,100.0,100.0,0.0
TX,PRIMROSE SCHOOL OF SHADY HOLLOW,TRAVIS,KINDERGARTEN,100.0,100.0,0.0
TX,RAWSON-SAUNDERS SCHOOL,TRAVIS,7TH GRADE,96.3,93.75,-2.55
TX,REDEEMER LUTHERAN SCHOOL AUSTIN,TRAVIS,7TH GRADE,88.89,89.47,0.58
TX,REDEEMER LUTHERAN SCHOOL AUSTIN,TRAVIS,KINDERGARTEN,88.89,93.48,4.59
TX,REGENTS SCHOOL OF AUSTIN,TRAVIS,7TH GRADE,91.11,81.4,-9.71
TX,REGENTS SCHOOL OF AUSTIN,TRAVIS,KINDERGARTEN,72.6,82.5,9.9
TX,RENAISSANCE ACADEMY,TRAVIS,7TH GRADE,100.0,90.91,-9.09
TX,RENAISSANCE ACADEMY,TRAVIS,KINDERGARTEN,96.15,88.46,-7.69
TX,ST. ANDREW'S EPISCOPAL SCHOOL AUSTIN,TRAVIS,7TH GRADE,100.0,98.72,-1.28
TX,ST. ANDREW'S EPISCOPAL SCHOOL AUSTIN,TRAVIS,KINDERGARTEN,100.0,100.0,0.0
TX,ST. AUSTIN SCHOOL,TRAVIS,7TH GRADE,100.0,100.0,0.0
TX,ST. AUSTIN SCHOOL,TRAVIS,KINDERGARTEN,100.0,95.0,-5.0
TX,ST. FRANCIS SCHOOL,TRAVIS,7TH GRADE,98.36,98.0,-0.36
TX,ST. FRANCIS SCHOOL,TRAVIS,KINDERGARTEN,100.0,96.77,-3.23
TX,ST. IGNATIUS MARTYR SCHOOL,TRAVIS,7TH GRADE,100.0,100.0,0.0
TX,ST. IGNATIUS MARTYR SCHOOL,TRAVIS,KINDERGARTEN,100.0,94.12,-5.88
TX,ST. LOUIS CATHOLIC SCHOOL,TRAVIS,7TH GRADE,100.0,100.0,0.0
TX,ST. LOUIS CATHOLIC SCHOOL,TRAVIS,KINDERGARTEN,100.0,100.0,0.0
TX,ST. MATTHEW'S EPISCOPAL SCHOOL AUSTIN,TRAVIS,KINDERGARTEN,100.0,100.0,0.0
TX,ST. STEPHEN'S EPISCOPAL SCHOOL AUSTIN,TRAVIS,7TH GRADE,100.0,98.51,-1.49
TX,ST. THERESA CATHOLIC SCHOOL AUSTIN,TRAVIS,7TH GRADE,100.0,97.62,-2.38
TX,ST. THERESA CATHOLIC SCHOOL AUSTIN,TRAVIS,KINDERGARTEN,100.0,100.0,0.0
TX,STERLING CLASSICAL SCHOOL,TRAVIS,7TH GRADE,70.59,58.33,-12.26
TX,STERLING CLASSICAL SCHOOL,TRAVIS,KINDERGARTEN,70.37,50.0,-20.37
TX,TEXAS EMPOWERMENT ACADEMY,TRAVIS,7TH GRADE,83.02,91.11,8.09
TX,TEXAS EMPOWERMENT ACADEMY,TRAVIS,KINDERGARTEN,74.73,74.49,-0.24
TX,TEXAS SCH FOR THE DEAF,TRAVIS,7TH GRADE,88.57,94.44,5.87
TX,TEXAS SCH FOR THE DEAF,TRAVIS,KINDERGARTEN,95.0,83.33,-11.67
TX,THE GIRLS' SCHOOL OF AUSTIN,TRAVIS,7TH GRADE,100.0,100.0,0.0
TX,THE GIRLS' SCHOOL OF AUSTIN,TRAVIS,KINDERGARTEN,93.75,100.0,6.25
TX,THE MAGELLAN INTERNATIONAL SCHOOL,TRAVIS,7TH GRADE,97.96,100.0,2.04
TX,THE MAGELLAN INTERNATIONAL SCHOOL,TRAVIS,KINDERGARTEN,100.0,97.06,-2.94
TX,THE MAGNOLIA SCHOOL,TRAVIS,KINDERGARTEN,90.0,90.0,0.0
TX,TRINITY CHARTER SCHOOL,TRAVIS,7TH GRADE,100.0,91.67,-8.33
TX,TRINITY EPISCOPAL SCHOOL AUSTIN,TRAVIS,7TH GRADE,100.0,100.0,0.0
TX,TRINITY EPISCOPAL SCHOOL AUSTIN,TRAVIS,KINDERGARTEN,93.75,92.19,-1.56
TX,VALERE PUBLIC SCHOOLS,TRAVIS,7TH GRADE,85.96,92.86,6.9
TX,VALERE PUBLIC SCHOOLS,TRAVIS,KINDERGARTEN,51.95,55.17,3.22
TX,VALOR EDUCATION,TRAVIS,7TH GRADE,81.77,81.51,-0.26
TX,VALOR EDUCATION,TRAVIS,KINDERGARTEN,84.16,79.43,-4.73
TX,VERITAS ACADEMY (NAUMS),TRAVIS,KINDERGARTEN,70.83,41.18,-29.65
TX,WAYSIDE SCHOOLS,TRAVIS,7TH GRADE,100.0,99.05,-0.95
TX,WAYSIDE SCHOOLS,TRAVIS,KINDERGARTEN,85.8,61.41,-24.39
TX,APPLE SPRINGS ISD,TRINITY,7TH GRADE,100.0,92.31,-7.69
TX,APPLE SPRINGS ISD,TRINITY,KINDERGARTEN,88.89,87.5,-1.39
TX,CENTERVILLE ISD,TRINITY,7TH GRADE,100.0,100.0,0.0
TX,CENTERVILLE ISD,TRINITY,KINDERGARTEN,100.0,87.5,-12.5
TX,GROVETON ISD,TRINITY,7TH GRADE,94.44,96.08,1.64
TX,GROVETON ISD,TRINITY,KINDERGARTEN,92.73,90.2,-2.53
TX,TRINITY ISD,TRINITY,7TH GRADE,97.06,95.59,-1.47
TX,TRINITY ISD,TRINITY,KINDERGARTEN,90.0,98.31,8.31
TX,CHESTER ISD,TYLER,7TH GRADE,85.71,92.86,7.15
TX,CHESTER ISD,TYLER,KINDERGARTEN,83.33,77.78,-5.55
TX,COLMESNEIL ISD,TYLER,7TH GRADE,89.19,90.91,1.72
TX,COLMESNEIL ISD,TYLER,KINDERGARTEN,82.61,94.74,12.13
TX,SPURGER ISD,TYLER,7TH GRADE,94.29,92.59,-1.7
TX,SPURGER ISD,TYLER,KINDERGARTEN,89.47,95.65,6.18
TX,WARREN ISD,TYLER,7TH GRADE,96.0,96.26,0.26
