State,School District or Name,County,Age Group,Old Rate,New Rate,Difference
AZ,PIMA BUTTE ELEMENTARY SCHOOL,PINAL,KINDERGARTEN,89.83,86.3,-3.53
AZ,RANCH ELEMENTARY SCHOOL,PINAL,6TH GRADE,100.0,100.0,0.0
AZ,RANCH ELEMENTARY SCHOOL,PINAL,KINDERGARTEN,96.88,94.4,-2.48
AZ,RAY ELEMENTARY SCHOOL,PINAL,KINDERGARTEN,96.0,84.0,-12.0
AZ,RED ROCK ELEMENTARY SCHOOL,PINAL,6TH GRADE,100.0,90.2,-9.8
AZ,RED ROCK ELEMENTARY SCHOOL,PINAL,KINDERGARTEN,89.74,84.8,-4.94
AZ,SACATON ELEMENTARY,PINAL,KINDERGARTEN,93.65,100.0,6.35
AZ,SACATON MIDDLE SCHOOL,PINAL,6TH GRADE,100.0,100.0,0.0
AZ,SADDLEBACK ELEMENTARY SCHOOL,PINAL,KINDERGARTEN,92.98,93.4,0.42
AZ,SAGUARO ELEMENTARY SCHOOL,PINAL,KINDERGARTEN,97.14,89.5,-7.64
AZ,SAINT ANTHONY OF PADUA ELMENTARY SCHOOL,PINAL,KINDERGARTEN,100.0,100.0,0.0
AZ,SAINT PETER INDIAN MISSION SCHOOL,PINAL,6TH GRADE,100.0,100.0,0.0
AZ,SAN TAN HEIGHTS ELEMENTARY,PINAL,6TH GRADE,89.01,98.2,9.19
AZ,SAN TAN HEIGHTS ELEMENTARY,PINAL,KINDERGARTEN,77.19,82.3,5.11
AZ,SANTA CRUZ ELEMENTARY,PINAL,KINDERGARTEN,97.52,88.8,-8.72
AZ,SANTA ROSA ELEMENTARY SCHOOL,PINAL,KINDERGARTEN,94.74,91.5,-3.24
AZ,SEQUOIA PATHWAY ACADEMY,PINAL,6TH GRADE,88.89,96.2,7.31
AZ,SEQUOIA PATHWAY ACADEMY,PINAL,KINDERGARTEN,85.25,70.8,-14.45
AZ,SKYLINE RANCH ELEMENTARY,PINAL,6TH GRADE,93.51,93.8,0.29
AZ,SKYLINE RANCH ELEMENTARY,PINAL,KINDERGARTEN,85.37,88.2,2.83
AZ,STANFIELD ELEMENTARY SCHOOL,PINAL,6TH GRADE,97.14,100.0,2.86
AZ,STANFIELD ELEMENTARY SCHOOL,PINAL,KINDERGARTEN,100.0,100.0,0.0
AZ,TOLTEC ELEMENTARY SCHOOL,PINAL,6TH GRADE,97.73,98.4,0.67
AZ,TOLTEC ELEMENTARY SCHOOL,PINAL,KINDERGARTEN,92.5,84.2,-8.3
AZ,VILLAGO MIDDLE SCHOOL,PINAL,6TH GRADE,96.24,96.2,-0.04
AZ,WEST ELEMENTARY SCHOOL,PINAL,KINDERGARTEN,89.36,88.4,-0.96
AZ,A J MITCHELL ELEMENTARY SCHOOL,SANTA CRUZ,KINDERGARTEN,95.12,96.8,1.68
AZ,CALABASAS SCHOOL,SANTA CRUZ,6TH GRADE,100.0,100.0,0.0
AZ,CALABASAS SCHOOL,SANTA CRUZ,KINDERGARTEN,93.06,93.9,0.84
AZ,CHALLENGER ELEMENTARY SCHOOL,SANTA CRUZ,KINDERGARTEN,100.0,95.7,-4.3
AZ,COATIMUNDI MIDDLE SCHOOL,SANTA CRUZ,6TH GRADE,99.32,98.8,-0.52
AZ,DESERT SHADOWS MIDDLE SCHOOL,SANTA CRUZ,6TH GRADE,99.2,98.5,-0.7
AZ,LINCOLN ELEMENTARY SCHOOL,SANTA CRUZ,KINDERGARTEN,100.0,100.0,0.0
AZ,LOURDES CATHOLIC ELEMENTARY SCHOOL,SANTA CRUZ,6TH GRADE,97.06,97.2,0.14
AZ,LOURDES CATHOLIC ELEMENTARY SCHOOL,SANTA CRUZ,KINDERGARTEN,94.44,82.1,-12.34
AZ,MARY L WELTY ELEMENTARY SCHOOL,SANTA CRUZ,KINDERGARTEN,98.28,95.7,-2.58
AZ,MEXICAYOTL CHARTER SCHOOL,SANTA CRUZ,KINDERGARTEN,95.24,95.2,-0.04
AZ,MOUNTAIN VIEW ELEMENTARY - RIO RICO,SANTA CRUZ,KINDERGARTEN,98.25,98.5,0.25
AZ,ROBERT BRACKER ELEMENTARY,SANTA CRUZ,KINDERGARTEN,100.0,100.0,0.0
AZ,SACRED HEART CATHOLIC SCHOOL,SANTA CRUZ,KINDERGARTEN,95.83,100.0,4.17
AZ,SAN CAYETANO ELEMENTARY SCHOOL,SANTA CRUZ,KINDERGARTEN,96.36,98.8,2.44
AZ,VASQUEZ DE CORONADO FRANCISCO SCHOOL,SANTA CRUZ,KINDERGARTEN,97.44,92.9,-4.54
AZ,WADE CARPENTER MIDDLE SCHOOL,SANTA CRUZ,6TH GRADE,99.47,98.6,-0.87
AZ,ABIA JUDD ELEMENTARY SCHOOL,YAVAPAI,KINDERGARTEN,84.81,76.1,-8.71
AZ,ACORN MONTESSORI CHARTER SCHOOL - WEST,YAVAPAI,KINDERGARTEN,79.41,75.6,-3.81
AZ,ACORN MONTESSORI MIDDLE SCHOOL,YAVAPAI,6TH GRADE,88.33,96.7,8.37
AZ,AMERICAN HERITAGE ACADEMY - COTTONWOOD,YAVAPAI,6TH GRADE,79.17,82.6,3.43
AZ,BAGDAD ELEMENTARY SCHOOL,YAVAPAI,6TH GRADE,100.0,94.7,-5.3
AZ,BAGDAD ELEMENTARY SCHOOL,YAVAPAI,KINDERGARTEN,86.84,85.3,-1.54
AZ,BASIS PRESCOTT,YAVAPAI,6TH GRADE,80.33,91.8,11.47
AZ,BASIS PRESCOTT,YAVAPAI,KINDERGARTEN,82.76,77.6,-5.16
AZ,BEAVER CREEK SCHOOL,YAVAPAI,6TH GRADE,96.97,96.7,-0.27
AZ,BEAVER CREEK SCHOOL,YAVAPAI,KINDERGARTEN,81.82,72.7,-9.12
AZ,CAMP VERDE ELEMENTARY SCHOOL,YAVAPAI,KINDERGARTEN,79.17,78.0,-1.17
AZ,CAMP VERDE MIDDLE SCHOOL,YAVAPAI,6TH GRADE,87.96,93.4,5.44
AZ,CAMP VERDE UNITED CHRISTIAN SCHOOL,YAVAPAI,KINDERGARTEN,72.73,45.0,-27.73
AZ,COTTONWOOD COMMUNITY SCHOOL,YAVAPAI,6TH GRADE,88.0,83.0,-5.0
AZ,COTTONWOOD COMMUNITY SCHOOL,YAVAPAI,KINDERGARTEN,83.72,82.2,-1.52
AZ,COYOTE SPRINGS ELEMENTARY SCHOOL,YAVAPAI,KINDERGARTEN,87.5,82.5,-5.0
AZ,GRANVILLE ELEMENTARY,YAVAPAI,KINDERGARTEN,84.38,73.2,-11.18
AZ,HERITAGE MIDDLE SCHOOL,YAVAPAI,6TH GRADE,90.71,89.6,-1.11
AZ,HUMBOLDT ELEMENTARY SCHOOL,YAVAPAI,KINDERGARTEN,81.4,67.6,-13.8
AZ,LAKE VALLEY ELEMENTARY SCHOOL,YAVAPAI,KINDERGARTEN,84.0,85.4,1.4
AZ,LINCOLN ELEMENTARY SCHOOL,YAVAPAI,KINDERGARTEN,73.47,77.0,3.53
AZ,MINGUS SPRINGS CHARTER SCHOOL,YAVAPAI,6TH GRADE,71.43,76.2,4.77
AZ,MOUNTAIN VIEW ELEMENTARY SCHOOL - PRESCOTT VALLEY,YAVAPAI,KINDERGARTEN,86.21,84.4,-1.81
AZ,MOUNTAIN VIEW PREPARATORY,YAVAPAI,6TH GRADE,91.49,92.5,1.01
AZ,MOUNTAIN VIEW PREPARATORY,YAVAPAI,KINDERGARTEN,91.49,83.7,-7.79
AZ,OAK CREEK SCHOOL,YAVAPAI,6TH GRADE,84.0,80.0,-4.0
AZ,PRESCOTT VALLEY SCHOOL,YAVAPAI,6TH GRADE,92.86,96.4,3.54
AZ,PRESCOTT VALLEY SCHOOL,YAVAPAI,KINDERGARTEN,71.83,62.5,-9.33
AZ,SKYVIEW SCHOOL,YAVAPAI,6TH GRADE,62.5,91.7,29.2
AZ,SKYVIEW SCHOOL,YAVAPAI,KINDERGARTEN,69.57,66.7,-2.87
AZ,TAYLOR HICKS SCHOOL,YAVAPAI,KINDERGARTEN,85.94,76.1,-9.84
AZ,TERRITORIAL EARLY CHILDHOOD CENTER,YAVAPAI,KINDERGARTEN,72.14,93.6,21.46
AZ,TRINITY CHRISTIAN SCHOOL - PRESCOTT,YAVAPAI,6TH GRADE,86.05,72.3,-13.75
AZ,TRINITY CHRISTIAN SCHOOL - PRESCOTT,YAVAPAI,KINDERGARTEN,66.67,50.0,-16.67
AZ,VERDE CHRISTIAN ACADEMY,YAVAPAI,6TH GRADE,84.21,96.0,11.79
AZ,VERDE CHRISTIAN ACADEMY,YAVAPAI,KINDERGARTEN,82.61,56.5,-26.11
AZ,ALICE BYRNE ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,95.08,100.0,4.92
AZ,AMERISCHOOLS ACADEMY - YUMA NORTH CAMPUS,YUMA,6TH GRADE,100.0,91.3,-8.7
AZ,AMERISCHOOLS ACADEMY - YUMA NORTH CAMPUS,YUMA,KINDERGARTEN,96.15,95.2,-0.95
AZ,ARIZONA DESERT ELEMENTARY SCHOOL - SAN LUIS,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,ARIZONA DESERT ELEMENTARY SCHOOL - SAN LUIS,YUMA,KINDERGARTEN,100.0,100.0,0.0
AZ,BRAVIE T SOTO ELEMENTARY,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,BRAVIE T SOTO ELEMENTARY,YUMA,KINDERGARTEN,97.37,100.0,2.63
AZ,C W MCGRAW ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,98.61,93.2,-5.41
AZ,CASTLE DOME MIDDLE SCHOOL,YUMA,6TH GRADE,98.67,96.9,-1.77
AZ,CESAR CHAVEZ ELEMENTARY,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,CESAR CHAVEZ ELEMENTARY,YUMA,KINDERGARTEN,100.0,97.9,-2.1
AZ,DESERT MESA ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,93.46,92.8,-0.66
AZ,DESERT SONORA ELEMENTARY SCHOOL,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,DESERT SONORA ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,93.22,100.0,6.78
AZ,DESERT VIEW ACADEMY,YUMA,KINDERGARTEN,96.3,88.6,-7.7
AZ,DESERT VIEW ELEMENTARY - SAN LUIS,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,DESERT VIEW ELEMENTARY - SAN LUIS,YUMA,KINDERGARTEN,97.98,100.0,2.02
AZ,DESERT VIEW MIDDLE SCHOOL,YUMA,6TH GRADE,98.81,100.0,1.19
AZ,DOROTHY HALL ELEMENTARY,YUMA,KINDERGARTEN,94.38,91.9,-2.48
AZ,ED PASTOR ELEMENTARY 4,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,ED PASTOR ELEMENTARY 4,YUMA,KINDERGARTEN,100.0,98.9,-1.1
AZ,FOURTH AVENUE JUNIOR HIGH SCHOOL,YUMA,6TH GRADE,98.35,99.1,0.75
AZ,GADSDEN ELEMENTARY SCHOOL,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,GADSDEN ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,100.0,100.0,0.0
AZ,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,93.18,97.9,4.72
AZ,GILA VISTA JR HIGH SCHOOL,YUMA,6TH GRADE,97.28,98.1,0.82
AZ,GOWAN SCIENCE ACADEMY,YUMA,6TH GRADE,100.0,98.0,-2.0
AZ,GOWAN SCIENCE ACADEMY,YUMA,KINDERGARTEN,94.38,92.5,-1.88
AZ,H L SUVERKRUP ELEMENTARY SCHOOL,YUMA,6TH GRADE,98.78,100.0,1.22
AZ,H L SUVERKRUP ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,98.21,100.0,1.79
AZ,HARVEST PREPARATORY ACADEMY - SAN LUIS,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,HARVEST PREPARATORY ACADEMY - SAN LUIS,YUMA,KINDERGARTEN,100.0,95.3,-4.7
AZ,HARVEST PREPARATORY ACADEMY - YUMA,YUMA,6TH GRADE,100.0,99.0,-1.0
AZ,HARVEST PREPARATORY ACADEMY - YUMA,YUMA,KINDERGARTEN,99.01,92.6,-6.41
AZ,IMMACULATE CONCEPTION ELEMENTARY SCHOOL,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,IMMACULATE CONCEPTION ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,100.0,100.0,0.0
AZ,JAMES B ROLLE SCHOOL,YUMA,KINDERGARTEN,100.0,98.9,-1.1
AZ,MARY A OTONDO ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,90.0,93.0,3.0
AZ,O C JOHNSON SCHOOL,YUMA,KINDERGARTEN,94.92,96.4,1.48
AZ,ORANGE GROVE ELEMENTARY SCHOOL,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,ORANGE GROVE ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,98.46,100.0,1.54
AZ,PALMCROFT ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,95.38,78.2,-17.18
AZ,PECAN GROVE ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,91.67,100.0,8.33
AZ,R PETE WOODARD JR HIGH SCHOOL,YUMA,6TH GRADE,98.94,97.8,-1.14
AZ,RIO COLORADO ELEMENTARY SCHOOL,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,RIO COLORADO ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,98.51,100.0,1.49
AZ,RON WATSON MIDDLE SCHOOL,YUMA,6TH GRADE,98.88,100.0,1.12
AZ,RONALD REAGAN FUNDAMENTAL SCHOOL,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,RONALD REAGAN FUNDAMENTAL SCHOOL,YUMA,KINDERGARTEN,100.0,95.0,-5.0
AZ,ROOSEVELT SCHOOL,YUMA,KINDERGARTEN,97.37,96.9,-0.47
AZ,SAINT FRANCIS OF ASSISI SCHOOL,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,SAINT FRANCIS OF ASSISI SCHOOL,YUMA,KINDERGARTEN,100.0,100.0,0.0
AZ,SALIDA DEL SOL ELEMENTARY,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,SUN VALLEY ELEMENTARY,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,SUN VALLEY ELEMENTARY,YUMA,KINDERGARTEN,97.83,97.9,0.07
AZ,SUNRISE ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,97.96,88.8,-9.16
AZ,TIERRA DEL SOL ELEMENTARY SCHOOL,YUMA,6TH GRADE,98.52,99.0,0.48
AZ,TIERRA DEL SOL ELEMENTARY SCHOOL,YUMA,KINDERGARTEN,100.0,93.1,-6.9
AZ,VALLE DEL ENCANTO LEARNING CENTER,YUMA,6TH GRADE,100.0,100.0,0.0
AZ,VALLE DEL ENCANTO LEARNING CENTER,YUMA,KINDERGARTEN,95.83,97.6,1.77
AZ,YUMA LUTHERAN SCHOOL,YUMA,6TH GRADE,97.92,95.8,-2.12
AZ,YUMA LUTHERAN SCHOOL,YUMA,KINDERGARTEN,95.83,79.2,-16.63
CA,ACHIEVE ACADEMY,ALAMEDA,KINDERGARTEN,98.0,97.0,-1.0
CA,ACORN WOODLAND ELEMENTARY,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,ALISAL ELEMENTARY,ALAMEDA,KINDERGARTEN,97.0,98.0,1.0
CA,ALL SAINTS CATHOLIC SCHOOL,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,ALLENDALE ELEMENTARY,ALAMEDA,KINDERGARTEN,85.0,88.0,3.0
CA,ALTAMONT CREEK ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,ALVARADO ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,97.0,-1.0
CA,AMELIA EARHART ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,99.0,1.0
CA,AMERICAN INDIAN PUBLIC CHARTER SCHOOL II,ALAMEDA,KINDERGARTEN,88.0,95.0,7.0
CA,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,ANNA YATES ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,ARDENWOOD ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,98.0,-1.0
CA,ARROYO SECO ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,ASCEND,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,ASPIRE BERKLEY MAYNARD ACADEMY,ALAMEDA,KINDERGARTEN,98.0,97.0,-1.0
CA,ASPIRE COLLEGE ACADEMY,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,ASPIRE MONARCH ACADEMY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,ASPIRE TRIUMPH TECHNOLOGY ACADEMY,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,ASSUMPTION,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,AUGUST SCHILLING ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,98.0,-1.0
CA,BASIS INDEPENDENT FREMONT,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,BAY ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,BAY FARM,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,BEACH ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,BELLA VISTA ELEMENTARY,ALAMEDA,KINDERGARTEN,94.0,96.0,2.0
CA,BENTLEY SCHOOL,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,BERKELEY ARTS MAGNET AT WHITTIER,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,BERKELEY ROSE WALDORF SCHOOL,ALAMEDA,KINDERGARTEN,94.0,95.0,1.0
CA,BIRCH GROVE PRIMARY,ALAMEDA,KINDERGARTEN,93.0,92.0,-1.0
CA,BRIDGES @ MELROSE ACADEMY ELEMENTARY,ALAMEDA,KINDERGARTEN,96.0,98.0,2.0
CA,BRIER ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,96.0,-3.0
CA,BROOKVALE ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,BURBANK ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,98.0,-1.0
CA,BURCKHALTER ELEMENTARY,ALAMEDA,KINDERGARTEN,78.0,93.0,15.0
CA,CABRILLO ELEMENTARY,ALAMEDA,KINDERGARTEN,95.0,89.0,-6.0
CA,CALIFORNIA CROSSPOINT ACADEMY,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,CARL B. MUNCK ELEMENTARY,ALAMEDA,KINDERGARTEN,58.0,89.0,31.0
CA,CASTRO VALLEY ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,CHALLENGER SCHOOL - NEWARK,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,CHERRYLAND ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,CLEVELAND ELEMENTARY,ALAMEDA,KINDERGARTEN,97.0,95.0,-2.0
CA,COLONIAL ACRES ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,99.0,1.0
CA,COMMUNITY SCHOOL FOR CREATIVE EDUCATION,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,CONNECTING WATERS CHARTER - EAST BAY,ALAMEDA,KINDERGARTEN,75.0,56.0,-19.0
CA,CORNELL ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,CORVALLIS ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,COTTONWOOD CREEK,ALAMEDA,KINDERGARTEN,99.0,98.0,-1.0
CA,COX ACADEMY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,COYOTE HILLS ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,96.0,-2.0
CA,CRAGMONT ELEMENTARY,ALAMEDA,KINDERGARTEN,97.0,95.0,-2.0
CA,CROCKER HIGHLANDS ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,94.0,-4.0
CA,DAYTON ELEMENTARY,ALAMEDA,KINDERGARTEN,96.0,98.0,2.0
CA,DEL REY ELEMENTARY,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,DELAINE EASTIN ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,DONLON ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,DUBLIN ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,E. M. GRIMMER ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,EAST AVENUE ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,EAST BAY GERMAN INTERNATIONAL SCHOOL,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,EAST OAKLAND PRIDE ELEMENTARY,ALAMEDA,KINDERGARTEN,8.0,79.0,71.0
CA,ECOLE BILINGUE DE BERKELEY,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,EDEN GARDENS ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,EDISON ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,ELDRIDGE ELEMENTARY,ALAMEDA,KINDERGARTEN,95.0,94.0,-1.0
CA,EMMA C. SMITH ELEMENTARY,ALAMEDA,KINDERGARTEN,97.0,99.0,2.0
CA,ENCOMPASS ACADEMY ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,97.0,-1.0
CA,ESCUELA BILINGÜE INTERNACIONAL,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,ESPERANZA ELEMENTARY,ALAMEDA,KINDERGARTEN,82.0,97.0,15.0
CA,FAIRLANDS ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,FAIRVIEW ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,98.0,-1.0
CA,FOREST PARK ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,FRANCOPHONE CHARTER SCHOOL OF OAKLAND,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,FRANK OTIS ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,99.0,1.0
CA,FRED E. WEIBEL ELEMENTARY,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,FRED T. KOREMATSU DISCOVERY ACADEMY ELEMENTARY,ALAMEDA,KINDERGARTEN,83.0,95.0,12.0
CA,FREDERIKSEN ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,FREMONT CHRISTIAN SCHOOL,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,FRUITVALE ELEMENTARY,ALAMEDA,KINDERGARTEN,96.0,98.0,2.0
CA,GLASSBROOK ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,96.0,-2.0
CA,GLENMOOR ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,GLENVIEW ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,99.0,1.0
CA,GLOBAL FAMILY ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,98.0,-1.0
CA,GRANT ELEMENTARY,ALAMEDA,KINDERGARTEN,94.0,98.0,4.0
CA,GRASS VALLEY ELEMENTARY,ALAMEDA,KINDERGARTEN,81.0,78.0,-3.0
CA,GREENLEAF,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,GROWING LIGHT MONTESSORI SCHOOL,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,GUY JR. EMANUELE ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,HALKIN ELEMENTARY,ALAMEDA,KINDERGARTEN,97.0,96.0,-1.0
CA,HARDER ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,99.0,1.0
CA,HAROLD WILLIAM KOLB,ALAMEDA,KINDERGARTEN,99.0,98.0,-1.0
CA,HARVEY GREEN ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,HAVENS ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,99.0,1.0
CA,HAYWARD COLLEGIATE CHARTER,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,HEAD-ROYCE SCHOOL,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,HENRY P. MOHR ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,HESPERIAN ELEMENTARY,ALAMEDA,KINDERGARTEN,95.0,97.0,2.0
CA,HIGHLAND COMMUNITY,ALAMEDA,KINDERGARTEN,97.0,98.0,1.0
CA,HILLCREST,ALAMEDA,KINDERGARTEN,98.0,95.0,-3.0
CA,HILLSIDE ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,HILLVIEW CREST ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,HOLY SPIRIT ELEMENTARY,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,HOOVER ELEMENTARY,ALAMEDA,KINDERGARTEN,72.0,77.0,5.0
CA,HORACE MANN ELEMENTARY,ALAMEDA,KINDERGARTEN,86.0,88.0,2.0
CA,ILM ACADEMY,ALAMEDA,KINDERGARTEN,95.0,95.0,0.0
CA,INDEPENDENT ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,INTERNATIONAL COMMUNITY ELEMENTARY,ALAMEDA,KINDERGARTEN,92.0,98.0,6.0
CA,J. HALEY DURHAM ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,94.0,-5.0
CA,J. M. AMADOR ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,JACKSON AVENUE ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,99.0,1.0
CA,JAMES DOUGHERTY ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,JAMES LEITCH ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,JEFFERSON ELEMENTARY,ALAMEDA,KINDERGARTEN,92.0,95.0,3.0
CA,JENSEN RANCH ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,JOAQUIN MILLER ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,JOE MICHELL,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
CA,JOHN BLACOW ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,JOHN F. KENNEDY ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,JOHN G. MATTOS ELEMENTARY,ALAMEDA,KINDERGARTEN,95.0,93.0,-2.0
CA,JOHN GOMES ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,96.0,-2.0
CA,JOHN GREEN ELEMENTARY,ALAMEDA,KINDERGARTEN,99.0,99.0,0.0
CA,JOHN MUIR ELEMENTARY,ALAMEDA,KINDERGARTEN,95.0,98.0,3.0
CA,JOSEPH AZEVADA ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,95.0,-3.0
CA,JOSHUA CHADBOURNE ELEMENTARY,ALAMEDA,KINDERGARTEN,98.0,95.0,-3.0
CA,JUNCTION K-8,ALAMEDA,KINDERGARTEN,98.0,98.0,0.0
