Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
491302060000.0,School District,AVERILL PARK CENTRAL SCHOOL,,Rensselaer,100.0,All Grades
580404030000.0,School District,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,,Suffolk,100.0,All Grades
332000227460.0,Private School,YESHIVA SHAAREI YOSHER,,Kings,100.0,All Grades
280411030002.0,Public School,RUSHMORE AVENUE SCHOOL,,Nassau,100.0,All Grades
261001060002.0,Public School,WILLIAM C MUNN SCHOOL,,Monroe,99.37,All Grades
500304145050.0,Private School,ST PAUL SCHOOL,,Rockland,100.0,All Grades
321100145413.0,Private School,ST RAYMOND ACADEMY-GIRLS,,Bronx,95.91,All Grades
462001060000.0,School District,PHOENIX CENTRAL SCHOOL,,Oswego,99.81,All Grades
261001060006.0,Public School,TERRY TAYLOR ELEM SCHOOL,,Monroe,99.76,All Grades
240101040000.0,School District,AVON CENTRAL SCHOOL DISTRICT,,Livingston,99.88,All Grades
342800996441.0,Private School,TIEGERMAN WOODSIDE,,Queens,100.0,All Grades
261600860985.0,Charter School,UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN,,Monroe,100.0,All Grades
91101060000.0,School District,PERU CENTRAL SCHOOL,,Clinton,99.92,All Grades
142801060010.0,Public School,WEST SENECA WEST S H S,,Erie,100.0,All Grades
500402226231.0,Private School,YESHIVA OF SPRING VALLEY - GIRLS DIVISION,,Rockland,99.77,All Grades
511101155007.0,Private School,ST JAMES SCHOOL,,St.Lawrence,100.0,All Grades
280100996414.0,Private School,TIEGERMAN ELEMENTARY,,Nassau,100.0,All Grades
491302060005.0,Public School,WEST SAND LAKE ES,,Rensselaer,100.0,All Grades
141604136402.0,Private School,ST FRANCIS H S,,Erie,100.0,All Grades
500301060008.0,Public School,SOUTH ORANGETOWN J H S,,Rockland,100.0,All Grades
170600010000.0,School District,JOHNSTOWN CITY SCHOOLS,,Fulton,99.86,All Grades
500401060000.0,School District,SUFFERN CENTRAL SCHOOLS,,Rockland,99.87,All Grades
131500858427.0,Private School,TABERNACLE CHRISTIAN ACADEMY,,Dutchess,96.97,All Grades
161601040000.0,School District,BRUSHTON-MOIRA CENTRAL SCHOOL,,Franklin,100.0,All Grades
240201040002.0,Public School,CALEDONIA MUMFORD HIGH SCHOOL,,Livingston,100.0,All Grades
660900010011.0,Public School,TRAPHAGEN SCHOOL,,Westchester,98.23,All Grades
650100000000.0,BOCES School,WAYNE-FINGER LAKES BOCES - NEWARK EDUCATION CENTER,,Wayne,100.0,All Grades
161201040001.0,Public School,ST REGIS MOHAWK SCHOOL,,Franklin,100.0,All Grades
353100315791.0,Private School,ST JOHN'S LUTHERAN SCHOOL,,Richmond,97.56,All Grades
629000000000.0,BOCES School,ULSTER BOCES,,Ulster,100.0,All Grades
332200226966.0,Private School,YESHIVA TORAS EMES KAMENITZ,,Kings,100.0,All Grades
420807040000.0,School District,LA FAYETTE CENTRAL SCHOOL,,Onondaga,99.86,All Grades
332100226075.0,Private School,YESHIVAT DARCHEI ERES,,Kings,97.04,All Grades
581005020000.0,School District,SOUTHOLD UNION FREE SCHOOL,,Suffolk,100.0,All Grades
280252070000.0,School District,SEWANHAKA CENTRAL HIGH SCHOOL,,Nassau,99.87,All Grades
321100145253.0,Private School,ST CLARE SCHOOL,,Bronx,98.77,All Grades
260101996451.0,Private School,THE HARLEY SCHOOL,,Monroe,99.05,All Grades
10306060006.0,Public School,SLINGERLANDS ES,,Albany,100.0,All Grades
310600145378.0,Private School,OUR LADY OF LOURDES SCHOOL - NYC,,New York,98.65,All Grades
140709030002.0,Public School,WOODROW WILSON ES,,Erie,100.0,All Grades
440102060004.0,Public School,WASHINGTONVILLE J H S,,Orange,100.0,All Grades
440301060000.0,School District,CORNWALL CENTRAL SCHOOL DISTRICT,,Orange,100.0,All Grades
580906030000.0,School District,SOUTHAMPTON UNION FREE SCHOOL,,Suffolk,98.93,All Grades
31601060041.0,Public School,VESTAL MIDDLE SCHOOL,,Broome,99.76,All Grades
140600999851.0,Private School,UNIVERSAL SCHOOL OF BUFFALO,,Erie,99.5,All Grades
331800438510.0,Private School,EXCELSIOR SEVENTH DAY ADVENTIST,,Kings,97.5,All Grades
220701040003.0,Public School,THOUSAND ISLANDS H S,,Jefferson,100.0,All Grades
280231020000.0,School District,ISLAND PARK UNION FREE SCHOOL,,Nassau,99.24,All Grades
500101060016.0,Public School,STRAWTOWN ELEM SCHOOL,,Rockland,100.0,All Grades
600101060000.0,School District,WAVERLY CENTRAL SCHOOL,,Tioga,99.87,All Grades
571000010000.0,School District,CORNING PAINTED POST AREA SCHOOL DISTRICT,,Steuben,99.98,All Grades
521301060008.0,Public School,MILTON TERRACE NORTH ELEMENTARY SCHOOL,,Saratoga,100.0,All Grades
441600229607.0,Private School,CONGREGATION MESIFTA OHR HATALMUD A.K.A. MESIVTA OHR NAFTOLI,,Orange,100.0,All Grades
580232030004.0,Public School,WILLIAM FLOYD ELEM SCHOOL,,Suffolk,99.48,All Grades
80201040000.0,School District,BAINBRIDGE GUILFORD CENTRAL SCHOOL DISTRICT,,Chenango,99.87,All Grades
420303060008.0,Public School,SMITH ROAD ELEM SCHOOL,,Onondaga,99.46,All Grades
342800125960.0,Private School,ST NICHOLAS-TOLENTINE SCHOOL,,Queens,100.0,All Grades
261401168384.0,Private School,TRINITY MONTESSORI SCHOOL,,Monroe,100.0,All Grades
650801060001.0,Public School,WAYNE CENTRAL ELEMENTARY SCHOOL,,Wayne,100.0,All Grades
510201060000.0,School District,CANTON CENTRAL SCHOOL,,St.Lawrence,99.49,All Grades
131601060013.0,Public School,TITUSVILLE INTERMEDIATE,,Dutchess,100.0,All Grades
541102060004.0,Public School,WILLIAM H GOLDING MS,,Schoharie,99.71,All Grades
120102040000.0,School District,ANDES CENTRAL SCHOOL DISTRICT,,Delaware,100.0,All Grades
280208030000.0,School District,ROOSEVELT UNION FREE SCHOOL,,Nassau,100.0,All Grades
441201148378.0,Private School,THEVENET MONTESSORI SCHOOL (PREK PROGRAM),,Orange,100.0,All Grades
31502185486.0,Private School,ST JAMES SCHOOL,,Broome,100.0,All Grades
441301060007.0,Public School,BEREA ELEM SCHOOL,,Orange,100.0,All Grades
420411060003.0,Public School,MOSES DEWITT ELEM SCHOOL,,Onondaga,100.0,All Grades
660701030000.0,School District,MAMARONECK UNION FREE SCHOOL,,Westchester,69.05,All Grades
280503060000.0,School District,LOCUST VALLEY CENTRAL SCHOOL,,Nassau,99.77,All Grades
412300010000.0,School District,UTICA CITY SCHOOLS,,Oneida,100.0,All Grades
310300997576.0,Private School,YORK PREPARATORY SCHOOL,,New York,100.0,All Grades
680601060001.0,Public School,PENN YAN ACADEMY,,Yates,100.0,All Grades
500402229103.0,Private School,TALMUD TORAH KHAL ADAS YEREIM,,Rockland,98.77,All Grades
671201060000.0,School District,PERRY CENTRAL SCHOOL,,Wyoming,99.72,All Grades
140301030000.0,School District,EAST AURORA UNION FREE SCHOOL,,Erie,100.0,All Grades
561006060001.0,Public School,WATERLOO HIGH SCHOOL,,Seneca,100.0,All Grades
580104030010.0,Public School,LINDENHURST S H S,,Suffolk,100.0,All Grades
650301040000.0,School District,CLYDE-SAVANNAH CENTRAL SCHOOL,,Wayne,100.0,All Grades
580501030000.0,School District,BAY SHORE UNION FREE SCHOOL,,Suffolk,99.77,All Grades
650801060000.0,School District,WAYNE CENTRAL SCHOOL,,Wayne,100.0,All Grades
490926201205.0,Private School,NURSES MIDDLE COLLEGE CHARTER HIGH SCHOOL CAPITAL REGION,,Rensselaer,100.0,All Grades
10623995677.0,Private School,ST COLMAN'S EMOTIONAL HANDICAPPED DR,,Albany,100.0,All Grades
580506030005.0,Public School,HAUPPAUGE MIDDLE SCHOOL,,Suffolk,100.0,All Grades
260401166221.0,Private School,ST PIUS X SCHOOL,,Monroe,100.0,All Grades
121901040003.0,Public School,WALTON MS,,Delaware,100.0,All Grades
342500125902.0,Private School,ST ANDREW AVELLINO SCHOOL,,Queens,99.49,All Grades
590501227506.0,Private School,ZICHRON MOSHE - 99,,Sullivan,100.0,All Grades
170301020001.0,Public School,WHEELERVILLE SCHOOL,,Fulton,100.0,All Grades
261901166223.0,Private School,ST RITAS SCHOOL,,Monroe,100.0,All Grades
500402226168.0,Private School,YESHIVA KINYAN TORAH,,Rockland,100.0,All Grades
412801040002.0,Public School,WESTMORELAND ELEM SCHOOL,,Oneida,99.76,All Grades
460500010011.0,Public School,VOLNEY ELEM SCHOOL,,Oswego,99.65,All Grades
580211060000.0,School District,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,,Suffolk,99.94,All Grades
231101040009.0,Public School,SOUTH LEWIS ELEM,,Lewis,100.0,All Grades
,BOCES School,ULSTER BOCES - CITL @ MT MARION,,Ulster,100.0,All Grades
332200226937.0,Private School,TORAH VODAATH H S,,Kings,100.0,All Grades
140707030000.0,School District,DEPEW UNION FREE SCHOOL,,Erie,100.0,All Grades
420901060005.0,Public School,VAN BUREN ELEMENTARY SCHOOL,,Onondaga,100.0,All Grades
191401040000.0,School District,WINDHAM-ASHLAND CENTRAL SCHOOL,,Greene,100.0,All Grades
580512030013.0,Public School,TWIN PINES ELEMENTARY SCHOOL,,Suffolk,100.0,All Grades
251501040000.0,Public School,STOCKBRIDGE VALLEY CENTRAL SCHOOL,,Madison,100.0,All Grades
160801040001.0,Public School,CHATEAUGAY ELEM-JR H SCHOOL,,Franklin,100.0,All Grades
181101040000.0,School District,OAKFIELD ALABAMA CENTRAL SCHOOL,,Genesee,99.84,All Grades
140203136252.0,Private School,ST MARY'S SCHOOL,,Erie,100.0,All Grades
580211060014.0,Public School,STAGE COACH SCHOOL,,Suffolk,100.0,All Grades
280208030004.0,Public School,WASHINGTON ROSE SCHOOL,,Nassau,100.0,All Grades
310200996541.0,Private School,SPENCE SCHOOL AT 93RD (THE),,New York,100.0,All Grades
353100997022.0,Private School,STATEN ISLAND ACADEMY,,Richmond,99.7,All Grades
500402228423.0,Private School,UNITED TALMUDICAL ACADEMY - GIRLS,,Rockland,97.92,All Grades
310300996043.0,Private School,THE LANG SCHOOL,,New York,100.0,All Grades
310200996749.0,Private School,CHAPIN SCHOOL (THE),,New York,100.0,All Grades
222000010016.0,Public School,WATERTOWN S H S,,Jefferson,99.72,All Grades
310200880425.0,Private School,GILLEN BREWER SCHOOL,,New York,100.0,All Grades
661601030000.0,School District,PELHAM UNION FREE SCHOOL,,Westchester,99.96,All Grades
261600010054.0,Public School,SCHOOL 54 FLOWER CITY SCHOOL (THE),,Monroe,98.96,All Grades
261301060000.0,School District,FAIRPORT CENTRAL SCHOOL,,Monroe,99.88,All Grades
346663611385.0,Private School,Sacred Heart Catholic Academy,,Queens,100.0,All Grades
400301136456.0,Private School,ST PETER SCHOOL,,Niagara,100.0,All Grades
541401040000.0,School District,SHARON SPRINGS CENTRAL SCHOOL,,Schoharie,100.0,All Grades
61501040002.0,Public School,SILVER CREEK MIDDLE SCHOOL,,Chautauqua,100.0,All Grades
280202179356.0,Private School,ST MARTIN DE PORRES MARIANIST SCHOOL,,Nassau,100.0,All Grades
141604060000.0,School District,FRONTIER CENTRAL SCHOOL,,Erie,99.88,All Grades
571000010007.0,Public School,FREDERICK CARDER ELEM SCHOOL,,Steuben,100.0,All Grades
90601020000.0,School District,CHAZY UNION FREE SCHOOL,,Clinton,99.78,All Grades
10100996428.0,Private School,ALBANY ACADEMY - 140,,Albany,100.0,All Grades
332000228254.0,Private School,UNITED TAL ACAD TOR V YIRAH-BORO,,Kings,100.0,All Grades
430501040000.0,School District,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,,Ontario,100.0,All Grades
151001040000.0,School District,NEWCOMB CENTRAL SCHOOL,,Essex,97.67,All Grades
400701326654.0,Private School,ST PETERS LUTHERAN SCHOOL,,Niagara,100.0,All Grades
580902020004.0,Public School,WESTHAMPTON J H S,,Suffolk,100.0,All Grades
251400189608.0,Private School,HOLY CROSS ACADEMY,,Madison,73.58,All Grades
590501226115.0,Private School,YESHIVA ZICHRON MAYIR,,Sullivan,100.0,All Grades
460500010000.0,School District,FULTON CITY SCHOOLS,,Oswego,99.83,All Grades
150901040000.0,School District,MORIAH CENTRAL SCHOOL,,Essex,99.49,All Grades
343000445841.0,Private School,GREATER NEW YORK ACADEMY,,Queens,96.4,All Grades
580232030006.0,Public School,MORICHES ELEM SCHOOL,,Suffolk,99.42,All Grades
310300229306.0,Private School,BEIT RABBAN SCHOOL - 86TH ST,,New York,100.0,All Grades
170901040000.0,School District,NORTHVILLE CENTRAL SCHOOL,,Fulton,100.0,All Grades
490501060003.0,Public School,HOOSICK FALLS J S H S,,Rensselaer,100.0,All Grades
280223030004.0,Public School,WANTAGH SCHOOL,,Nassau,100.0,All Grades
580212060006.0,Public School,LONGWOOD MIDDLE SCHOOL,,Suffolk,100.0,All Grades
400601060000.0,School District,NEWFANE CENTRAL SCHOOL,,Niagara,100.0,All Grades
260501060007.0,Public School,WEST RIDGE SCHOOL,,Monroe,100.0,All Grades
621601996642.0,Private School,MIDDLE WAY SCHOOL,,Ulster,100.0,All Grades
660410020003.0,Public School,ZICCOLELLA MIDDLE SCHOOL,,Westchester,100.0,All Grades
660809030003.0,Public School,PLEASANTVILLE H S,,Westchester,99.81,All Grades
140201136411.0,Private School,ST BENEDICTS SCHOOL,,Erie,100.0,All Grades
22601060005.0,Public School,WELLSVILLE ELEMENTARY SCHOOL,,Allegany,99.79,All Grades
520701040000.0,School District,GALWAY CENTRAL SCHOOL,,Saratoga,99.87,All Grades
580101030000.0,School District,BABYLON UNION FREE SCHOOL,,Suffolk,100.0,All Grades
669000000065.0,BOCES School,SOUTHERN WESTCHESTER BOCES - RYE LAKE UPPER CAMPUS - BLDG 2,,Westchester,100.0,All Grades
461300185528.0,Private School,TRINITY CATHOLIC SCHOOL,,Oswego,100.0,All Grades
10802060000.0,School District,GUILDERLAND CENTRAL SCHOOL DISTRICT,,Albany,99.95,All Grades
310300999133.0,Private School,THE PARKSIDE SCHOOL,,New York,100.0,All Grades
280226030000.0,School District,ISLAND TREES UNION FREE SCHOOL,,Nassau,99.91,All Grades
580401020000.0,School District,ELWOOD UNION FREE SCH,,Suffolk,99.94,All Grades
11200010000.0,School District,WATERVLIET CITY SCHOOL DISTRICT,,Albany,99.65,All Grades
580105030000.0,School District,COPIAGUE UNION FREE SCHOOL,,Suffolk,99.32,All Grades
651402040002.0,Public School,WILLIAMSON S H S,,Wayne,100.0,All Grades
420901805035.0,Private School,WORD OF LIFE CHRISTIAN ACADEMY,,Onondaga,100.0,All Grades
580402060003.0,Public School,WEST SIDE SCHOOL,,Nassau,100.0,All Grades
230901040000.0,School District,LOWVILLE CENTRAL SCHOOL,,Lewis,99.67,All Grades
641001040000.0,School District,HARTFORD CENTRAL SCHOOL,,Washington,100.0,All Grades
262001040000.0,School District,WHEATLAND CHILI CENTRAL SCHOOL,,Monroe,100.0,All Grades
440301997129.0,Private School,STORM KING SCHOOL,,Orange,100.0,All Grades
580906030003.0,Public School,SOUTHAMPTON S H S,,Suffolk,98.93,All Grades
353100629737.0,Private School,MIRAJ ISLAMIC SCHOOL,,Richmond,97.45,All Grades
343000125923.0,Private School,ST FRANCIS OF ASSISI SCHOOL,,Queens,99.19,All Grades
580504030003.0,Public School,SUNRISE DRIVE ELEM SCHOOL,,Suffolk,100.0,All Grades
142601030000.0,School District,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,,Erie,99.79,All Grades
280227030000.0,School District,WEST HEMPSTEAD U F S,,Nassau,99.31,All Grades
450704040000.0,School District,HOLLEY CENTRAL SCHOOL,,Orleans,100.0,All Grades
580902020000.0,School District,WESTHAMPTON BEACH U F S,,Suffolk,99.75,All Grades
331400226464.0,Private School,UNITED TALMUDICAL ACADEMY - 128,,Kings,99.47,All Grades
11003060001.0,Public School,VOORHEESVILLE ES,,Albany,100.0,All Grades
500402060019.0,Public School,LIME KILN ELEM SCHOOL,,Rockland,98.48,All Grades
580503030000.0,School District,EAST ISLIP UNION FREE SCHOOL,,Suffolk,99.82,All Grades
580404179346.0,Private School,TRINITY REG SCH - E NORTHPORT,,Suffolk,100.0,All Grades
280504060006.0,Public School,H B MATTLIN MIDDLE SCHOOL,,Nassau,100.0,All Grades
61700010011.0,Public School,ABRAHAM LINCOLN ELEMENTARY SCHOOL,,Chautauqua,100.0,All Grades
662300997779.0,Private School,WESTCHESTER SCHOOL FOR SPEC CHILDREN,,Westchester,100.0,All Grades
50701999254.0,Private School,PEACHTOWN ES,,Cayuga,100.0,All Grades
522101115719.0,Private School,ST MARY'S CATHOLIC SCHOOL,,Saratoga,100.0,All Grades
500304030005.0,Public School,VALLEY COTTAGE ELEMENTARY SCHOOL,,Rockland,100.0,All Grades
580232030014.0,Public School,WILLIAM FLOYD LEARNING CENTER - Immunization Survey Reporting Only,,Suffolk,100.0,All Grades
660801060006.0,Public School,WESTLAKE H S,,Westchester,99.82,All Grades
280502060010.0,Public School,VILLAGE SCHOOL,,Nassau,100.0,All Grades
270100010003.0,Public School,WILLIAM H BARKLEY MICROSOCIETY MAGNET SCHOOL,,Montgomery,100.0,All Grades
280218175551.0,Private School,ST ANNE'S SCHOOL,,Nassau,100.0,All Grades
662402060002.0,Public School,MILDRED E STRANG MIDDLE SCHOOL,,Westchester,100.0,All Grades
151501060003.0,Public School,TICONDEROGA ELEM SCHOOL (and MS for lead reporting),,Essex,100.0,All Grades
500401226726.0,Private School,MOSDOS SANZ KLAUSENBURG OF MONSEY - HIGHVIEW,,Rockland,100.0,All Grades
580105030002.0,Public School,GREAT NECK ROAD ELEM SCHOOL,,Suffolk,99.77,All Grades
660401030002.0,Public School,W L MORSE SCHOOL,,Westchester,99.76,All Grades
42801060000.0,School District,GOWANDA CENTRAL SCHOOL DISTRICT,,Cattaraugus,99.41,All Grades
60601040002.0,Public School,PINE VALLEY ES,,Chautauqua,100.0,All Grades
431401040000.0,School District,HONEOYE CENTRAL SCHOOL,,Ontario,100.0,All Grades
280502996642.0,Private School,THE CENTER FOR DEVELOPMENTAL DISABILITIES,,Nassau,100.0,All Grades
570401040000.0,School District,BRADFORD CENTRAL SCHOOL,,Schuyler,100.0,All Grades
100902040004.0,Public School,GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL,,Columbia,100.0,All Grades
140203229522.0,Private School,JEWISH HERITAGE DAY SCHOOL,,Erie,100.0,All Grades
31301040000.0,School District,DEPOSIT CENTRAL SCHOOL DISTRICT,,Broome,99.78,All Grades
661301040000.0,School District,NORTH SALEM CENTRAL SCHOOL DISTRICT,,Westchester,100.0,All Grades
491700010000.0,School District,TROY CITY SCHOOLS,,Rensselaer,99.74,All Grades
331400226332.0,Private School,UNITED TALMUDICAL ACADEMY - 75,,Kings,93.56,All Grades
280506177485.0,Private School,ST DOMINIC ELEM SCHOOL,,Nassau,100.0,All Grades
321000145344.0,Private School,ST MARGARET OF CORTONA SCHOOL,,Bronx,86.74,All Grades
580905020000.0,School District,HAMPTON BAYS UNION FREE SCHOOL,,Suffolk,99.95,All Grades
261901999886.0,Private School,WEBSTER MONTESSORI SCHOOL,,Monroe,100.0,All Grades
265447234589.0,Private School,UTA of Kiryas Joel - Kahan,,Orange,100.0,All Grades
500301145260.0,Private School,ST DOMINIC SCHOOL,,Rockland,100.0,All Grades
140801060000.0,School District,CLARENCE CENTRAL SCHOOL,,Erie,98.36,All Grades
31501060013.0,Public School,THOMAS J WATSON SR ES,,Broome,100.0,All Grades
342500997003.0,Private School,WHITESTONE ACADEMY,,Queens,100.0,All Grades
442302201359.0,Private School,ST. THERESE CLASSICAL ACADEMY AND CHESTERTON ACADEMY,,Orange,100.0,All Grades
270701040000.0,School District,FORT PLAIN CENTRAL SCHOOL,,Montgomery,99.68,All Grades
421800010060.0,Public School,SYRACUSE STEM AT BLODGETT,,Onondaga,100.0,All Grades
580513030000.0,School District,CENTRAL ISLIP U F S,,Suffolk,100.0,All Grades
142101040002.0,Public School,AKRON HIGH SCHOOL,,Erie,100.0,All Grades
280206030005.0,Public School,SEAFORD MIDDLE SCHOOL,,Nassau,100.0,All Grades
331400996498.0,Private School,MS LAM MONTESSORI - N5,,Kings,100.0,All Grades
412801040000.0,School District,WESTMORELAND CENTRAL SCHOOL,,Oneida,99.87,All Grades
570101040000.0,School District,ADDISON CENTRAL SCHOOL,,Steuben,99.01,All Grades
580801808242.0,Private School,SMITHTOWN CHRISTIAN SCHOOL,,Suffolk,100.0,All Grades
400301060003.0,Public School,INTERMEDIATE EDUCATION CENTER,,Niagara,100.0,All Grades
280203030010.0,Public School,W TRESPER CLARKE H S,,Nassau,100.0,All Grades
140201060006.0,Public School,WINDERMERE BLVD SCHOOL,,Erie,100.0,All Grades
130801996542.0,Private School,ANDERSON CENTER FOR AUTISM,,Dutchess,100.0,All Grades
580232030012.0,Public School,WILLIAM PACA MIDDLE SCHOOL,,Suffolk,99.72,All Grades
280216020007.0,Public School,STEWART MANOR ELEM SCHOOL,,Nassau,100.0,All Grades
599000000000.0,BOCES School,SULLIVAN BOCES,,Sullivan,100.0,All Grades
22001040001.0,Public School,FILLMORE HIGH SCHOOL,,Allegany,99.81,All Grades
620901060000.0,School District,RONDOUT VALLEY CENTRAL SCHOOL,,Ulster,99.94,All Grades
139000000001.0,BOCES School,DUTCHESS BOCES SALT POINT EDUCATIONAL CENTER,,Dutchess,100.0,All Grades
500402229549.0,Private School,YESHIVA GEDOLAH OF SOUTH MONSEY,,Rockland,100.0,All Grades
140703020000.0,School District,CLEVELAND HILL UNION FREE SCHOOL,,Erie,99.93,All Grades
660404030001.0,Public School,HILLSIDE ELEMENTARY SCHOOL,,Westchester,100.0,All Grades
521401040002.0,Public School,SOUTH GLENS FALLS J H S,,Saratoga,99.84,All Grades
212101040000.0,School District,CENTRAL VALLEY SCHOOL DISTRICT,,Herkimer,99.95,All Grades
62601658579.0,Private School,VALLEY VIEW SCHOOL,,Chautauqua,59.38,All Grades
561006060003.0,Public School,WATERLOO MIDDLE SCHOOL,,Seneca,100.0,All Grades
660802040000.0,School District,POCANTICO HILLS CENTRAL SCHOOL,,Westchester,99.66,All Grades
140702030000.0,School District,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL,,Erie,100.0,All Grades
332000226665.0,Private School,BNOS PEREL,,New York,100.0,All Grades
660302030001.0,Public School,WILLIAM E COTTLE SCHOOL,,Westchester,100.0,All Grades
20601040000.0,School District,ANDOVER CENTRAL SCHOOL DISTRICT,,Allegany,100.0,All Grades
580102030008.0,Public School,WEST BABYLON SENIOR HIGH SCHOOL,,Suffolk,100.0,All Grades
140207136286.0,Private School,ST CHRISTOPHERS SCHOOL,,Erie,100.0,All Grades
40901040000.0,School District,ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,,Cattaraugus,100.0,All Grades
521800010000.0,School District,SARATOGA SPRINGS CITY SCHOOLS,,Saratoga,99.95,All Grades
650801060003.0,Public School,WAYNE SENIOR HIGH SCHOOL,,Wayne,100.0,All Grades
661904030000.0,School District,PORT CHESTER-RYE U F S,,Westchester,100.0,All Grades
660501060000.0,School District,HARRISON CENTRAL SCHOOL,,Westchester,99.92,All Grades
200601040000.0,School District,LAKE PLEASANT CENTRAL SCHOOL,,Hamilton,100.0,All Grades
221301040000.0,School District,LYME CENTRAL SCHOOL,,Jefferson,100.0,All Grades
22302040000.0,School District,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,,Allegany,97.38,All Grades
280214030000.0,School District,HEWLETT WOODMERE PUBLIC SCHOOLS,,Nassau,100.0,All Grades
280221030001.0,Public School,SOUTH SIDE S H S,,Nassau,100.0,All Grades
530301115682.0,Private School,ST KATERI PARISH SCHOOL,,Schenectady,100.0,All Grades
500301060006.0,Public School,WILLIAM O SCHAEFER ELEMENTARY SCHOOL,,Rockland,100.0,All Grades
342400125995.0,Private School,ST STANISLAUS KOSTKA SCHOOL,,Queens,97.19,All Grades
441202226269.0,Private School,UTA OF KIRYAS JOEL - MB,,Orange,100.0,All Grades
500402227455.0,Private School,YESHIVA BETH DAVID,,Rockland,96.99,All Grades
421800010058.0,Public School,THE EXPEDITIONARY LEARNING SCHOOL,,Onondaga,100.0,All Grades
400400010011.0,Public School,LOCKPORT S H S,,Niagara,99.92,All Grades
11200010002.0,Public School,WATERVLIET ES,,Albany,99.65,All Grades
421601060005.0,Public School,SKANEATELES MIDDLE SCHOOL,,Onondaga,100.0,All Grades
640101040000.0,School District,ARGYLE CENTRAL SCHOOL,,Washington,99.78,All Grades
541001040000.0,School District,MIDDLEBURGH CENTRAL SCHOOL,,Schoharie,100.0,All Grades
440401060000.0,School District,PINE BUSH CENTRAL SCHOOL,,Orange,99.84,All Grades
43200050008.0,Public School,WARRIOR ACADEMY,,Cattaraugus,100.0,All Grades
410601979474.0,"Schools, OCFS - 100",TABERG RESIDENTIAL CENTER,,Oneida,100.0,All Grades
660102996431.0,Private School,THE RIPPOWAM CISQUA SCHOOL - UPPER CAMPUS,,Westchester,100.0,All Grades
280502060001.0,Public School,WALT WHITMAN SCHOOL,,Nassau,100.0,All Grades
630300010000.0,School District,GLENS FALLS CITY SCHOOLS,,Warren,99.95,All Grades
170301020000.0,School District,WHEELERVILLE UNION FREE SCHOOL,,Fulton,100.0,All Grades
140301030005.0,Public School,EAST AURORA SHS,,Erie,100.0,All Grades
331400226354.0,Private School,UTA 125,,Kings,96.63,All Grades
421001060001.0,Public School,FAYETTEVILLE ELEM SCHOOL,,Onondaga,99.57,All Grades
411603040000.0,School District,SAUQUOIT VALLEY CENTRAL,,Oneida,100.0,All Grades
161201040005.0,Public School,SALMON RIVER MIDDLE SCHOOL,,Franklin,100.0,All Grades
660409990027.0,Private School,ELMWOOD DAY SCHOOL,,Westchester,100.0,All Grades
146390214150.0,Private School,THE ARC ERIE COUNTY ? GREEN ACHERS PRESCHOOL,,Erie,100.0,All Grades
500402227589.0,Private School,YESHIVA AHAVATH ISRAEL-BNOS VISNITZ (BOYS),,Rockland,99.55,All Grades
580406060009.0,Public School,THOMAS J LAHEY ELEM SCHOOL,,Suffolk,100.0,All Grades
331700997636.0,Private School,THE LEAGUE SCHOOL AND DAY TREATMENT CENTER,,Kings,100.0,All Grades
140600010119.0,Public School,PS 95 WATERFRONT ELEMENTARY SCHOOL,,Erie,98.15,All Grades
101300010000.0,School District,HUDSON CITY SCHOOLS,,Columbia,98.91,All Grades
412300010009.0,Public School,HUGH R JONES SCHOOL,,Oneida,99.74,All Grades
662300145113.0,Private School,ST EUGENE'S,,Westchester,99.38,All Grades
91200010006.0,Public School,PLATTSBURGH SHS,,Clinton,100.0,All Grades
132101060007.0,Public School,VASSAR ROAD ES,,Dutchess,100.0,All Grades
460102040000.0,School District,ALTMAR-PARISH-WILLIAMSTOWN CSD,,Oswego,100.0,All Grades
280401030006.0,Public School,WESTBURY MIDDLE SCHOOL,,Nassau,99.79,All Grades
331400225735.0,Private School,YESHIVA BNOS SPINKA BOYS SCHOOL,,Kings,100.0,All Grades
491700010019.0,Public School,TROY H S,,Rensselaer,99.57,All Grades
280221030002.0,Public School,SOUTH SIDE MIDDLE SCHOOL,,Nassau,100.0,All Grades
530600010024.0,Public School,MOUNT PLEASANT MIDDLE SCHOOL,,Schenectady,89.7,All Grades
140201136433.0,Private School,CHRIST THE KING SCHOOL,,Erie,100.0,All Grades
332200226125.0,Private School,YESHIVA OHR YISRAEL,,Kings,100.0,All Grades
310300996831.0,Private School,STEPHEN GAYNOR SCHOOL,,New York,100.0,All Grades
420101060009.0,Public School,WEST GENESEE S H S,,Onondaga,100.0,All Grades
441202226255.0,Private School,UTA OF KIRYAS JOEL - BAIS RACHEL,,Orange,100.0,All Grades
