Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
,Public,Overlook Full Spanish Immersion School,,Prince George's County,100.00,Kindergarten
,Public,Oxon Hill Elementary School,,Prince George's County,100.00,Kindergarten
,Public,Paint Branch Elementary School,,Prince George's County,100.00,Kindergarten
,Public,Perrywood Elementary School,,Prince George's County,100.00,Kindergarten
,Public,Phyllis E. Williams Spanish Immersion School,,Prince George's County,100.00,Kindergarten
,Public,Pointer Ridge Elementary School,,Prince George's County,100.00,Kindergarten
,Public,Port Towns Elementary,,Prince George's County,91.00,Kindergarten
,Public,Princeton Elementary,,Prince George's County,98.00,Kindergarten
,Public,Ridgecrest Elementary School,,Prince George's County,92.00,Kindergarten
,Private (non-public),Riverdale Baptist School,,Prince George's County,100.00,Kindergarten
,Public,Riverdale Elementary School,,Prince George's County,100.00,Kindergarten
,Public,Robert Frost Elementary School,,Prince George's County,100.00,Kindergarten
,Public,Robert Goddard Montessori,,Prince George's County,100.00,Kindergarten
,Public,Robert R. Gray Elementary School,,Prince George's County,98.00,Kindergarten
,Public,Rockledge Elementary School,,Prince George's County,100.00,Kindergarten
,Public,Rogers Heights Elementary,,Prince George's County,100.00,Kindergarten
,Public,Rosa Parks Elementary ,,Prince George's County,97.00,Kindergarten
,Public,Rosaryville Elementary,,Prince George's County,100.00,Kindergarten
,Public,Rose Valley Elementary School,,Prince George's County,100.00,Kindergarten
,Private (non-public),Saint Ambrose Catholic School,,Prince George's County,100.00,Kindergarten
,Private (non-public),Saint Columba School,,Prince George's County,100.00,Kindergarten
,Public,Samuel Chase Elementary School,,Prince George's County,87.00,Kindergarten
,Public,Samuel P. Massie Academy,,Prince George's County,97.00,Kindergarten
,Public,Scotchtown Hills Elementary,,Prince George's County,100.00,Kindergarten
,Public,Seabrook Elementary School,,Prince George's County,100.00,Kindergarten
,Private (non-public),SHABACH! Christian Academy,,Prince George's County,100.00,Kindergarten
,Private (non-public),Silver Oaks Cooperative School,,Prince George's County,100.00,Kindergarten
,Private (non-public),St. Jerome Academy,,Prince George's County,100.00,Kindergarten
,Private (non-public),St. John the Evangelist Catholic School,,Prince George's County,100.00,Kindergarten
,Private (non-public),St. Mary of the Assumption ,,Prince George's County,90.00,Kindergarten
,Private (non-public),St. Mary of the Mills,,Prince George's County,100.00,Kindergarten
,Private (non-public),St. Mary's Landover Hills,,Prince George's County,100.00,Kindergarten
,Private (non-public),St. Philip the Apostle Catholic School,,Prince George's County,100.00,Kindergarten
,Private (non-public),St. Pius X Regional School ,,Prince George's County,100.00,Kindergarten
,Public,Tayac Elementary School,,Prince George's County,100.00,Kindergarten
,Public,Templeton Elementary School,,Prince George's County,99.00,Kindergarten
,Public,Thomas G Pullen K-8 Creative and Performing Arts School,,Prince George's County,99.00,Kindergarten
,Public,Thomas S Stone Elementary,,Prince George's County,100.00,Kindergarten
,Public,Tulip Grove Elementary School,,Prince George's County,100.00,Kindergarten
,Public,University Park Elementary School,,Prince George's County,100.00,Kindergarten
,Public,Valley View Elementary,,Prince George's County,100.00,Kindergarten
,Public,Vansville Elementary School,,Prince George's County,98.00,Kindergarten
,Public,Waldon Woods Elementary School,,Prince George's County,100.00,Kindergarten
,Public,Whitehall Elementary School,,Prince George's County,100.00,Kindergarten
,Public,William Beanes Elementary,,Prince George's County,100.00,Kindergarten
,Public,William Hall Academy,,Prince George's County,100.00,Kindergarten
,Public,Woodmore Elementary School,,Prince George's County,98.00,Kindergarten
,Public,Woodridge Elementary School,,Prince George's County,100.00,Kindergarten
,Public,Yorktown Elementary School,,Prince George's County,100.00,Kindergarten
,Public,Arnold Elementary School ,,Queen Anne's County,96.00,Kindergarten
,Public,Centreville Elementary School,,Queen Anne's County,100.00,Kindergarten
,Public,Church Hill Elementary School,,Queen Anne's County,100.00,Kindergarten
,Private (non-public),Faith Christian School ,,Queen Anne's County,100.00,Kindergarten
,Public,Grasonville Elementary,,Queen Anne's County,100.00,Kindergarten
,Public,Kent Island Elementary School ,,Queen Anne's County,100.00,Kindergarten
,Private (non-public),Lighthouse Christian Academy,,Queen Anne's County,100.00,Kindergarten
,Public,Matapeake Elementary,,Queen Anne's County,100.00,Kindergarten
,Public,Sudlersville Elementary School,,Queen Anne's County,100.00,Kindergarten
,Public,Carter G. Woodson Elementary School,,Somerset County,100.00,Kindergarten
,Private (non-public),Holly Grove Christian School,,Somerset County,100.00,Kindergarten
,Public,Benjamin Banneker Elementary,,St. Mary's County,100.00,Kindergarten
,Public,Captain Walter Francis Duke Elementary School,,St. Mary's County,100.00,Kindergarten
,Public,Chesapeake Public Charter School ,,St. Mary's County,100.00,Kindergarten
,Public,Dynard Elementary School,,St. Mary's County,100.00,Kindergarten
,Public,Evergreen Elementary,,St. Mary's County,100.00,Kindergarten
,Private (non-public),Father Andrew White,,St. Mary's County,100.00,Kindergarten
,Public,George Washington Carver Elementary,,St. Mary's County,97.00,Kindergarten
,Public,Green Holly Elementary,,St. Mary's County,100.00,Kindergarten
,Public,Greenview Knolls Elementary School ,,St. Mary's County,100.00,Kindergarten
,Public,Hollywood Elementary School,,St. Mary's County,91.00,Kindergarten
,Public,Leonardtown Elementary,,St. Mary's County,100.00,Kindergarten
,Public,Lettie Marshall Dent Elementary School,,St. Mary's County,97.00,Kindergarten
,Public,Lexington Park Elementary School,,St. Mary's County,100.00,Kindergarten
,Private (non-public),Little Flower School,,St. Mary's County,100.00,Kindergarten
,Public,Mechanicsville Elementary,,St. Mary's County,97.00,Kindergarten
,Private (non-public),Mother Catherine Academy,,St. Mary's County,100.00,Kindergarten
,Public,Oakville Elementary School,,St. Mary's County,100.00,Kindergarten
,Public,Park Hall Elementary,,St. Mary's County,100.00,Kindergarten
,Public,Piney Point Elementary School,,St. Mary's County,92.00,Kindergarten
,Public,Ridge Elementary School,,St. Mary's County,100.00,Kindergarten
,Private (non-public),St. John's School,,St. Mary's County,100.00,Kindergarten
,Private (non-public),The King's Christian Academy,,St. Mary's County,100.00,Kindergarten
,Public,Town Creek Elementary School,,St. Mary's County,100.00,Kindergarten
,Public,White Marsh Elementary School,,St. Mary's County,100.00,Kindergarten
,Public,Chapel District Elementary School,,Talbot County,100.00,Kindergarten
,Public,Easton Elementary School,,Talbot County,100.00,Kindergarten
,Public,Saint Michaels Elementary School,,Talbot County,100.00,Kindergarten
,Private (non-public),Saints Peter and Paul School ,,Talbot County,100.00,Kindergarten
,Public,Tilghman Elementary School ,,Talbot County,100.00,Kindergarten
,Public,White Marsh Elementary School,,Talbot County,100.00,Kindergarten
,Public,Bester Elementary ,,Washington County,100.00,Kindergarten
,Public,Boonsboro Elementary,,Washington County,100.00,Kindergarten
,Public,Cascade Elementary,,Washington County,100.00,Kindergarten
,Public,Clear Spring Elementary,,Washington County,100.00,Kindergarten
,Public,Emma K. Doub Elementary,,Washington County,100.00,Kindergarten
,Private (non-public),Emmanuel Christian School,,Washington County,73.00,Kindergarten
,Public,Fountain Rock Elementary ,,Washington County,100.00,Kindergarten
,Public,Fountaindale Elementary School,,Washington County,100.00,Kindergarten
,Private (non-public),Grace Academy,,Washington County,95.00,Kindergarten
,Public,Greenbrier Elementary School,,Washington County,100.00,Kindergarten
,Private (non-public),Hagerstown Children's School,,Washington County,100.00,Kindergarten
,Public,Hancock Elementary,,Washington County,100.00,Kindergarten
,Private (non-public),Heritage Academy,,Washington County,100.00,Kindergarten
,Public,Hickory Elementary School,,Washington County,100.00,Kindergarten
,Public,Jonathan Hager Elementary ,,Washington County,100.00,Kindergarten
,Public,Lincolnshire Elementary,,Washington County,100.00,Kindergarten
,Public,Maugansville Elementary,,Washington County,100.00,Kindergarten
,Private (non-public),Mt. Nebo Christian Learning Center,,Washington County,100.00,Kindergarten
,Public,Old Forge Elementary School,,Washington County,100.00,Kindergarten
,Public,Panbgorn Elementary School ,,Washington County,100.00,Kindergarten
,Public,Paramount Elementary School,,Washington County,97.00,Kindergarten
,Public,Pleasant Valley Elementary ,,Washington County,100.00,Kindergarten
,Public,Potomac Heights Elementary School,,Washington County,100.00,Kindergarten
,Public,Rockland Woods Elementary,,Washington County,100.00,Kindergarten
,Public,Ruth Ann Monroe Primary School,,Washington County,99.00,Kindergarten
,Public,Salem Avenue Elementary,,Washington County,100.00,Kindergarten
,Public,Sharpsburg Elementary ,,Washington County,100.00,Kindergarten
,Public,Smithsburg Elementary,,Washington County,100.00,Kindergarten
,Private (non-public),St. Mary Catholic School,,Washington County,100.00,Kindergarten
,Public,Williamsport Elementary School,,Washington County,97.00,Kindergarten
,Private (non-public),Asbury Child Development Center,,Wicomico County,100.00,Kindergarten
,Public,Beaver Run Elementary School,,Wicomico County,100.00,Kindergarten
,Public,Chipman Elementary School,,Wicomico County,98.00,Kindergarten
,Public,Delmar Elementary,,Wicomico County,100.00,Kindergarten
,Private (non-public),Faith Baptist School,,Wicomico County,92.00,Kindergarten
,Public,Fruitland Primary School,,Wicomico County,100.00,Kindergarten
,Public,Northwestern Elementary School,,Wicomico County,100.00,Kindergarten
,Public,Pemberton Elementary,,Wicomico County,100.00,Kindergarten
,Public,Pinehurst Elementary ,,Wicomico County,97.00,Kindergarten
,Public,Prince Street School,,Wicomico County,100.00,Kindergarten
,Private (non-public),Salisbury Christian School,,Wicomico County,87.00,Kindergarten
,Private (non-public),St. Francis de Sales Catholic School ,,Wicomico County,100.00,Kindergarten
,Private (non-public),The Salisbury School,,Wicomico County,100.00,Kindergarten
,Public,West Salisbury Elementary,,Wicomico County,100.00,Kindergarten
,Public,Westside Primary,,Wicomico County,100.00,Kindergarten
,Public,Willards Elementary School,,Wicomico County,100.00,Kindergarten
,Public,Buckingham Elementary School,,Worcester County,100.00,Kindergarten
,Private (non-public),Most Blessed Sacrament Catholic School,,Worcester County,95.00,Kindergarten
,Public,Ocean City Elementary School,,Worcester County,100.00,Kindergarten
,Public,Pocomoke Elementary,,Worcester County,100.00,Kindergarten
,Private (non-public),Seaside Christian Academy,,Worcester County,100.00,Kindergarten
,Public,Showell Elementary School,,Worcester County,100.00,Kindergarten
,Public,Snow Hill Elementary School,,Worcester County,100.00,Kindergarten
,Private (non-public),Worcester Preparatory School,,Worcester County,100.00,Kindergarten
