Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
9433,Private School,Flatirons Academy,,Adams,82.93,Kindergarten
9433,Private School,Flatirons Academy,,Adams,89.9,All ages
9449,Public School,Landmark Academy At Reunion,,Adams,96.34,Kindergarten
9449,Public School,Landmark Academy At Reunion,,Adams,96.45,All ages
9466,Public School,Legacy High School,,Adams,98.37,All ages
9472,Public School,Leroy Drive Elementary School,,Adams,90.63,Kindergarten
9472,Public School,Leroy Drive Elementary School,,Adams,93.09,All ages
9474,Public School,Lester R Arnold High School,,Adams,99.44,All ages
9487,Private School,Cedarwood Christian Academy,,Adams,100,All ages
9502,Private School,Our Lady Help Of Christians Academy,,Adams,33.33,Kindergarten
9502,Private School,Our Lady Help Of Christians Academy,,Adams,54.78,All ages
9531,Public School,Colorado Sports Leadership Academy,,Adams,100,Kindergarten
9531,Public School,Colorado Sports Leadership Academy,,Adams,99.28,All ages
9535,Public School,Malley Drive Elementary School,,Adams,91.8,Kindergarten
9535,Public School,Malley Drive Elementary School,,Adams,95.47,All ages
9553,Public School,Mapleton Early College High School,,Adams,97.72,All ages
9554,Public School,Mapleton Expeditionary School Of The Arts,,Adams,95.51,All ages
9566,Public School,Mary E Pennock Elementary School,,Adams,87.23,Kindergarten
9566,Public School,Mary E Pennock Elementary School,,Adams,94.44,All ages
9572,Public School,Mc Elwain Elementary School,,Adams,94.74,Kindergarten
9572,Public School,Mc Elwain Elementary School,,Adams,94.43,All ages
9593,Public School,Meridian Elementary School,,Adams,95.45,Kindergarten
9593,Public School,Meridian Elementary School,,Adams,97.41,All ages
9601,Public School,Mesa Elementary School,,Adams,97.87,Kindergarten
9601,Public School,Mesa Elementary School,,Adams,100,All ages
9622,Public School,Monaco Elementary School,,Adams,89.13,Kindergarten
9622,Public School,Monaco Elementary School,,Adams,96.2,All ages
9633,Public School,Monterey Community School,,Adams,91.3,Kindergarten
9633,Public School,Monterey Community School,,Adams,96.04,All ages
9657,Public School,Mountain Range High School,,Adams,97.86,All ages
9692,Public School,New Legacy Charter School,,Adams,94.9,All ages
9713,Public School,North Mor Elementary School,,Adams,97.56,Kindergarten
9713,Public School,North Mor Elementary School,,Adams,97.89,All ages
9717,Public School,North Star Elementary School,,Adams,95,Kindergarten
9717,Public School,North Star Elementary School,,Adams,97.84,All ages
9719,Public School,North Valley School For Young Adults,,Adams,97.09,All ages
9720,Public School,Northeast Elementary School,,Adams,94.81,Kindergarten
9720,Public School,Northeast Elementary School,,Adams,95.19,All ages
9723,Public School,Northglenn High School,,Adams,98.41,All ages
9724,Public School,Northglenn Middle School,,Adams,96.43,All ages
9752,Public School,Otho E Stuart Middle School,,Adams,97.01,All ages
9759,Public School,Overland Trail Middle School,,Adams,97.72,All ages
9777,Public School,Park Lane Elementary School,,Adams,53.19,Kindergarten
9777,Public School,Park Lane Elementary School,,Adams,80.04,All ages
9787,Public School,Pathways Future Center,,Adams,97.08,All ages
9858,Public School,Prairie Creeks Charter School,,Adams,92.59,All ages
9863,Public School,Prairie Hills Elementary School,,Adams,97.92,Kindergarten
9863,Public School,Prairie Hills Elementary School,,Adams,97.6,All ages
9868,Public School,Prairie View High School,,Adams,98.03,All ages
9869,Public School,Prairie View Middle School,,Adams,94.66,All ages
9882,Public School,Prospect Ridge Academy,,Adams,96.59,Kindergarten
9882,Public School,Prospect Ridge Academy,,Adams,96.12,All ages
9939,Public School,Riverdale Elementary School,,Adams,97.96,Kindergarten
9939,Public School,Riverdale Elementary School,,Adams,96.75,All ages
9956,Public School,Rocky Mountain Elementary School,,Adams,97.14,Kindergarten
9956,Public School,Rocky Mountain Elementary School,,Adams,95.55,All ages
9964,Public School,Rocky Top Middle School,,Adams,97.74,All ages
9972,Public School,Rose Hill Elementary School,,Adams,100,Kindergarten
9972,Public School,Rose Hill Elementary School,,Adams,98.56,All ages
10017,Public School,Second Creek Elementary School,,Adams,93.2,Kindergarten
10017,Public School,Second Creek Elementary School,,Adams,94.42,All ages
10024,Public School,Shadow Ridge Middle School,,Adams,97.17,All ages
10026,Public School,Shaw Heights Middle School,,Adams,99.76,All ages
10036,Public School,Sherrelwood Elementary School,,Adams,94.59,Kindergarten
10036,Public School,Sherrelwood Elementary School,,Adams,98.49,All ages
10044,Public School,Silver Creek Elementary School,,Adams,97.33,Kindergarten
10044,Public School,Silver Creek Elementary School,,Adams,96.88,All ages
10046,Public School,Silver Hills Middle School,,Adams,97.55,All ages
10061,Public School,Orchard Park Academy,,Adams,95.83,Kindergarten
10061,Public School,Orchard Park Academy,,Adams,96,All ages
10064,Public School,Skyview Elementary School,,Adams,96.3,Kindergarten
10064,Public School,Skyview Elementary School,,Adams,97.21,All ages
10081,Public School,South Elementary School,,Adams,90.48,Kindergarten
10081,Public School,South Elementary School,,Adams,97.11,All ages
10094,Public School,Southeast Elementary School,,Adams,85.37,Kindergarten
10094,Public School,Southeast Elementary School,,Adams,91.86,All ages
10132,Public School,Stargate Charter School,,Adams,96.84,Kindergarten
10132,Public School,Stargate Charter School,,Adams,98.37,All ages
10140,Public School,Stellar Elementary School,,Adams,96.88,Kindergarten
10140,Public School,Stellar Elementary School,,Adams,95.87,All ages
10141,Public School,Stem Lab,,Adams,97.22,Kindergarten
10141,Public School,Stem Lab,,Adams,96.79,All ages
10142,Public School,Stem Launch,,Adams,95.45,Kindergarten
10142,Public School,Stem Launch,,Adams,98.12,All ages
10155,Public School,Strasburg Elementary School,,Adams,94.44,Kindergarten
10155,Public School,Strasburg Elementary School,,Adams,96.86,All ages
10156,Public School,Strasburg High School,,Adams,98.92,All ages
10176,Public School,Stukey Elementary School,,Adams,82.98,Kindergarten
10176,Public School,Stukey Elementary School,,Adams,92.57,All ages
10192,Public School,Sunset Ridge Elementary School,,Adams,96.77,Kindergarten
10192,Public School,Sunset Ridge Elementary School,,Adams,97.56,All ages
10204,Public School,Tarver Elementary School,,Adams,98.11,Kindergarten
10204,Public School,Tarver Elementary School,,Adams,94.86,All ages
10214,Public School,Tennyson Knolls Preparatory School,,Adams,93.02,Kindergarten
10214,Public School,Tennyson Knolls Preparatory School,,Adams,95.51,All ages
10223,Public School,The International School At Thornton Middle School,,Adams,94.85,All ages
10230,Public School,The Studio School,,Adams,90.91,Kindergarten
10230,Public School,The Studio School,,Adams,94.12,All ages
10240,Public School,Thornton Elementary School,,Adams,82.22,Kindergarten
10240,Public School,Thornton Elementary School,,Adams,91.82,All ages
10241,Public School,Thornton High School,,Adams,95.09,All ages
10266,Public School,Turnberry Elementary,,Adams,99.13,Kindergarten
10266,Public School,Turnberry Elementary,,Adams,97.48,All ages
10290,Public School,Valley View Innovation School K-2,,Adams,96.97,Kindergarten
10290,Public School,Valley View Innovation School K-2,,Adams,95.24,All ages
10298,Public School,Vantage Point,,Adams,97.97,All ages
10304,Public School,Victory Preparatory Academy High State Charter School,,Adams,99.29,All ages
10305,Public School,Victory Preparatory Academy Middle State Charter School,,Adams,99.4,All ages
10306,Public School,Vikan Middle School,,Adams,96.56,All ages
10358,Public School,West Ridge Elementary,,Adams,91,Kindergarten
10358,Public School,West Ridge Elementary,,Adams,96.11,All ages
10362,Public School,Westgate Community School,,Adams,90,Kindergarten
10362,Public School,Westgate Community School,,Adams,95.43,All ages
10364,Public School,Westlake Middle School,,Adams,98.02,All ages
10365,Public School,Westminster Academy For International Studies,,Adams,100,Kindergarten
10365,Public School,Westminster Academy For International Studies,,Adams,97.78,All ages
10366,Public School,Westminster High School,,Adams,99.08,All ages
10369,Public School,Westview Elementary School,,Adams,93.55,Kindergarten
10369,Public School,Westview Elementary School,,Adams,95.76,All ages
10380,Public School,Academy High School,,Adams,96.59,All ages
10382,Public School,Academy Of Charter Schools,,Adams,83.46,Kindergarten
10382,Public School,Academy Of Charter Schools,,Adams,66.76,All ages
10388,Public School,Achieve Academy,,Adams,85,Kindergarten
10388,Public School,Achieve Academy,,Adams,95.49,All ages
10390,Public School,Adams City High School,,Adams,96.27,All ages
10391,Public School,Adams City Middle School,,Adams,97,All ages
10395,Public School,Adventure Elementary,,Adams,94.64,Kindergarten
10395,Public School,Adventure Elementary,,Adams,95.51,All ages
10409,Public School,Alsup Elementary School,,Adams,83.54,Kindergarten
10409,Public School,Alsup Elementary School,,Adams,89.91,All ages
10430,Public School,Arapahoe Ridge Elementary School,,Adams,94.29,Kindergarten
10430,Public School,Arapahoe Ridge Elementary School,,Adams,95.27,All ages
10454,Private School,Assumption Catholic School,,Adams,100,Kindergarten
10454,Private School,Assumption Catholic School,,Adams,100,All ages
10500,Public School,Belle Creek Charter School,,Adams,86.21,Kindergarten
10500,Public School,Belle Creek Charter School,,Adams,94.15,All ages
10507,Public School,Bennett Elementary School,,Adams,93.75,Kindergarten
10507,Public School,Bennett Elementary School,,Adams,93.17,All ages
10509,Public School,Bennett High School,,Adams,97.42,All ages
10510,Public School,Bennett Middle School,,Adams,98.32,All ages
10555,Public School,Brantner Elementary School,,Adams,95.18,Kindergarten
10555,Public School,Brantner Elementary School,,Adams,96.8,All ages
10564,Public School,Brighton High School,,Adams,97.49,All ages
10569,Public School,Bromley East Charter School,,Adams,96.61,Kindergarten
10569,Public School,Bromley East Charter School,,Adams,97.18,All ages
10642,Public School,Centennial Elementary School,,Adams,100,Kindergarten
10642,Public School,Centennial Elementary School,,Adams,97.76,All ages
10654,Public School,Central Elementary School,,Adams,93.48,Kindergarten
10654,Public School,Central Elementary School,,Adams,97.1,All ages
10658,Public School,Century Middle School,,Adams,98.55,All ages
10678,Public School,Cherry Drive Elementary School,,Adams,97.62,Kindergarten
10678,Public School,Cherry Drive Elementary School,,Adams,97.47,All ages
10695,Public School,Metropolitan Arts Academy,,Adams,95.83,Kindergarten
10695,Public School,Metropolitan Arts Academy,,Adams,98.63,All ages
10697,Public School,Clayton Partnership School,,Adams,94.29,Kindergarten
10697,Public School,Clayton Partnership School,,Adams,97.25,All ages
10703,Public School,Clyde Miller K-8,,Adams,76.47,Kindergarten
10703,Public School,Clyde Miller K-8,,Adams,93.78,All ages
10727,Public School,Colorado Stem Academy,,Adams,94.59,Kindergarten
10727,Public School,Colorado Stem Academy,,Adams,97.04,All ages
10745,Public School,Community Leadership Academy,,Adams,97.62,Kindergarten
10745,Public School,Community Leadership Academy,,Adams,98.56,All ages
10762,Public School,Coronado Hills Elementary School,,Adams,97.14,Kindergarten
10762,Public School,Coronado Hills Elementary School,,Adams,97.48,All ages
10769,Public School,Cotton Creek Elementary School,,Adams,94.59,Kindergarten
10769,Public School,Cotton Creek Elementary School,,Adams,96.36,All ages
10777,Public School,Coyote Ridge Elementary School,,Adams,96.72,Kindergarten
10777,Public School,Coyote Ridge Elementary School,,Adams,97.11,All ages
10795,Private School,Crossroads Middle School,,Adams,100,All ages
10799,Public School,Crown Pointe Charter Academy,,Adams,100,Kindergarten
10799,Public School,Crown Pointe Charter Academy,,Adams,97.98,All ages
10884,Public School,Dupont Elementary School,,Adams,92.54,Kindergarten
10884,Public School,Dupont Elementary School,,Adams,90.03,All ages
10894,Public School,Eagle Ridge Academy,,Adams,97.83,All ages
10902,Public School,Eagleview Elementary School,,Adams,93.75,Kindergarten
10902,Public School,Eagleview Elementary School,,Adams,95.95,All ages
10906,Public School,Early College Of Arvada,,Adams,92.02,All ages
10980,Public School,Fairview Elementary School,,Adams,89.13,Kindergarten
10980,Public School,Fairview Elementary School,,Adams,91.55,All ages
10994,Public School,Federal Heights Elementary School,,Adams,86.89,Kindergarten
10994,Public School,Federal Heights Elementary School,,Adams,93.09,All ages
11012,Public School,Flynn Elementary School,,Adams,100,Kindergarten
11012,Public School,Flynn Elementary School,,Adams,97.45,All ages
11027,Public School,Foundations Academy,,Adams,81.82,Kindergarten
11027,Public School,Foundations Academy,,Adams,94.74,All ages
11088,Public School,Glacier Peak Elementary School,,Adams,94.92,Kindergarten
11088,Public School,Glacier Peak Elementary School,,Adams,98,All ages
11093,Public School,Global Leadership Academy,,Adams,98.64,All ages
11098,Public School,Global Village Academy-Northglenn,,Adams,86.44,Kindergarten
11098,Public School,Global Village Academy-Northglenn,,Adams,92.1,All ages
11139,Private School,Guardian Angels School,,Adams,100,Kindergarten
11139,Private School,Guardian Angels School,,Adams,100,All ages
11156,Public School,Harris Park Elementary School,,Adams,97.3,Kindergarten
11156,Public School,Harris Park Elementary School,,Adams,97.99,All ages
11169,Public School,Hemphill Middle School,,Adams,98.02,All ages
11170,Public School,Henderson Elementary School,,Adams,91.84,Kindergarten
11170,Public School,Henderson Elementary School,,Adams,94.63,All ages
11181,Public School,Hidden Lake High School,,Adams,98.8,All ages
11186,Public School,High Point Academy,,Adams,85.19,Kindergarten
11186,Public School,High Point Academy,,Adams,97.5,All ages
11201,Public School,Hillcrest Elementary School,,Adams,92.16,Kindergarten
11201,Public School,Hillcrest Elementary School,,Adams,97.18,All ages
11215,Private School,Blessed Miguel Pro Catholic Academy,,Adams,92.31,Kindergarten
11215,Private School,Blessed Miguel Pro Catholic Academy,,Adams,98.58,All ages
11231,Public School,Horizon High School,,Adams,98.99,All ages
11240,Public School,Hulstrom Options K-8 School,,Adams,96.92,Kindergarten
11240,Public School,Hulstrom Options K-8 School,,Adams,97.4,All ages
11241,Public School,Hunters Glen Elementary School,,Adams,90.77,Kindergarten
11241,Public School,Hunters Glen Elementary School,,Adams,96.25,All ages
11256,Private School,Independence Academy,,Adams,93.1,All ages
11262,Private School,Instructional Services Center,,Adams,100,Kindergarten
11262,Private School,Instructional Services Center,,Adams,100,All ages
11297,Public School,John W Thimmig Elementary School,,Adams,96.72,Kindergarten
11297,Public School,John W Thimmig Elementary School,,Adams,96.37,All ages
11303,Public School,Josephine Hodgkins Elementary School,,Adams,93.75,Kindergarten
11303,Public School,Josephine Hodgkins Elementary School,,Adams,94.64,All ages
11315,Public School,Kearney Middle School,,Adams,96.75,All ages
11317,Public School,Kemp Elementary School,,Adams,93.94,Kindergarten
11317,Public School,Kemp Elementary School,,Adams,96.74,All ages
11363,Public School,Woodglen Elementary School,,Adams,98.08,Kindergarten
11363,Public School,Woodglen Elementary School,,Adams,95.44,All ages
11378,Public School,York International,,Adams,95.83,Kindergarten
11378,Public School,York International,,Adams,98.69,All ages
11384,Private School,Zion Lutheran School,,Adams,100,Kindergarten
11384,Private School,Zion Lutheran School,,Adams,94.03,All ages
11481,Private School,Rocky Mountain Lutheran High School,,Adams,94.74,All ages
11482,Private School,Brighton Adventist Academy,,Adams,80,Kindergarten
11482,Private School,Brighton Adventist Academy,,Adams,89.36,All ages
11483,Private School,Elmwood Baptist School,,Adams,32.26,Kindergarten
11483,Private School,Elmwood Baptist School,,Adams,30.3,All ages
11505,Private School,Belleview Christian School,,Adams,100,Kindergarten
11505,Private School,Belleview Christian School,,Adams,89.79,All ages
11535,Child Care/Preschool,Stars Early Learning Center,,Adams,100,Child Care/Preschool
11541,Child Care/Preschool,Step By Step Child Development Center,,Adams,89.69,Child Care/Preschool
11558,Child Care/Preschool,Strasburg Elementary Preschool,,Adams,94.32,Child Care/Preschool
11578,Child Care/Preschool,Sunset Ridge Elementary Preschool,,Adams,100,Child Care/Preschool
11601,Child Care/Preschool,Tennyson Knolls Preparatory Preschool,,Adams,88.24,Child Care/Preschool
11605,Child Care/Preschool,The Academy Ece Of Westminster,,Adams,100,Child Care/Preschool
11606,Child Care/Preschool,The Academy Pre-k,,Adams,100,Child Care/Preschool
11646,Child Care/Preschool,The Goddard School of Westminster,,Adams,87.5,Child Care/Preschool
11695,Child Care/Preschool,Thornton Elementary Preschool,,Adams,100,Child Care/Preschool
11708,Child Care/Preschool,Tiny Tots And Tumblers Preschool,,Adams,100,Child Care/Preschool
11797,Child Care/Preschool,Westminster Academy for International Studies - Preschool,,Adams,100,Child Care/Preschool
11798,Child Care/Preschool,Thomas Learning Centers - Westminster Learning Center,,Adams,94.83,Child Care/Preschool
11799,Child Care/Preschool,Westminster Swim & Fitness Center Preschool,,Adams,100,Child Care/Preschool
11803,Child Care/Preschool,Westview Elementary Preschool,,Adams,97.06,Child Care/Preschool
11808,Child Care/Preschool,Brantner Elementary Preschool,,Adams,94.83,Child Care/Preschool
11809,Child Care/Preschool,4 Seasons Early Learning Center,,Adams,100,Child Care/Preschool
11816,Child Care/Preschool,A Child's Touch,,Adams,89.02,Child Care/Preschool
11816,Child Care/Preschool,A Child's Touch,,Adams,90,Kindergarten
11840,Child Care/Preschool,Adams 12 Five Star Schools Riverdale Preschool,,Adams,95.16,Child Care/Preschool
11842,Child Care/Preschool,Harris Park Elementary Preschool,,Adams,94.44,Child Care/Preschool
11843,Child Care/Preschool,Creekside Head Start,,Adams,96.88,Child Care/Preschool
11844,Child Care/Preschool,Rainbow Head Start,,Adams,100,Child Care/Preschool
11845,Child Care/Preschool,Mesa Elementary Preschool,,Adams,92.31,Child Care/Preschool
11846,Child Care/Preschool,Sunshine Head Start,,Adams,100,Child Care/Preschool
11847,Child Care/Preschool,North Mor Elementary Preschool,,Adams,100,Child Care/Preschool
11866,Child Care/Preschool,Altura Elementary Preschool,,Adams,95.74,Child Care/Preschool
11896,Child Care/Preschool,Assumption Catholic Preschool,,Adams,100,Child Care/Preschool
11925,Child Care/Preschool,Belleview Christian Child Care Center,,Adams,84.42,Child Care/Preschool
11929,Child Care/Preschool,Bennett School District 29J Preschool,,Adams,95.24,Child Care/Preschool
11980,Child Care/Preschool,Bright Horizons At The Ranch Reserve Llc,,Adams,100,Child Care/Preschool
11986,Child Care/Preschool,Bright Horizons Early Childhood Education,,Adams,97.44,Child Care/Preschool
11996,Child Care/Preschool,Adams County Head Start - Brighton Head Start,,Adams,93.75,Child Care/Preschool
12011,Child Care/Preschool,Bundles Of Babies,,Adams,100,Child Care/Preschool
12012,Child Care/Preschool,Bundles Of Babies II,,Adams,100,Child Care/Preschool
12150,Child Care/Preschool,City Of Northglenn Tiny Tots Teeny Tots,,Adams,96.08,Child Care/Preschool
12158,Child Care/Preschool,Clyde Miller Elementary Preschool,,Adams,100,Child Care/Preschool
12187,Child Care/Preschool,Coronado Hills Tyke Preschool,,Adams,95.74,Child Care/Preschool
12203,Child Care/Preschool,Crawford Elementary Preschool,,Adams,97.73,Child Care/Preschool
12208,Child Care/Preschool,Creative Learning Preschool,,Adams,100,Child Care/Preschool
12265,Child Care/Preschool,Dottie's Daycare And Preschool Christian Center,,Adams,97.78,Child Care/Preschool
12408,Child Care/Preschool,Early Childhood Center At Gregory Hill,,Adams,98.84,Child Care/Preschool
12447,Child Care/Preschool,Eastlake Montessori Preschool,,Adams,95.24,Child Care/Preschool
12447,Child Care/Preschool,Eastlake Montessori Preschool,,Adams,100,Kindergarten
12489,Child Care/Preschool,Preschool on Poze,,Adams,95.36,Child Care/Preschool
12493,Child Care/Preschool,Early Learning Center at F.M. Day,,Adams,97.37,Child Care/Preschool
12494,Child Care/Preschool,Fairview Elementary,,Adams,97.56,Child Care/Preschool
12533,Child Care/Preschool,Fitzsimons Early Learning Center,,Adams,99.44,Child Care/Preschool
12540,Child Care/Preschool,Flynn Elementary Preschool,,Adams,93.94,Child Care/Preschool
12589,Child Care/Preschool,Global Primary Academy Preschool,,Adams,100,Child Care/Preschool
12597,Child Care/Preschool,The Goddard School of Thornton,,Adams,99.29,Child Care/Preschool
12660,Child Care/Preschool,High Point Academy Preschool,,Adams,94.55,Child Care/Preschool
12675,Child Care/Preschool,Josephine Hodgkins Elementary Preschool,,Adams,100,Child Care/Preschool
12685,Child Care/Preschool,Blessed Miguel Pro Catholic Preschool,,Adams,100,Child Care/Preschool
12695,Child Care/Preschool,Hope Montessori Academy - 4401 Main Street,,Adams,99.27,Child Care/Preschool
12696,Child Care/Preschool,Hope Montessori Academy - 12121 Pennsylvania Street,,Adams,71.28,Child Care/Preschool
12697,Child Care/Preschool,Hope Montessori Academy - 12290 Pennsylvania Street,,Adams,95.74,Child Care/Preschool
12702,Child Care/Preschool,Hunters Glen Preschool,,Adams,95.45,Child Care/Preschool
12762,Child Care/Preschool,Kemp Elementary Preschool,,Adams,94.12,Child Care/Preschool
12851,Child Care/Preschool,La Petite Academy of Thornton,,Adams,90.24,Child Care/Preschool
12903,Child Care/Preschool,Little Boots Early Learning Center,,Adams,100,Child Care/Preschool
12909,Child Care/Preschool,Little Giants Learning Center,,Adams,100,Child Care/Preschool
12917,Child Care/Preschool,Little Lights Christian Early Learning Center,,Adams,89.66,Child Care/Preschool
12948,Child Care/Preschool,Little Village Christian Day Care,,Adams,100,Child Care/Preschool
12963,Child Care/Preschool,Lord Of Life Preschool,,Adams,100,Child Care/Preschool
12978,Child Care/Preschool,Malley Drive Elementary Preschool,,Adams,90.91,Child Care/Preschool
12986,Child Care/Preschool,Margaret W. Carpenter Recreation Center,,Adams,98.15,Child Care/Preschool
12997,Child Care/Preschool,Meadow Lark Montessori School,,Adams,100,Child Care/Preschool
12997,Child Care/Preschool,Meadow Lark Montessori School,,Adams,100,Kindergarten
13058,Child Care/Preschool,Montview Elementary Preschool,,Adams,100,Child Care/Preschool
13104,Child Care/Preschool,New Legacy Early Learning Center,,Adams,98.04,Child Care/Preschool
13117,Child Care/Preschool,North Star Elementary Preschool,,Adams,96.67,Child Care/Preschool
13141,Child Care/Preschool,Woodglen Elementary Preschool,,Adams,96.61,Child Care/Preschool
13163,Child Care/Preschool,OPENair Academy,,Adams,100,Child Care/Preschool
13171,Child Care/Preschool,Zion Lutheran School,,Adams,89.55,Child Care/Preschool
13173,Child Care/Preschool,Northglenn United Methodist Preschool,,Adams,96.88,Child Care/Preschool
13175,Child Care/Preschool,Northside Christian Daycare Center,,Adams,100,Child Care/Preschool
13223,Child Care/Preschool,Parklane Elementary Preschool,,Adams,87.5,Child Care/Preschool
13298,Child Care/Preschool,Primrose School At Reunion,,Adams,99.32,Child Care/Preschool
13317,Child Care/Preschool,Primrose School Of Thornton,,Adams,97.87,Child Care/Preschool
13401,Child Care/Preschool,Rocky Mountain Prep - Fletcher Campus,,Adams,96.23,Child Care/Preschool
13409,Child Care/Preschool,Rose Hill Preschool,,Adams,100,Child Care/Preschool
13434,Child Care/Preschool,Sanville Preschool,,Adams,100,Child Care/Preschool
13438,Child Care/Preschool,Tarver Elementary Preschool,,Adams,97.4,Child Care/Preschool
13439,Child Care/Preschool,27J Preschool - Brighton Learning And Resource Center,,Adams,97.06,Child Care/Preschool
13441,Child Care/Preschool,Second Creek Elementary Preschool,,Adams,89.66,Child Care/Preschool
13442,Child Care/Preschool,Turnberry Elementary Preschool,,Adams,92.06,Child Care/Preschool
13444,Child Care/Preschool,Henderson Elementary Preschool,,Adams,98.04,Child Care/Preschool
13446,Child Care/Preschool,Thimmig Elementary Preschool,,Adams,100,Child Care/Preschool
13451,Child Care/Preschool,Serendipity Preschool,,Adams,100,Child Care/Preschool
13468,Child Care/Preschool,Sherrel Wood Elementary,,Adams,100,Child Care/Preschool
13480,Child Care/Preschool,Orchard Park Academy Preschool,,Adams,100,Child Care/Preschool
13526,Public School,Reunion Elementary,,Adams,93.14,Kindergarten
13526,Public School,Reunion Elementary,,Adams,97.05,All ages
13527,Child Care/Preschool,Reunion Preschool,,Adams,100,Child Care/Preschool
13537,Private School,Frassati Catholic Academy,,Adams,92.68,Kindergarten
13537,Private School,Frassati Catholic Academy,,Adams,96.63,All ages
13541,Child Care/Preschool,Metropolitan Arts Academy Preschool,,Adams,100,Child Care/Preschool
13557,Child Care/Preschool,Northeast Elementary Preschool,,Adams,96.15,Child Care/Preschool
13562,Child Care/Preschool,Pennock Elementary Preschool,,Adams,98.41,Child Care/Preschool
13598,Child Care/Preschool,Frassati Catholic Academy Preschool,,Adams,100,Child Care/Preschool
13599,Child Care/Preschool,Federal Heights Preschool,,Adams,100,Child Care/Preschool
13609,Child Care/Preschool,The Learning Experience - Brighton,,Adams,95.56,Child Care/Preschool
13612,Child Care/Preschool,South Elementary Preschool,,Adams,100,Child Care/Preschool
13745,Child Care/Preschool,Purple Moon Early Learning Center,,Adams,100,Child Care/Preschool
13749,Child Care/Preschool,The Goddard School - Commerce City,,Adams,99.3,Child Care/Preschool
13752,Child Care/Preschool,27J Preschool - Southeast Elementary,,Adams,92.86,Child Care/Preschool
13755,Child Care/Preschool,Cherry Drive Preschool,,Adams,97.47,Child Care/Preschool
13781,Public School,Roger Quist Middle School,,Adams,97.97,All ages
13787,Public School,Riverdale Ridge High School,,Adams,98.09,All ages
13826,Public School,Innovations and Options ,,Adams,97.01,All ages
14142,Public School,Trailside Academy,,Adams,94.74,Kindergarten
14142,Public School,Trailside Academy,,Adams,96.17,All ages
14143,Child Care/Preschool,Trailside Academy Preschool,,Adams,95,Child Care/Preschool
14147,Child Care/Preschool,Compositive Primary Preschool,,Adams,96.15,Child Care/Preschool
14148,Child Care/Preschool,The Learning Experience - Reunion,,Adams,92.86,Child Care/Preschool
14150,Child Care/Preschool,STEM Lab Preschool,,Adams,92.59,Child Care/Preschool
14256,Public School,Global Intermediate Academy,,Adams,99.43,All ages
14257,Public School,Global Primary Academy,,Adams,98.11,Kindergarten
14257,Public School,Global Primary Academy,,Adams,96.76,All ages
14303,Private School,Compositive Primary,,Adams,100,Kindergarten
14303,Private School,Compositive Primary,,Adams,100,All ages
14319,Child Care/Preschool,A New Generation III,,Adams,94.29,Child Care/Preschool
14322,Child Care/Preschool,Colorado Stem Academy Preschool,,Adams,100,Child Care/Preschool
14384,Child Care/Preschool,City of Thornton Trail Winds Recreation Center Preschool,,Adams,93.62,Child Care/Preschool
14411,Public School,Mapleton Online,,Adams,84.04,All ages
14462,Child Care/Preschool,Northglenn Head Start,,Adams,95.83,Child Care/Preschool
14464,Public School,Padilla Elementary School,,Adams,95.7,Kindergarten
14464,Public School,Padilla Elementary School,,Adams,97.26,All ages
14466,Public School,Bennett Intermediate School,,Adams,98.24,All ages
14479,Public School,The STEAD School,,Adams,96.48,All ages
14499,Child Care/Preschool,Alsup Elementary Preschool,,Adams,100,Child Care/Preschool
14501,Child Care/Preschool,Colorado Sports Leadership Academy Preschool,,Adams,100,Child Care/Preschool
14553,Child Care/Preschool,Padilla Elementary Preschool,,Adams,96.61,Child Care/Preschool
14554,Child Care/Preschool,Dupont Elementary Preschool,,Adams,98.28,Child Care/Preschool
14666,Public School,Five Star Online Academy,,Adams,97.03,All ages
14670,Public School,Southlawn Elementary School,,Adams,93.1,Kindergarten
14670,Public School,Southlawn Elementary School,,Adams,95.13,All ages
14675,Public School,Performing Arts School on Broadway,,Adams,97.2,All ages
14692,Child Care/Preschool,Valley View Innovation School Preschool,,Adams,94.12,Child Care/Preschool
14731,Child Care/Preschool,Southlawn Elementary Preschool 27J,,Adams,97.8,Child Care/Preschool
14753,Child Care/Preschool,The Goddard School - 14325 Orchard Parkway,,Adams,100,Child Care/Preschool
14834,Public School,27J Online School,,Adams,93.69,All ages
15889,Public School,Ascent Classical Academy of 27J,,Adams,76.32,Kindergarten
15889,Public School,Ascent Classical Academy of 27J,,Adams,80.09,All ages
15890,Private School,Vista View HS,,Adams,96.67,All ages
15914,Child Care/Preschool,Kid Zone @ West Ridge Elementary School ,,Adams,98.44,Child Care/Preschool
15916,Child Care/Preschool,Hills Academy - Northern Hills,,Adams,90.38,Child Care/Preschool
15939,Public School,Discovery Magnet School,,Adams,89.47,Kindergarten
15939,Public School,Discovery Magnet School,,Adams,96.44,All ages
15940,Child Care/Preschool,Mom's House Learning Center ,,Adams,89.19,Child Care/Preschool
15954,Public School,Aurora Highlands P-8,,Adams,89.47,Kindergarten
15954,Public School,Aurora Highlands P-8,,Adams,94.1,All ages
9750,Public School,Ortega Middle School,,Alamosa,94.07,All ages
10007,Public School,Sangre De Cristo K-12 Schools,,Alamosa,100,Kindergarten
10007,Public School,Sangre De Cristo K-12 Schools,,Alamosa,95.77,All ages
10401,Public School,Alamosa Elementary School,,Alamosa,83.57,Kindergarten
