,Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
2123,,Private,ELLWOOD CHRISTIAN ACADEMY,,DALLAS,100.0,Fourth Grade
2124,,Private,ELLWOOD CHRISTIAN ACADEMY,,DALLAS,100.0,Eighth Grade
2125,,Public,JE TERRY ELEMENTARY SCHOOL,,DALLAS,100.0,Kindergarten
2126,,Public,JE TERRY ELEMENTARY SCHOOL,,DALLAS,100.0,First Grade
2127,,Public,JE TERRY ELEMENTARY SCHOOL,,DALLAS,100.0,Second Grade
2128,,Public,JE TERRY ELEMENTARY SCHOOL,,DALLAS,100.0,Third Grade
2129,,Public,JE TERRY ELEMENTARY SCHOOL,,DALLAS,100.0,Fourth Grade
2130,,Public,JE TERRY ELEMENTARY SCHOOL,,DALLAS,100.0,Fifth Grade
2131,,Public,JE TERRY ELEMENTARY SCHOOL,,DALLAS,100.0,Sixth Grade
2132,,Private,JOHN T MORGAN ACADEMY,,DALLAS,92.86,Kindergarten
2133,,Private,JOHN T MORGAN ACADEMY,,DALLAS,95.45,Tenth Grade
2134,,Private,JOHN T MORGAN ACADEMY,,DALLAS,96.0,Third Grade
2135,,Private,JOHN T MORGAN ACADEMY,,DALLAS,96.0,Ninth Grade
2136,,Private,JOHN T MORGAN ACADEMY,,DALLAS,97.06,Sixth Grade
2137,,Private,JOHN T MORGAN ACADEMY,,DALLAS,97.06,Eighth Grade
2138,,Private,JOHN T MORGAN ACADEMY,,DALLAS,97.37,Fourth Grade
2139,,Private,JOHN T MORGAN ACADEMY,,DALLAS,97.62,Eleventh Grade
2140,,Private,JOHN T MORGAN ACADEMY,,DALLAS,100.0,First Grade
2141,,Private,JOHN T MORGAN ACADEMY,,DALLAS,100.0,Second Grade
2142,,Private,JOHN T MORGAN ACADEMY,,DALLAS,100.0,Fifth Grade
2143,,Private,JOHN T MORGAN ACADEMY,,DALLAS,100.0,Seventh Grade
2144,,Private,JOHN T MORGAN ACADEMY,,DALLAS,100.0,Twelfth Grade
2145,,Public,KEITH MIDDLE-HIGH SCHOOL,,DALLAS,95.45,Eighth Grade
2146,,Public,KEITH MIDDLE-HIGH SCHOOL,,DALLAS,96.43,Ninth Grade
2147,,Public,KEITH MIDDLE-HIGH SCHOOL,,DALLAS,100.0,Sixth Grade
2148,,Public,KEITH MIDDLE-HIGH SCHOOL,,DALLAS,100.0,Seventh Grade
2149,,Public,KEITH MIDDLE-HIGH SCHOOL,,DALLAS,100.0,Tenth Grade
2150,,Public,KEITH MIDDLE-HIGH SCHOOL,,DALLAS,100.0,Eleventh Grade
2151,,Public,KEITH MIDDLE-HIGH SCHOOL,,DALLAS,100.0,Twelfth Grade
2152,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,75.0,Third Grade
2153,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,85.71,Eighth Grade
2154,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,100.0,Kindergarten
2155,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,100.0,First Grade
2156,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,100.0,Second Grade
2157,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,100.0,Fourth Grade
2158,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,100.0,Fifth Grade
2159,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,100.0,Sixth Grade
2160,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,100.0,Seventh Grade
2161,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,100.0,Ninth Grade
2162,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,100.0,Tenth Grade
2163,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,100.0,Eleventh Grade
2164,,Private,MEADOWVIEW CHRISTIAN SCHOOL,,DALLAS,100.0,Twelfth Grade
2165,,Public,MEADOWVIEW ELEMENTARY SCHOOL,,DALLAS,94.44,Fifth Grade
2166,,Public,MEADOWVIEW ELEMENTARY SCHOOL,,DALLAS,95.35,First Grade
2167,,Public,MEADOWVIEW ELEMENTARY SCHOOL,,DALLAS,96.15,Kindergarten
2168,,Public,MEADOWVIEW ELEMENTARY SCHOOL,,DALLAS,97.44,Fourth Grade
2169,,Public,MEADOWVIEW ELEMENTARY SCHOOL,,DALLAS,98.08,Third Grade
2170,,Public,MEADOWVIEW ELEMENTARY SCHOOL,,DALLAS,100.0,Second Grade
2171,,Public,MEADOWVIEW ELEMENTARY SCHOOL,,DALLAS,100.0,Sixth Grade
2172,,Public,PAYNE ELEMENTARY SCHOOL,,DALLAS,90.0,Second Grade
2173,,Public,PAYNE ELEMENTARY SCHOOL,,DALLAS,94.44,Fourth Grade
2174,,Public,PAYNE ELEMENTARY SCHOOL,,DALLAS,96.67,Sixth Grade
2175,,Public,PAYNE ELEMENTARY SCHOOL,,DALLAS,100.0,Kindergarten
2176,,Public,PAYNE ELEMENTARY SCHOOL,,DALLAS,100.0,First Grade
2177,,Public,PAYNE ELEMENTARY SCHOOL,,DALLAS,100.0,Third Grade
2178,,Public,PAYNE ELEMENTARY SCHOOL,,DALLAS,100.0,Fifth Grade
2179,,Public,R B HUDSON MIDDLE SCHOOL,,DALLAS,80.0,Seventh Grade
2180,,Public,R B HUDSON MIDDLE SCHOOL,,DALLAS,100.0,Eighth Grade
2181,,Public,SALEM ELEMENTARY SCHOOL,,DALLAS,71.43,Kindergarten
2182,,Public,SALEM ELEMENTARY SCHOOL,,DALLAS,85.71,First Grade
2183,,Public,SALEM ELEMENTARY SCHOOL,,DALLAS,90.0,Sixth Grade
2184,,Public,SALEM ELEMENTARY SCHOOL,,DALLAS,93.33,Second Grade
2185,,Public,SALEM ELEMENTARY SCHOOL,,DALLAS,95.83,Fourth Grade
2186,,Public,SALEM ELEMENTARY SCHOOL,,DALLAS,100.0,Third Grade
2187,,Public,SALEM ELEMENTARY SCHOOL,,DALLAS,100.0,Fifth Grade
2188,,Public,SELMA HIGH SCHOOL,,DALLAS,96.75,Tenth Grade
2189,,Public,SELMA HIGH SCHOOL,,DALLAS,97.66,Twelfth Grade
2190,,Public,SELMA HIGH SCHOOL,,DALLAS,99.05,Eleventh Grade
2191,,Public,SELMA HIGH SCHOOL,,DALLAS,100.0,Ninth Grade
2192,,Public,SOPHIA P KINGSTON ELEMENTARY SCHOOL,,DALLAS,96.55,Second Grade
2193,,Public,SOPHIA P KINGSTON ELEMENTARY SCHOOL,,DALLAS,97.33,Kindergarten
2194,,Public,SOPHIA P KINGSTON ELEMENTARY SCHOOL,,DALLAS,98.08,First Grade
2195,,Public,SOPHIA P KINGSTON ELEMENTARY SCHOOL,,DALLAS,100.0,Third Grade
2196,,Public,SOPHIA P KINGSTON ELEMENTARY SCHOOL,,DALLAS,100.0,Fourth Grade
2197,,Public,SOPHIA P KINGSTON ELEMENTARY SCHOOL,,DALLAS,100.0,Fifth Grade
2198,,Public,SOPHIA P KINGSTON ELEMENTARY SCHOOL,,DALLAS,100.0,Sixth Grade
2199,,Public,SOUTHSIDE HIGH SCHOOL,,DALLAS,97.89,Twelfth Grade
2200,,Public,SOUTHSIDE HIGH SCHOOL,,DALLAS,98.25,Ninth Grade
2201,,Public,SOUTHSIDE HIGH SCHOOL,,DALLAS,100.0,Tenth Grade
2202,,Public,SOUTHSIDE HIGH SCHOOL,,DALLAS,100.0,Eleventh Grade
2203,,Public,SOUTHSIDE PRIMARY SCHOOL,,DALLAS,90.32,Second Grade
2204,,Public,SOUTHSIDE PRIMARY SCHOOL,,DALLAS,96.3,First Grade
2205,,Public,SOUTHSIDE PRIMARY SCHOOL,,DALLAS,100.0,Kindergarten
2206,,Public,THE R.B.HUDSON STEAM ACADEMY,,DALLAS,97.39,Seventh Grade
2207,,Public,THE R.B.HUDSON STEAM ACADEMY,,DALLAS,97.83,Eighth Grade
2208,,Public,TIPTON DURANT MIDDLE SCHOOL,,DALLAS,100.0,Sixth Grade
2209,,Public,TIPTON DURANT MIDDLE SCHOOL,,DALLAS,100.0,Seventh Grade
2210,,Public,TIPTON DURANT MIDDLE SCHOOL,,DALLAS,100.0,Eighth Grade
2211,,Public,VALLEY GRANDE ELEMENTARY SCHOOL,,DALLAS,92.86,Fifth Grade
2212,,Public,VALLEY GRANDE ELEMENTARY SCHOOL,,DALLAS,93.33,Kindergarten
2213,,Public,VALLEY GRANDE ELEMENTARY SCHOOL,,DALLAS,94.12,Second Grade
2214,,Public,VALLEY GRANDE ELEMENTARY SCHOOL,,DALLAS,97.06,Third Grade
2215,,Public,VALLEY GRANDE ELEMENTARY SCHOOL,,DALLAS,98.18,Fourth Grade
2216,,Public,VALLEY GRANDE ELEMENTARY SCHOOL,,DALLAS,98.28,Sixth Grade
2217,,Public,VALLEY GRANDE ELEMENTARY SCHOOL,,DALLAS,100.0,First Grade
2218,,Public,WILLIAM R MARTIN MIDDLE SCHOOL,,DALLAS,100.0,Seventh Grade
2219,,Public,WILLIAM R MARTIN MIDDLE SCHOOL,,DALLAS,100.0,Eighth Grade
2220,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,95.89,Tenth Grade
2221,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,96.0,Fourth Grade
2222,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,96.3,Second Grade
2223,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,97.78,Seventh Grade
2224,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,97.87,First Grade
2225,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,98.36,Kindergarten
2226,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,98.46,Third Grade
2227,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,98.99,Twelfth Grade
2228,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,100.0,Fifth Grade
2229,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,100.0,Sixth Grade
2230,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,100.0,Eighth Grade
2231,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,100.0,Ninth Grade
2232,,Public,COLLINSVILLE HIGH SCHOOL,,DEKALB,100.0,Eleventh Grade
2233,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,80.77,Kindergarten
2234,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,84.38,Seventh Grade
2235,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,87.8,Twelfth Grade
2236,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,88.06,Second Grade
2237,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,88.1,Fourth Grade
2238,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,88.57,Tenth Grade
2239,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,89.13,Third Grade
2240,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,89.16,First Grade
2241,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,92.11,Eleventh Grade
2242,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,92.5,Ninth Grade
2243,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,93.33,Sixth Grade
2244,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,96.55,Eighth Grade
2245,,Private,CORNERSTONE CHRISTIAN ACADEMY-RAINS,,DEKALB,96.88,Fifth Grade
2246,,Public,CROSSVILLE ELEMENTARY SCHOOL,,DEKALB,96.08,Kindergarten
2247,,Public,CROSSVILLE ELEMENTARY SCHOOL,,DEKALB,98.09,First Grade
2248,,Public,CROSSVILLE ELEMENTARY SCHOOL,,DEKALB,98.73,Third Grade
2249,,Public,CROSSVILLE ELEMENTARY SCHOOL,,DEKALB,98.94,Second Grade
2250,,Public,CROSSVILLE HIGH SCHOOL,,DEKALB,99.34,Twelfth Grade
2251,,Public,CROSSVILLE HIGH SCHOOL,,DEKALB,100.0,Ninth Grade
2252,,Public,CROSSVILLE HIGH SCHOOL,,DEKALB,100.0,Tenth Grade
2253,,Public,CROSSVILLE HIGH SCHOOL,,DEKALB,100.0,Eleventh Grade
2254,,Public,CROSSVILLE MIDDLE SCHOOL,,DEKALB,98.62,Sixth Grade
2255,,Public,CROSSVILLE MIDDLE SCHOOL,,DEKALB,99.15,Fourth Grade
2256,,Public,CROSSVILLE MIDDLE SCHOOL,,DEKALB,100.0,Kindergarten
2257,,Public,CROSSVILLE MIDDLE SCHOOL,,DEKALB,100.0,First Grade
2258,,Public,CROSSVILLE MIDDLE SCHOOL,,DEKALB,100.0,Fifth Grade
2259,,Public,CROSSVILLE MIDDLE SCHOOL,,DEKALB,100.0,Seventh Grade
2260,,Public,CROSSVILLE MIDDLE SCHOOL,,DEKALB,100.0,Eighth Grade
2261,,Public,FORT PAYNE HIGH SCHOOL,,DEKALB,97.92,Tenth Grade
2262,,Public,FORT PAYNE HIGH SCHOOL,,DEKALB,97.94,Eleventh Grade
2263,,Public,FORT PAYNE HIGH SCHOOL,,DEKALB,98.85,Twelfth Grade
2264,,Public,FORT PAYNE HIGH SCHOOL,,DEKALB,98.87,Ninth Grade
2265,,Public,FORT PAYNE MIDDLE SCHOOL,,DEKALB,96.33,Sixth Grade
2266,,Public,FORT PAYNE MIDDLE SCHOOL,,DEKALB,96.35,Eighth Grade
2267,,Public,FORT PAYNE MIDDLE SCHOOL,,DEKALB,98.13,Seventh Grade
2268,,Public,FYFFE HIGH SCHOOL,,DEKALB,84.42,Kindergarten
2269,,Public,FYFFE HIGH SCHOOL,,DEKALB,94.32,Second Grade
2270,,Public,FYFFE HIGH SCHOOL,,DEKALB,94.81,First Grade
2271,,Public,FYFFE HIGH SCHOOL,,DEKALB,95.83,Twelfth Grade
2272,,Public,FYFFE HIGH SCHOOL,,DEKALB,97.26,Third Grade
2273,,Public,FYFFE HIGH SCHOOL,,DEKALB,98.67,Fourth Grade
2274,,Public,FYFFE HIGH SCHOOL,,DEKALB,98.72,Ninth Grade
