Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
,Public,University Preparatory Science and Math - Elementary,2251 Antietam Ave,Detroit,89.86,Kindergarten
,Public,University Preparatory Science and Math PSAD Middle School,5100 John R St,Detroit,95.03,7th
,Public,University Yes Academy,14669 Curtis St,Detroit,100.00,7th
,Public,University Yes Academy,14669 Curtis St,Detroit,100.00,Kindergarten
,Public,Voyageur Academy,4321 Military St,Detroit,96.04,7th
,Public,Voyageur Academy,4321 Military St,Detroit,91.67,Kindergarten
,Public,Warrendale Charter Academy,19400 Sawyer St,Detroit,100.00,7th
,Public,Warrendale Charter Academy,19400 Sawyer St,Detroit,97.73,Kindergarten
,Public,W-A-Y Academy - Vernor Site,8701 W Vernor Hwy,Detroit,100.00,7th
,Public,WAY Michigan,407 E Fort St,Detroit,100.00,7th
,Public,Weston Preparatory Academy,22930 Chippewa St,Detroit,97.78,7th
,Public,Weston Preparatory Academy,22930 Chippewa St,Detroit,90.91,Kindergarten
,Public,Commonwealth Elementary Academy,13477 Eureka St,Detroit,100.00,7th
,Public,Commonwealth Elementary Academy,13477 Eureka St,Detroit,100.00,Kindergarten
,Public,Chandler Park Academy Elementary,20200 Kelly Rd,Detroit,97.78,Kindergarten
,Public,Chandler Park Academy Middle School,20100 Kelly Rd,Detroit,98.00,7th
,Public,Greenfield Union Elementary and Middle School,420 W 7 Mile Rd,Detroit,100.00,7th
,Public,Oak Park Service Learning Academy OPSLA,21700 Marlow St,Detroit,100.00,7th
,Public,Oak Park Service Learning Academy OPSLA,21700 Marlow St,Detroit,84.62,Kindergarten
,Public,Redford Service Learning Academy Campus,25940 Grand River Ave,Detroit,98.00,7th
,Public,Redford Service Learning Academy Campus,25940 Grand River Ave,Detroit,94.74,Kindergarten
,Public,Frontier International Academy Elem,28111 Imperial Dr,Detroit,95.59,Kindergarten
,Public,North Dickinson County School,W6588 State Hwy. M-69,Dickinson,95.45,7th
,Public,North Dickinson County School,W6588 State Hwy. M-69,Dickinson,93.33,Kindergarten
,Private,Bishop Baraga Catholic School,406 W B St,Dickinson,90.91,7th
,Private,Bishop Baraga Catholic School,406 W B St,Dickinson,100.00,Kindergarten
,Public,Central Middle School,300 West B Street,Dickinson,96.55,7th
,Public,North Elementary School,900 5th St,Dickinson,97.87,Kindergarten
,Public,Kingsford Middle School,445 Hamilton Ave,Dickinson,96.18,7th
,Public,Woodland Elementary,2000 W Pyle Dr,Dickinson,96.28,Kindergarten
,Public,Dickinson-Iron Special Education,1074 Pyle Dr,Dickinson,100.00,Kindergarten
,Private,Holy Spirit Central School,201 Saginaw St,Dickinson,86.67,Kindergarten
,Public,Norway-Vulcan Area School,300 Section St,Dickinson,100.00,7th
,Public,Norway-Vulcan Area School,300 Section St,Dickinson,97.78,Kindergarten
,Public,Bellevue Elementary School,201 West St,Eaton,100.00,Kindergarten
,Public,Bellevue Jr Sr High School,576 Love Hwy,Eaton,95.56,7th
,Public,Charlotte Middle School,1068 Carlisle Hwy,Eaton,95.50,7th
,Public,Galewood Early Elementary School,512 E Lovett St,Eaton,96.74,Kindergarten
,Private,St Mary School,905 Saint Marys Blvd,Eaton,100.00,7th
,Private,St Mary School,905 Saint Marys Blvd,Eaton,83.33,Kindergarten
,Public,Wacousta Elementary School,9135 W Herbison Rd,Eaton,97.67,Kindergarten
,Public,Eaton Rapids Middle School,815 Greyhound Dr,Eaton,97.93,7th
,Public,Greyhound Central Elementary School,912 Greyhound Dr,Eaton,95.50,Kindergarten
,Public,Lockwood Elementary School,810 Greyhound Dr,Eaton,100.00,Kindergarten
,Public,Island City Academy,6421 S Clinton Trl,Eaton,81.25,7th
,Public,Island City Academy,6421 S Clinton Trl,Eaton,95.65,Kindergarten
,Public,Kenneth T Beagle Middle School,600 W South St,Eaton,96.74,7th
,Private,St. Michaels Parish School,325 Edwards St,Eaton,100.00,7th
,Public,T C Holbrook Elementary School,615 Jones St,Eaton,95.83,Kindergarten
,Public,Willow Ridge Elementary School,12840 Nixon Rd,Eaton,97.98,Kindergarten
,Public,Strange School,8981 Oneida Rd,Eaton,50.00,Kindergarten
,Private,Cedar Classical Academy,7520 Westshire Dr,Eaton,80.00,7th
,Private,Cedar Classical Academy,7520 Westshire Dr,Eaton,83.33,Kindergarten
,Public,Delta Center Elementary School,305 S Canal Rd,Eaton,96.04,Kindergarten
,Private,Our Savior Lutheran School,7910 E St Joe Hwy,Eaton,89.47,7th
,Private,Our Savior Lutheran School,7910 E St Joe Hwy,Eaton,89.47,Kindergarten
,Public,Life Tech Academy,854 Elmwood Rd,Eaton,96.00,7th
,Public,Life Tech Academy,854 Elmwood Rd,Eaton,87.50,Kindergarten
,Public,Fuller Street Elementary School,251 Fuller St,Eaton,83.78,Kindergarten
,Public,Fern Persons Elementary School,4425 W Butterfield Hwy,Eaton,93.90,Kindergarten
,Public,Olivet Middle School,255 First St,Eaton,96.63,7th
,Public,Potterville Elementary School,426 N High St,Eaton,96.77,Kindergarten
,Public,Potterville Middle School,424 N High St,Eaton,97.14,7th
,Public,Maple Valley Jr/Sr High School,11090 Nashville Hwy,Eaton,97.47,7th
,Public,Alanson Public School,7400 North St,Emmet,91.67,7th
,Public,Alanson Public School,7400 North St,Emmet,100.00,Kindergarten
,Private,Harbor Light Christian School,8333 Clayton Rd,Emmet,93.33,7th
,Private,Harbor Light Christian School,8333 Clayton Rd,Emmet,85.71,Kindergarten
,Public,Harbor Springs Middle School,800 State St,Emmet,92.59,7th
,Public,Shay Elementary School,175 E Lake St,Emmet,92.59,Kindergarten
,Public,Pellston Elementary School,172 N Park St,Emmet,100.00,Kindergarten
,Public,Pellston Middle High School,172 N Park St,Emmet,96.30,7th
,Public,Concord Academy Petoskey,2468 Atkins Rd,Emmet,87.50,7th
,Public,Concord Academy Petoskey,2468 Atkins Rd,Emmet,88.89,Kindergarten
,Public,Central Elementary School,410 State St,Emmet,88.24,Kindergarten
,Public,Lincoln School,616 Connable Ave,Emmet,93.33,Kindergarten
,Public,Ottawa Elementary School,871 Kalamazoo Ave,Emmet,86.05,Kindergarten
,Public,Petoskey Middle School,801 Northmen Dr,Emmet,98.87,7th
,Public,Sheridan School,1415 Howard St,Emmet,96.15,Kindergarten
,Private,St Francis Xavier School,414 Michigan St,Emmet,92.31,7th
,Private,St Francis Xavier School,414 Michigan St,Emmet,88.24,Kindergarten
,Public,Buckley Community School,305 S 1st St,Gd. Traverse,95.24,7th
,Public,Buckley Community School,305 S 1st St,Gd. Traverse,89.47,Kindergarten
,Public,Kingsley Area Elementary School,311 Clark St,Gd. Traverse,95.40,Kindergarten
,Public,Kingsley Area Middle School,403 Blair St,Gd. Traverse,96.24,7th
,Private,St Mary's of Hannah School,2912 W M 113,Gd. Traverse,71.43,Kindergarten
,Public,Grand Traverse Academy,1245 Hammond Rd E,Gd. Traverse,89.83,7th
,Public,Grand Traverse Academy,1245 Hammond Rd E,Gd. Traverse,76.25,Kindergarten
,Public,North Ed - Bridgeway,301 S Garfield Ave,Gd. Traverse,75.00,Kindergarten
,Public,Old Mission Peninsula School,2699 Island View Rd,Gd. Traverse,93.10,Kindergarten
,Public,The Greenspire School,1026 Red Dr,Gd. Traverse,90.63,7th
,Public,Blair Elementary School,1625 Sawyer Rd,Gd. Traverse,92.31,Kindergarten
,Public,Central Grade School,301 W Seventh St,Gd. Traverse,91.94,Kindergarten
,Public,Cherry Knoll Elementary School,1800 3 Mile Rd N,Gd. Traverse,93.22,Kindergarten
,Public,Courtade Elementary School,1111 Rasho Rd,Gd. Traverse,94.34,Kindergarten
,Public,East Middle School,1776 3 Mile Rd N,Gd. Traverse,99.24,7th
,Public,Eastern Elementary School,1600 Eastern Ave,Gd. Traverse,91.67,Kindergarten
,Private,Immaculate Conception Elementary School,314 Vine St,Gd. Traverse,90.15,Kindergarten
,Public,Long Lake Elementary School,7600 N Long Lake Rd,Gd. Traverse,91.03,Kindergarten
,Private,Montessori Children's House - Grand Traverse,5363 N Long Lake Rd,Gd. Traverse,100.00,7th
,Private,Montessori Children's House - Grand Traverse,5363 N Long Lake Rd,Gd. Traverse,100.00,Kindergarten
,Public,Silver Lake Elementary School,5858 Culver Rd,Gd. Traverse,91.67,Kindergarten
,Private,St. Elizabeth Ann Seton Middle School,1601 3 Mile Rd N,Gd. Traverse,95.59,7th
,Public,TCAPS Montessori School,4053 Franke Rd,Gd. Traverse,87.50,7th
,Public,TCAPS Montessori School,4053 Franke Rd,Gd. Traverse,91.30,Kindergarten
,Private,The Pathfinder School,11930 S West Bay Shore Dr,Gd. Traverse,80.00,7th
,Private,The Pathfinder School,11930 S West Bay Shore Dr,Gd. Traverse,66.67,Kindergarten
,Private,Traverse City Christian School,753 Emerson Rd,Gd. Traverse,95.24,7th
,Private,Traverse City Christian School,753 Emerson Rd,Gd. Traverse,61.11,Kindergarten
,Public,Traverse Heights Elementary School,933 Rose St,Gd. Traverse,94.12,Kindergarten
,Private,Trinity Lutheran School,1003 S Maple St,Gd. Traverse,100.00,7th
,Private,Trinity Lutheran School,1003 S Maple St,Gd. Traverse,100.00,Kindergarten
,Public,West Middle School,3950 Silver Lake Rd,Gd. Traverse,96.47,7th
,Public,Westwoods Elementary School,1500 Fisher Rd,Gd. Traverse,90.70,Kindergarten
,Public,Willow Hill Elementary School,1250 Hill St,Gd. Traverse,97.22,Kindergarten
,Public,Woodland School,7224 Supply Rd,Gd. Traverse,88.46,7th
,Public,Woodland School,7224 Supply Rd,Gd. Traverse,82.61,Kindergarten
,Public,Atherton Elementary School,3444 S Genesee Rd,Genesee,93.94,Kindergarten
,Public,Atherton High School,3354 S Genesee Rd,Genesee,100.00,7th
,Private,CenterPoint Academy,1225 S Center Rd,Genesee,100.00,7th
,Private,CenterPoint Academy,1225 S Center Rd,Genesee,70.00,Kindergarten
,Public,Bendle Middle School,2294 E Bristol Rd,Genesee,96.88,7th
,Public,South Bendle Elementary School,4341 Larkin Dr,Genesee,90.57,Kindergarten
,Public,Barhitte Elementary,6080 Roberta St,Genesee,96.08,Kindergarten
,Public,Bentley Junior High School,1180 N Belsay Rd,Genesee,98.08,7th
,Private,Genesee Christian School Ministries,1223 S Belsay Rd,Genesee,78.26,7th
,Private,Genesee Christian School Ministries,1223 S Belsay Rd,Genesee,55.56,Kindergarten
,Public,Burton Glen Charter Academy,4171 E Atherton Rd,Genesee,100.00,7th
,Public,Burton Glen Charter Academy,4171 E Atherton Rd,Genesee,90.48,Kindergarten
,Public,Gladys Dillon Elementary School,1197 E Schumacher St,Genesee,92.31,Kindergarten
,Private,St Thomas More Academy,6456 E Bristol Rd,Genesee,85.71,7th
,Private,St Thomas More Academy,6456 E Bristol Rd,Genesee,16.67,Kindergarten
,Public,Weston Elementary,G-2499 Cashin St,Genesee,93.48,Kindergarten
,Public,Clio Elementary,10271 N Clio Rd,Genesee,92.99,Kindergarten
,Public,Clio Learning Center,301 Rogers Ldg,Genesee,50.00,7th
,Public,Clio Middle School,300 Rogers Ldg,Genesee,97.88,7th
,Public,Columbiaville Elementary School,4774 Pine St,Genesee,96.23,Kindergarten
,Public,Davison Middle School,600 S Dayton St,Genesee,96.99,7th
,Private,Faith Baptist School,7306 E Atherton Rd,Genesee,77.78,7th
,Private,Faith Baptist School,7306 E Atherton Rd,Genesee,64.29,Kindergarten
,Public,Hill Elementary School,404 Aloha St,Genesee,93.10,Kindergarten
,Public,Siple Elementary School,9286 E Coldwater Rd,Genesee,92.19,Kindergarten
,Public,Thomson Elementary School,617 E Clark St,Genesee,92.90,Kindergarten
,Public,Andrew G Schmidt Middle School,3255 Donaldson Dr,Genesee,96.44,7th
,Private,St John School,514 Lincoln St,Genesee,96.00,7th
,Private,St John School,514 Lincoln St,Genesee,76.74,Kindergarten
,Public,State Road Elementary School,1161 State Rd,Genesee,95.16,Kindergarten
,Public,Tomek-Eastern Elem School,600 4th St,Genesee,92.68,Kindergarten
,Public,Lake Fenton Middle School,11425 Torrey Rd,Genesee,96.64,7th
,Public,West Shore Elementary School,3076 Lahring Rd,Genesee,90.38,Kindergarten
,Public,Carman Ainsworth Middle School,1409 W Maple Ave,Genesee,98.24,7th
,Public,Dye Elementary School,1174 S Graham Rd,Genesee,96.30,Kindergarten
,Public,Randels Elementary,6022 Brobeck St,Genesee,89.80,Kindergarten
,Public,Eagle's Nest Academy,5005 Cloverlawn Dr,Genesee,96.15,Kindergarten
,Public,Brownell STEM Academy,6302 Oxley Dr,Genesee,100.00,Kindergarten
,Public,Doyle-Ryder Elementary School,1040 N Saginaw St,Genesee,96.92,Kindergarten
,Public,Durant Tuuri Mott School,1518 University Ave,Genesee,95.08,Kindergarten
,Public,Eisenhower Elementary School,1235 Pershing St,Genesee,100.00,Kindergarten
,Public,Freeman Elementary School,4001 Ogema Ave,Genesee,91.43,Kindergarten
,Public,Holmes STEM Middle School Academy,6602 Oxley Dr,Genesee,100.00,7th
,Public,Neithercut Elementary School,2010 Crestbrook Ln,Genesee,96.00,Kindergarten
,Public,Potter School,2500 N Averill Ave,Genesee,93.10,Kindergarten
,Private,St John Vianney School,2319 Bagley St,Genesee,100.00,7th
,Private,St John Vianney School,2319 Bagley St,Genesee,95.00,Kindergarten
,Private,St Paul Lutheran School,402 S Ballenger Hwy,Genesee,100.00,7th
,Private,St Paul Lutheran School,402 S Ballenger Hwy,Genesee,100.00,Kindergarten
,Public,Flint Cultural Center Academy,1200 Robert T Longway Blvd,Genesee,98.67,7th
,Public,Flint Cultural Center Academy,1200 Robert T Longway Blvd,Genesee,90.67,Kindergarten
,Private,ECPS - Early Learning Center GISD,3375 Van Campen Rd,Genesee,83.33,Kindergarten
,Public,Elmer A Knopf Learning Center,1493 W Maple Ave,Genesee,85.71,7th
,Public,Transition Center and Project Choice,3136 S Linden Rd,Genesee,87.50,7th
,Public,Greater Heights Academy,3196 W Pasadena Ave,Genesee,92.31,Kindergarten
,Public,International Academy of Flint,2820 S Saginaw St,Genesee,98.84,7th
,Public,International Academy of Flint,2820 S Saginaw St,Genesee,96.49,Kindergarten
,Public,Armstrong Middle School,G-6161 Hopkins Dr,Genesee,98.70,7th
,Private,Holy Rosary School,5191 Richfield Rd,Genesee,90.91,7th
,Private,Holy Rosary School,5191 Richfield Rd,Genesee,87.50,Kindergarten
,Public,Linden Charter Academy,3244 N Linden Rd,Genesee,100.00,7th
,Public,Linden Charter Academy,3244 N Linden Rd,Genesee,94.79,Kindergarten
,Public,Madison Academy Elementary - Middle School,6170 Torrey Rd,Genesee,100.00,7th
,Public,Madison Academy Elementary - Middle School,6170 Torrey Rd,Genesee,90.00,Kindergarten
,Public,Northridge Academy,4100 W Coldwater Rd,Genesee,100.00,7th
,Public,Northridge Academy,4100 W Coldwater Rd,Genesee,96.15,Kindergarten
,Public,Richfield Public School Academy,3807 N Center Rd,Genesee,100.00,7th
,Public,Richfield Public School Academy,3807 N Center Rd,Genesee,97.40,Kindergarten
,Public,The New Standard Academy,2040 W Carpenter Rd,Genesee,100.00,7th
,Public,The New Standard Academy,2040 W Carpenter Rd,Genesee,100.00,Kindergarten
,Public,Way Academy - Flint - Flint Campus,817 E Kearsley St,Genesee,100.00,7th
,Public,Hamady Middle School,G-3223 W. Carpenter Road,Genesee,95.45,7th
,Public,Michael Hamady Elementary School,3207 Finney Ct,Genesee,93.65,Kindergarten
,Public,Early Childhood Center KD,409 Chamberlain St,Genesee,94.76,Kindergarten
,Public,Flushing Middle School,8100 Carpenter Rd,Genesee,94.70,7th
,Private,St Roberts School,214 E Henry St,Genesee,95.24,7th
,Private,St Roberts School,214 E Henry St,Genesee,89.47,Kindergarten
,Public,Marion D Crouse Instructional Center,3330 Luce Rd,Genesee,100.00,7th
,Public,Marion D Crouse Instructional Center,3330 Luce Rd,Genesee,100.00,Kindergarten
,Public,Gaines Elementary School,300 Lansing St,Genesee,93.75,Kindergarten
,Public,Genesee High School,7347 N Genesee Rd,Genesee,97.83,7th
,Public,Haas Elementary School,7347 N Genesee Rd,Genesee,97.83,Kindergarten
,Public,Goodrich Middle School,7480 Gale Rd,Genesee,97.92,7th
,Public,Reid Elementary School - Goodrich,7501 Seneca St,Genesee,86.32,Kindergarten
,Public,Grand Blanc Academy,5135 E Hill Rd,Genesee,86.67,7th
,Public,Grand Blanc Academy,5135 E Hill Rd,Genesee,86.49,Kindergarten
,Public,Anderson Elementary School,5290 Leroy St,Genesee,96.81,Kindergarten
,Public,Brendel Elementary School,223 Bush St,Genesee,95.18,Kindergarten
,Public,Cook Elementary School,4433 E Cook Rd,Genesee,97.25,Kindergarten
,Public,Grand Blanc Bobcat Virtual Learning,1 Jewett Trl,Genesee,100.00,7th
,Public,Grand Blanc Middle School East,6100 Perry Rd,Genesee,96.46,7th
,Public,Grand Blanc Middle School West,1515 E Reid Rd,Genesee,94.96,7th
,Private,Grand Blanc Montessori,1055 W Grand Blanc Rd,Genesee,83.33,Kindergarten
,Private,Holy Family Catholic School,215 Orchard St,Genesee,92.86,7th
,Private,Holy Family Catholic School,215 Orchard St,Genesee,93.48,Kindergarten
,Public,Indian Hill Elementary School,11240 Woodbridge Dr,Genesee,100.00,Kindergarten
,Public,Myers Elementary School,6085 Sun Valley Dr,Genesee,98.51,Kindergarten
,Public,Reid Elementary School - Grand Blanc,2103 E Reid Rd,Genesee,87.30,Kindergarten
,Public,Woodland Park Academy,2083 E Grand Blanc Rd,Genesee,95.83,7th
,Public,Woodland Park Academy,2083 E Grand Blanc Rd,Genesee,100.00,Kindergarten
,Public,Hyatt Elementary,325 Stan Eaton Dr,Genesee,98.70,Kindergarten
,Public,Linden Elementary School,400 S Bridge St,Genesee,96.72,Kindergarten
,Public,Linden Middle School,15425 Lobdell Rd,Genesee,95.77,7th
,Public,Carter Elementary School,200 Park St,Genesee,91.67,Kindergarten
,Public,Kuehn-Haven Middle School,303 Ray St,Genesee,97.96,7th
,Public,Beecher High School,6255 Neff Rd,Genesee,100.00,7th
,Public,Dailey Elementary School,6236 Neff Rd,Genesee,91.94,Kindergarten
,Public,Mt Morris Middle School,12356 Walter St,Genesee,100.00,7th
,Public,Pinehurst Early Elementary,1013 Pinehurst Blvd,Genesee,92.98,Kindergarten
,Public,Lakeville Middle School,11107 Washburn Rd,Genesee,95.71,7th
,Public,Rankin Elementary School,G-3459 Mundy Ave,Genesee,88.24,Kindergarten
,Private,Genesee Academy,9447 Corunna Rd,Genesee,100.00,7th
,Private,Genesee Academy,9447 Corunna Rd,Genesee,100.00,Kindergarten
,Public,Morrish Elementary School,5055 Maple Ave,Genesee,95.69,Kindergarten
,Public,Swartz Creek Middle School,8230 Crapo St,Genesee,98.24,7th
,Public,Syring Elementary School,5300 Oakview Dr,Genesee,92.71,Kindergarten
,Public,Beaverton Elementary School,127 Tonkin St,Gladwin,95.35,Kindergarten
,Public,Beaverton Junior and Senior High School,3090 Crockett Rd,Gladwin,94.83,7th
,Public,Gladwin Elementary School,600 W 1st St,Gladwin,89.63,Kindergarten
,Public,Gladwin Junior High School,401 N Bowery Ave,Gladwin,98.39,7th
,Public,A.D. Johnston Jr/Sr High School,100 W Lead St,Gogebic,100.00,7th
,Public,Washington School,301 E Sellar St,Gogebic,100.00,Kindergarten
,Public,Luther L Wright K-12 School,650 E Ayer St,Gogebic,98.28,7th
,Public,Luther L Wright K-12 School,650 E Ayer St,Gogebic,89.47,Kindergarten
,Public,Wakefield-Marenisco School,715 Putnam St,Gogebic,93.75,7th
,Public,Wakefield-Marenisco School,715 Putnam St,Gogebic,81.25,Kindergarten
,Public,Watersmeet Township School,N4720 Hwy 45,Gogebic,100.00,7th
,Public,Watersmeet Township School,N4720 Hwy 45,Gogebic,100.00,Kindergarten
,Public,Donald L Pavlik Middle School,1700 Pine Ave,Gratiot,94.94,7th
,Public,Luce Road Elementary School,6265 N Luce Rd,Gratiot,96.43,Kindergarten
,Private,St Mary School,220 W Downie St,Gratiot,85.00,Kindergarten
,Public,Ashley Elementary School,104 New St,Gratiot,100.00,Kindergarten
,Public,Ashley Middle School,104 N New St,Gratiot,100.00,7th
,Public,Breckenridge Elementary School,515 E Summit St,Gratiot,91.67,Kindergarten
,Public,Breckenridge Middle-High School,700 Wright St,Gratiot,96.08,7th
,Private,Countryside Christian School,4308 S Luce Rd,Gratiot,100.00,7th
,Public,Ithaca High School,710 N Union St,Gratiot,100.00,7th
,Private,Ithaca SDA School,937 N Pine River St,Gratiot,100.00,7th
,Private,Ithaca SDA School,937 N Pine River St,Gratiot,100.00,Kindergarten
,Public,South Elementary School,400 Webster St,Gratiot,93.18,Kindergarten
,Public,Fulton Elementary School,8060 Ely Hwy,Gratiot,94.44,Kindergarten
,Public,Fulton Middle School,8060 Ely Hwy,Gratiot,97.56,7th
,Public,GIRESD Center Programs,720 N Kinney Ave,Gratiot,100.00,Kindergarten
,Public,Carrie Knause Early Childhood Learning,121 I and K St,Gratiot,90.63,Kindergarten
,Public,T S Nurnberger Middle School,312 Union St,Gratiot,98.48,7th
,Public,Camden-Frontier Elementary School,4971 W Montgomery Rd,Hillsdale,100.00,Kindergarten
,Public,Camden-Frontier Middle School,4971 W Montgomery Rd,Hillsdale,100.00,7th
,Private,Ridgeview Amish School,5420 W Camden Rd,Hillsdale,62.50,7th
,Public,Bailey Elementary School,59 S Manning St,Hillsdale,93.75,Kindergarten
,Public,Davis Middle School,30 N West St,Hillsdale,96.39,7th
,Public,Gier Elementary School,175 Spring St,Hillsdale,90.38,Kindergarten
,Private,Hillsdale Academy,1 Academy Ln,Hillsdale,95.65,7th
,Private,Hillsdale Academy,1 Academy Ln,Hillsdale,72.22,Kindergarten
,Public,Hillsdale Preparatory School,160 Mechanic Rd,Hillsdale,85.71,7th
,Public,Hillsdale Preparatory School,160 Mechanic Rd,Hillsdale,100.00,Kindergarten
,Public,Will Carleton Academy,2001 W Hallett Rd,Hillsdale,91.67,7th
,Public,Will Carleton Academy,2001 W Hallett Rd,Hillsdale,100.00,Kindergarten
,Public,Emily B Williams Elementary School,440 Adrian Rd,Hillsdale,94.05,Kindergarten
,Public,Jonesville Middle School,401 E Chicago St,Hillsdale,97.80,7th
,Public,Litchfield Elementary School,210 Williams St,Hillsdale,84.62,Kindergarten
,Public,North Adams - Jerome Elem School,4555 Knowles Rd,Hillsdale,95.24,Kindergarten
,Public,North Adams - Jerome Middle High School,4555 Knowles Rd,Hillsdale,85.71,7th
,Private,Freedom Farm Christian School,9400 E Beecher Rd,Hillsdale,80.00,7th
,Public,Pittsford Area Elem. School,9304 Hamilton Rd,Hillsdale,100.00,Kindergarten
,Public,Pittsford Area High School,9304 Hamilton Rd,Hillsdale,100.00,7th
,Public,Reading High School,301 Chestnut St,Hillsdale,95.74,7th
,Public,Reynolds Elementary School,221 Strong St,Hillsdale,93.18,Kindergarten
,Public,Waldron Area School,13380 Waldron Rd,Hillsdale,94.74,7th
,Public,Waldron Area School,13380 Waldron Rd,Hillsdale,91.67,Kindergarten
,Public,E B Holman Elementary School,50870 Holman School Rd,Houghton,100.00,7th
,Public,E B Holman Elementary School,50870 Holman School Rd,Houghton,80.00,Kindergarten
,Public,Copper Island Academy,52125 Industrial Dr,Houghton,78.13,7th
,Public,Copper Island Academy,52125 Industrial Dr,Houghton,32.00,Kindergarten
,Public,CLK Elementary School,57070 Mine St,Houghton,76.24,Kindergarten
,Public,Washington Middle School,57070 Mine St,Houghton,82.86,7th
,Public,Chassell K-12 School,41585 US Highway 41,Houghton,100.00,7th
,Public,Chassell K-12 School,41585 US Highway 41,Houghton,83.33,Kindergarten
,Public,Dollar Bay - Tamarack City Area K12 School,48475 Maple St,Houghton,85.29,7th
,Public,Dollar Bay - Tamarack City Area K12 School,48475 Maple St,Houghton,94.74,Kindergarten
,Public,Copper Country Learning Center,809 Hecla St,Houghton,100.00,7th
,Public,Barkell Elementary School,1201 N Elevation St,Houghton,96.67,Kindergarten
,Public,Hancock Middle-High School,501 Campus Dr,Houghton,97.62,7th
,Public,Houghton Elementary School,203 W Jacker Ave,Houghton,94.37,Kindergarten
,Public,Houghton Middle School,1603 Gundlach Rd,Houghton,91.94,7th
,Public,Lake Linden Hubbell Schools,601 Calumet St,Houghton,100.00,7th
,Public,Lake Linden Hubbell Schools,601 Calumet St,Houghton,89.66,Kindergarten
,Public,Jeffers High School,43084 Goodell Ave,Houghton,100.00,7th
,Public,South Range Elementary School,2 Whealkate Dr,Houghton,53.57,Kindergarten
,Public,Bad Axe Elementary School,404 Hatchet Dr,Huron,87.14,Kindergarten
,Public,Bad Axe High School,200 N Barrie Rd,Huron,92.00,7th
,Public,Big Burning School,1509 N Van Dyke Rd,Huron,100.00,Kindergarten
,Public,Caseville School K-12,6609 Vine St,Huron,92.31,7th
,Public,Caseville School K-12,6609 Vine St,Huron,88.89,Kindergarten
,Public,Harbor Beach Elementary School,402 S 5th St,Huron,80.95,Kindergarten
,Public,Harbor Beach Middle School,402 S 5th St,Huron,100.00,7th
,Private,Our Lady of Lake Huron School,222 Court St,Huron,85.71,7th
,Private,Our Lady of Lake Huron School,222 Court St,Huron,100.00,Kindergarten
,Private,Zion Lutheran School,299 Garden St,Huron,100.00,7th
,Private,Zion Lutheran School,299 Garden St,Huron,87.50,Kindergarten
,Public,Eccles School,5754 Section Line Rd,Huron,100.00,Kindergarten
,Public,North Huron Elementary School,69 Michigan St,Huron,90.48,Kindergarten
,Public,North Huron Secondary School,21 Main St,Huron,100.00,7th
,Public,Owendale-Gagetown Elementary Sch,7166 E Main St,Huron,91.67,Kindergarten
,Public,Owendale-Gagetown Jr/Sr High School,7166 E Main St,Huron,83.33,7th
,Private,Cross Lutheran School,200 Ruppert St,Huron,93.33,Kindergarten
,Public,Laker Elementary,6436 Pigeon Rd,Huron,89.16,Kindergarten
,Public,Laker Middle School,6136 Pigeon Rd,Huron,95.83,7th
,Public,Ubly Community Jr - Sr High School,2020 Union St,Huron,94.74,7th
,Public,Ubly Elementary School,2020 Union St,Huron,100.00,Kindergarten
,Public,Dansville Elementary School,1264 Adams St,Ingham,83.93,Kindergarten
,Public,Dansville Middle School,1264 Adams St,Ingham,92.59,7th
,Public,Dimondale Elementary School,330 Walnut St,Ingham,97.62,Kindergarten
,Public,Cole Academy East,2921 E Coleman Rd,Ingham,89.47,Kindergarten
,Public,Donley School,2961 E Lake Lansing Rd,Ingham,97.37,Kindergarten
,Public,Glencairn School,939 N Harrison Rd,Ingham,100.00,Kindergarten
,Private,Greater Lansing Islamic School,940 S Harrison Rd,Ingham,100.00,Kindergarten
,Public,MacDonald Middle School,1601 Burcham Dr,Ingham,97.80,7th
,Public,Marble School,729 N Hagadorn Rd,Ingham,97.92,Kindergarten
,Public,Red Cedar School,1110 Narcissus Dr,Ingham,95.24,Kindergarten
,Public,Robert L Green Elementary School,1811 Pinecrest Dr,Ingham,100.00,Kindergarten
,Private,Stepping Stones Montessori School of East Lansing,1370 Beech St,Ingham,100.00,Kindergarten
,Public,Whitehills Elementary School,621 Pebblebrook Ln,Ingham,97.22,Kindergarten
,Public,Great Lakes Learning Academy - MS - HS,2875 Eyde Pkwy Ste 200,Ingham,97.33,7th
,Public,Haslett Middle School,1535 Franklin St,Ingham,98.60,7th
,Public,Wilkshire School,5750 Academic Way,Ingham,94.50,Kindergarten
,Public,Elliott Elementary School,4200 Bond Ave,Ingham,93.85,Kindergarten
,Public,Holt Junior High School,1784 Aurelius Rd,Ingham,96.68,7th
,Private,Holt Lutheran Schools,2418 Aurelius Rd,Ingham,100.00,7th
,Private,Holt Lutheran Schools,2418 Aurelius Rd,Ingham,100.00,Kindergarten
,Public,Horizon Elementary School,5776 Holt Rd,Ingham,98.15,Kindergarten
,Public,Sycamore Elementary,4429 Sycamore St,Ingham,92.31,Kindergarten
,Public,Wilcox Elementary School,1650 Laurelwood Dr,Ingham,95.77,Kindergarten
