Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
,Public,Alcona Community High School,51 N Barlow Rd,Alcona,97.96,7th
,Public,Alcona Elementary School,181 N Barlow Rd,Alcona,96.08,Kindergarten
,Public,Superior Central School,PO Box 148,Alger,96.00,7th
,Public,Superior Central School,PO Box 148,Alger,95.65,Kindergarten
,Public,Munising High and Middle School,810 E State Highway M28,Alger,97.44,7th
,Public,William G Mather Elementary School,411 Elm Ave,Alger,100.00,Kindergarten
,Private,Munising Baptist School,N6285 Connors Rd,Alger,80.00,7th
,Public,Hillside Learning and Behavior Center,212 Grove St,Allegan,80.00,Kindergarten
,Public,Dawson Elementary School,125 Elm St,Allegan,92.68,Kindergarten
,Public,L E White Middle School,3300 115th Ave,Allegan,100.00,7th
,Public,Pine Trails Elementary School,2950 Center St,Allegan,98.21,Kindergarten
,Public,West Ward Elementary School,630 Vernon St,Allegan,87.18,Kindergarten
,Private,St Stanislaus School,1861 136th Ave,Allegan,100.00,7th
,Private,St Stanislaus School,1861 136th Ave,Allegan,57.14,Kindergarten
,Public,Sycamore Elementary School,2163 142nd Ave,Allegan,96.88,Kindergarten
,Public,Dorr Elementary,4159 18th St,Allegan,94.34,Kindergarten
,Public,Douglas Elementary School,261 Randolph St,Allegan,95.24,Kindergarten
,Public,Fennville Elementary School,8 Memorial Dr,Allegan,95.12,Kindergarten
,Public,Fennville Middle School,1 Memorial Dr,Allegan,97.20,7th
,Public,Innocademy Allegan Campus,2611 56th St,Allegan,78.95,Kindergarten
,Public,Glenn Public School,PO Box 69,Allegan,88.89,Kindergarten
,Public,Bentheim Elementary School,4057 38th St,Allegan,96.67,Kindergarten
,Public,Hamilton Elementary School,3472 Lincoln Rd,Allegan,98.59,Kindergarten
,Public,Hamilton Middle School,4845 136th Ave,Allegan,98.25,7th
,Public,Blue Star Elementary,3846 58th St,Allegan,90.91,Kindergarten
,Public,Hamilton Virtual School,4317 46th St,Allegan,92.86,7th
,Public,Hamilton Virtual School,4317 46th St,Allegan,60.00,Kindergarten
,Public,Hopkins Elementary School,400 S Clark St,Allegan,88.24,Kindergarten
,Public,Hopkins Middle School,215 S Clark St,Allegan,99.00,7th
,Public,Alamo Elementary,8184 N 6th St,Allegan,96.77,Kindergarten
,Public,Cooper Elementary,7559 N 14th St,Allegan,95.00,Kindergarten
,Private,East Martin Christian School,516 118th Ave,Allegan,100.00,Kindergarten
,Public,Robert D Brandon Elem School,1583 University St,Allegan,92.00,Kindergarten
,Private,Moline Christian School,1253 144th Ave,Allegan,97.14,7th
,Private,Moline Christian School,1253 144th Ave,Allegan,86.49,Kindergarten
,Public,Dix Street Elementary,503 Dix St,Allegan,92.54,Kindergarten
,Public,Otsego Middle School,540 Washington St,Allegan,98.26,7th
,Public,Washington Street Elementary School,538 Washington St,Allegan,92.98,Kindergarten
,Public,Gilkey Elementary School,707 S Woodhams St,Allegan,96.97,Kindergarten
,Public,Plainwell Middle School,720 Brigham St,Allegan,98.40,7th
,Public,Starr Elementary School,601 School Dr,Allegan,98.75,Kindergarten
,Public,Saugatuck Middle School,401 Elizabeth St,Allegan,98.67,7th
,Public,Bessie B Baker School,507 W Sycamore St,Allegan,91.61,Kindergarten
,Private,St Therese Catholic School,430 S Main St,Allegan,100.00,Kindergarten
,Public,Wayland Union Middle School,701 Wildcat Dr,Allegan,96.94,7th
,Private,All Saints Catholic School,2550 S First Ave,Alpena,90.63,Kindergarten
,Public,APS Partnership,1421 Hobbs Dr,Alpena,76.92,7th
,Public,APS Partnership,1421 Hobbs Dr,Alpena,60.00,Kindergarten
,Public,Besser Elementary School,375 Wilson St,Alpena,95.24,Kindergarten
,Public,Ella M White Elementary School,201 N Ripley Blvd,Alpena,97.96,Kindergarten
,Public,Hinks Elementary School,7667 US Highway 23 N,Alpena,100.00,Kindergarten
,Private,Immanuel Lutheran School,355 Wilson St,Alpena,100.00,7th
,Private,Immanuel Lutheran School,355 Wilson St,Alpena,66.67,Kindergarten
,Public,Lincoln Elementary School,309 W Lake St,Alpena,96.15,Kindergarten
,Public,Thunder Bay Junior High School,3500 S Third Ave,Alpena,97.51,7th
,Public,Wilson Elementary School,4999 S Herron Rd,Alpena,96.77,Kindergarten
,Public,Sanborn Elementary School,12170 US Highway 23 S,Alpena,83.33,Kindergarten
,Public,Alba Public School,5935 Elm St,Antrim,100.00,7th
,Public,Alba Public School,5935 Elm St,Antrim,80.00,Kindergarten
,Public,Bellaire Public High School,204 W Forrest Home Ave,Antrim,87.50,7th
,Public,John R Rodger Elementary School,6535 John R Rodgers Rd,Antrim,80.00,Kindergarten
,Public,Central Lake Elementary School,8215 Davis St,Antrim,93.33,Kindergarten
,Public,Central Lake High School,8169 W State St,Antrim,92.86,7th
,Public,Cherryland Middle School,707 E 3rd St,Antrim,97.96,7th
,Public,Lakeland Elementary School,616 Buckley St,Antrim,94.12,Kindergarten
,Public,Ellsworth Community School,9467 Park St,Antrim,83.33,7th
,Public,Ellsworth Community School,9467 Park St,Antrim,88.89,Kindergarten
,Public,Mancelona Elementary School,231 W Limits St,Antrim,91.94,Kindergarten
,Public,Mancelona Middle School,112 St. Johns Ave,Antrim,96.15,7th
,Public,North Central Academy,5055 Corey Rd,Antrim,76.92,7th
,Public,North Central Academy,5055 Corey Rd,Antrim,63.64,Kindergarten
,Public,Mill Creek Elementary,9039 Old M 72,Antrim,96.30,Kindergarten
,Public,Au Gres - Sims  Middle School,310 S Court St,Arenac,100.00,7th
,Public,Au Gres-Sims Elementary School,310 S Court St,Arenac,97.14,Kindergarten
,Public,Standish-Sterling Central Junior Senior High School,2401 Grove Rd,Arenac,98.06,7th
,Public,Sterling Elementary School,338 W State St,Arenac,95.09,Kindergarten
,Public,Baraga School,210 Lyons St,Baraga,96.15,7th
,Public,Baraga School,210 Lyons St,Baraga,95.24,Kindergarten
,Public,L'Anse Area School,201 N 4th St,Baraga,94.44,7th
,Private,Sacred Heart School,433 Baraga Ave,Baraga,57.14,Kindergarten
,Public,Sullivan Elementary School,201 N 4th St,Baraga,93.10,Kindergarten
,Private,Cedar Creek Christian School,9213 Cedar Creek Rd,Barry,42.86,Kindergarten
,Public,Delton Kellogg Elementary School,327 N Grove St,Barry,87.88,Kindergarten
,Public,Delton-Kellogg Middle School,6325 Delton Rd,Barry,97.33,7th
,Public,Barry ISD Special Education,535 W Woodlawn Ave,Barry,80.00,Kindergarten
,Private,Barry County Christian School - Hastings,2999 McKeown Rd,Barry,66.67,7th
,Private,Barry County Christian School - Hastings,2999 McKeown Rd,Barry,85.71,Kindergarten
,Public,Central Elementary Hastings,509 S Broadway St,Barry,85.71,Kindergarten
,Public,Hastings Middle School,232 W Grant St,Barry,98.54,7th
,Public,Northeastern Elementary,519 E Grant St,Barry,91.80,Kindergarten
,Public,Southeastern Elementary School,1300 S East St,Barry,92.59,Kindergarten
,Private,St Rose of Lima School,707 S Jefferson St,Barry,72.22,Kindergarten
,Public,Star Elementary,1900 Star School Rd,Barry,89.66,Kindergarten
,Public,McFall Elementary School,509 W Main St,Barry,97.13,Kindergarten
,Public,Thornapple Kellogg Middle School,10375 Green Lake Rd,Barry,98.14,7th
,Private,Auburn Area Catholic School,114 W Midland Rd,Bay,83.33,Kindergarten
,Public,Auburn Elementary School,301 E Midland Rd,Bay,91.94,Kindergarten
,Public,Western Middle School,500 W Midland Rd,Bay,98.14,7th
,Private,Zion-Beaver Lutheran School,1557 Seidlers Rd,Bay,87.50,7th
,Private,Zion-Beaver Lutheran School,1557 Seidlers Rd,Bay,75.00,Kindergarten
,Public,Bangor Central School,208 State Park Dr,Bay,91.67,Kindergarten
,Public,Bangor Lincoln School,2771 N Euclid Ave,Bay,97.33,Kindergarten
,Public,Bangor West Central School,3175 Wilder Rd,Bay,96.08,Kindergarten
,Public,Christa McAuliffe Middle School,3281 Kiesel Rd,Bay,97.50,7th
,Private,Faith Lutheran School,3033 Wilder Rd,Bay,100.00,7th
,Private,Faith Lutheran School,3033 Wilder Rd,Bay,86.67,Kindergarten
,Public,Bay City Academy  Farragut Campus,301 N Farragut St,Bay,93.10,7th
,Public,Bay City Academy  Farragut Campus,301 N Farragut St,Bay,91.30,Kindergarten
,Private,All Saints Central School,217 S Monroe St,Bay,94.44,7th
,Private,All Saints Elementary,715 14th St,Bay,90.91,Kindergarten
,Private,Bethel Lutheran School,749 N. Pine Street Road,Bay,100.00,7th
,Private,Bethel Lutheran School,749 N. Pine Street Road,Bay,81.82,Kindergarten
,Public,Hampton Elementary School,1908 W Youngs Ditch Rd,Bay,92.50,Kindergarten
,Public,Handy Middle School,601 Blend St,Bay,98.83,7th
,Private,Immanuel Lutheran School,247 N Lincoln St,Bay,80.00,Kindergarten
,Public,Kolb Elementary School,305 W Crump St,Bay,96.10,Kindergarten
,Public,MacGregor Elementary,1012 Fremont St,Bay,93.02,Kindergarten
,Public,Mackensen Elementary School,5535 Dennis Dr,Bay,90.70,Kindergarten
,Public,McAlear-Sawden Elem School,2300 Midland Rd,Bay,96.49,Kindergarten
,Private,St John Lutheran School,210 S Alp St,Bay,66.67,Kindergarten
,Private,St Paul Lutheran School,6094 Westside Saginaw Rd,Bay,100.00,7th
,Private,St Paul Lutheran School,6094 Westside Saginaw Rd,Bay,100.00,Kindergarten
,Private,Trinity Ev Lutheran School,2515 Broadway St,Bay,100.00,7th
,Private,Trinity Ev Lutheran School,2515 Broadway St,Bay,100.00,Kindergarten
,Private,Trinity Lutheran Monitor,20 E Salzburg Rd,Bay,100.00,7th
,Private,Trinity Lutheran Monitor,20 E Salzburg Rd,Bay,100.00,Kindergarten
,Public,Washington Elementary School,1821 McKinley St,Bay,90.57,Kindergarten
,Private,Zion Lutheran School,1707 S Kiesel St,Bay,100.00,Kindergarten
,Public,State Street Academy,1110 State St,Bay,95.00,7th
,Public,State Street Academy,1110 State St,Bay,100.00,Kindergarten
,Public,Cramer Junior High School,313 Pine St,Bay,99.12,7th
,Public,W R Bush Elementary School,800 Nebobish Ave,Bay,98.90,Kindergarten
,Private,St Bartholomew Lutheran School,1033 E Beaver Rd,Bay,100.00,7th
,Private,St Bartholomew Lutheran School,1033 E Beaver Rd,Bay,72.73,Kindergarten
,Public,Linwood Elementary School,517 W Center St,Bay,100.00,Kindergarten
,Public,Pinconning Central Elementary School,609 W 5th St,Bay,96.43,Kindergarten
,Public,Pinconning Middle School,605 W 5th St,Bay,100.00,7th
,Private,St Michael School,310 E 2nd St,Bay,100.00,Kindergarten
,Public,Benzie Central Middle School,9300 Homestead Rd,Benzie,97.10,7th
,Public,Homestead Hills Elementary School,849 Husky Trl,Benzie,94.59,Kindergarten
,Public,Frankfort Elementary,613 Leelanau Ave,Benzie,75.68,Kindergarten
,Public,Frankfort High School,534 11th St,Benzie,92.86,7th
,Public,Lake Ann Elementary School,19375 Bronson Lake Rd,Benzie,82.14,Kindergarten
,Private,New Covenant Christian Academy,18201 Honor Hwy,Benzie,45.45,Kindergarten
,Public,Betsie Valley School,17936 Cadillac Hwy,Benzie,93.75,Kindergarten
,Public,West Michigan Virtual - Battle Creek MS,283 Michigan Ave W,Berrien,100.00,7th
,Private,Brookview School,501 Zollar Dr,Berrien,100.00,Kindergarten
,Public,Discovery Enrichment Center,465 S McCord St,Berrien,97.62,Kindergarten
,Public,Fair Plain Middle School,120 E Napier Ave,Berrien,100.00,7th
,Private,River of Life School,671 McAllister Ave,Berrien,85.71,Kindergarten
,Public,Benton Harbor Charter School Academy,455 Riverview Dr Ste 1,Berrien,100.00,7th
,Public,Benton Harbor Charter School Academy,455 Riverview Dr Ste 1,Berrien,96.15,Kindergarten
,Public,Countryside Charter Middle High School,4800 Meadowbrook Rd,Berrien,98.73,7th
,Public,Countryside Charter School-Elementary,4800 Meadowbrook Rd,Berrien,97.62,Kindergarten
,Public,Riverside School,3422 Riverside Rd,Berrien,100.00,7th
,Public,Riverside School,3422 Riverside Rd,Berrien,80.00,Kindergarten
,Public,Mildred C Wells Preparatory Academy,248 9th St,Berrien,100.00,7th
,Public,Mildred C Wells Preparatory Academy,248 9th St,Berrien,100.00,Kindergarten
,Public,Blossomland Learning Center,711 Saint Joseph Ave,Berrien,88.89,7th
,Public,Blossomland Learning Center,711 Saint Joseph Ave,Berrien,100.00,Kindergarten
,Public,Berrien Springs Middle School,502 Middle School Drive,Berrien,96.73,7th
,Public,Berrien Springs Virtual Academy,501 Middle School Drive,Berrien,100.00,7th
,Public,Berrien Springs Virtual Academy,501 Middle School Drive,Berrien,77.78,Kindergarten
,Private,Cottage Home Forest School,11466 Red Bud Trl,Berrien,60.00,7th
,Private,Cottage Home Forest School,11466 Red Bud Trl,Berrien,58.33,Kindergarten
,Public,Mars Elementary School,1 Sylvester Ave,Berrien,92.86,Kindergarten
,Private,Ruth Murdoch Elementary School,200 US Highway 31,Berrien,86.67,7th
,Private,Ruth Murdoch Elementary School,200 US Highway 31,Berrien,100.00,Kindergarten
,Private,Trinity Lutheran School - Berrier Springs,9123 George Ave,Berrien,62.50,7th
,Private,Trinity Lutheran School - Berrier Springs,9123 George Ave,Berrien,100.00,Kindergarten
,Private,Village SDA Elementary School,409 W Mars St,Berrien,90.91,7th
,Private,Village SDA Elementary School,409 W Mars St,Berrien,55.56,Kindergarten
,Public,Bridgman Elementary School,3891 Lake St,Berrien,96.36,Kindergarten
,Public,F C Reed Middle School,10254 California,Berrien,98.25,7th
,Public,Buchanan Middle School,610 W 4th St,Berrien,99.04,7th
,Public,Ottawa Elementary School,109 Ottawa St,Berrien,93.40,Kindergarten
,Public,Coloma Elementary School,262 S West St,Berrien,93.48,Kindergarten
,Public,Coloma Junior High School,302 W Saint Joseph St,Berrien,100.00,7th
,Public,Eau Claire Middle School,7450 Hochberger Rd,Berrien,97.62,7th
,Public,Lybrook Elementary School,6238 W Main St,Berrien,93.18,Kindergarten
,Public,New Buffalo Elementary School,12291 Lubke Rd,Berrien,88.00,Kindergarten
,Public,New Buffalo Middle School,1112 E Clay St,Berrien,95.12,7th
,Public,Brandywine Middle School,1700 Bell Rd,Berrien,97.00,7th
,Public,Merritt Elementary School,1620 Lasalle Ave,Berrien,93.59,Kindergarten
,Public,Ballard Elementary School,1601 W Chicago Rd,Berrien,98.63,Kindergarten
,Public,Eastside Connections School,315 N 14th St,Berrien,100.00,7th
,Public,Eastside Connections School,315 N 14th St,Berrien,91.89,Kindergarten
,Public,Howard-Ellis Elementary School,2788 Mannix St,Berrien,95.71,Kindergarten
,Private,Niles SDA School,110 N Fairview Ave,Berrien,87.50,7th
,Private,Niles SDA School,110 N Fairview Ave,Berrien,76.92,Kindergarten
,Public,Northside Child Development Center,2020 N 5th St,Berrien,100.00,Kindergarten
,Public,Ring Lardner Middle School,801 N 17th St,Berrien,98.68,7th
,Public,Lighthouse Education Center,379 W Glenlord Rd,Berrien,100.00,7th
,Public,Lighthouse Education Center,379 W Glenlord Rd,Berrien,100.00,Kindergarten
,Public,Brown School,2027 Brown School Rd,Berrien,97.78,Kindergarten
,Public,Clarke School,515 E Glenlord Rd,Berrien,96.00,Kindergarten
,Private,Grace Lutheran School,404 E Glenlord Rd,Berrien,88.24,7th
,Private,Grace Lutheran School,404 E Glenlord Rd,Berrien,87.50,Kindergarten
,Private,Lake Michigan Catholic MS-HS,915 Pleasant St,Berrien,95.45,7th
,Private,Lake Michigan Catholic School,3165 Washington Ave,Berrien,77.78,Kindergarten
,Public,Lincoln School,1102 Orchard Ave,Berrien,98.15,Kindergarten
,Private,Trinity Lutheran School - Saint Joseph,613 Court St,Berrien,100.00,7th
,Private,Trinity Lutheran School - Saint Joseph,613 Court St,Berrien,90.91,Kindergarten
,Public,Upton Middle School,800 Maiden Ln,Berrien,97.85,7th
,Public,River School,4439 River Rd,Berrien,100.00,7th
,Public,River School,4439 River Rd,Berrien,100.00,Kindergarten
,Private,Christ Lutheran School,4333 Cleveland Ave,Berrien,100.00,7th
,Private,Christ Lutheran School,4333 Cleveland Ave,Berrien,66.67,Kindergarten
,Public,Hollywood Elementary School,143 E John Beers Rd,Berrien,96.15,Kindergarten
,Public,Lakeshore Middle School,1459 W John Beers Rd,Berrien,97.06,7th
,Public,Roosevelt Elementary School,2000 El Dorado Dr,Berrien,95.71,Kindergarten
,Private,St Paul's Lutheran School,2673 W John Beers Rd,Berrien,80.00,Kindergarten
,Public,Stewart Elementary School,2750 Orchard Ln,Berrien,100.00,Kindergarten
,Public,River Valley Elementary School,15480 Three Oaks Rd,Berrien,92.11,Kindergarten
,Public,River Valley Middle High School,15480 Three Oaks Rd,Berrien,93.94,7th
,Private,Grace Christian School,325 N M 140,Berrien,100.00,7th
,Private,Grace Christian School,325 N M 140,Berrien,80.00,Kindergarten
,Public,South Elementary School,433 Lucinda Ln,Berrien,96.15,Kindergarten
,Public,Watervliet Middle School,450 E Saint Joseph St,Berrien,98.21,7th
,Public,Anderson Elementary School,335 E Corey St,Branch,95.65,Kindergarten
,Public,Bronson Jr/Sr High School,450 E Grant St,Branch,98.73,7th
,Private,St Mary Assumption School,204 Albers Rd,Branch,100.00,7th
,Public,Larsen Elementary School,25 Parkhurst Ave,Branch,96.98,Kindergarten
,Public,Legg Middle School,175 Green St,Branch,98.58,7th
,Private,St Charles Borromeo Catholic School,79 Harrison St,Branch,90.00,7th
,Private,St Charles Borromeo Catholic School,79 Harrison St,Branch,95.45,Kindergarten
,Public,Pansophia Academy,52 Abbott Ave,Branch,96.00,7th
,Public,Pansophia Academy,52 Abbott Ave,Branch,92.68,Kindergarten
,Public,Jennings Elementary School,44 E Liberty St,Branch,98.68,Kindergarten
,Public,Quincy Middle School,32 Fulton St,Branch,95.45,7th
,Public,Harrington Elementary School,100 S Clark St,Calhoun,90.91,Kindergarten
,Public,Athens Junior Senior High School,300 E Holcomb St,Calhoun,93.75,7th
,Public,Arbor Academy,55 Arbor St,Calhoun,100.00,7th
,Public,Arbor Academy,55 Arbor St,Calhoun,91.67,Kindergarten
,Private,Battle Creek Academy,480 Parkway Dr,Calhoun,100.00,7th
,Private,Battle Creek Academy,480 Parkway Dr,Calhoun,87.50,Kindergarten
,Public,Battle Creek STEM Innovation Center,100 Van Buren St W,Calhoun,95.83,7th
,Public,Dudley School,308 Roosevelt Ave W,Calhoun,97.73,Kindergarten
,Public,Fremont International Academy,115 Emmett St E,Calhoun,97.87,Kindergarten
,Public,LaMora Park School,65 Woodlawn Ave N,Calhoun,93.88,Kindergarten
,Public,Post Franklin School,20 Newark Ave,Calhoun,96.97,Kindergarten
,Public,Doris Klaussen Dev. Center,408 E Jameson Ave,Calhoun,100.00,7th
,Public,Endeavor Charter Academy,380 Helmer Rd N,Calhoun,100.00,7th
,Public,Endeavor Charter Academy,380 Helmer Rd N,Calhoun,93.48,Kindergarten
,Public,Beadle Lake Elementary,8175 C Dr N,Calhoun,90.91,Kindergarten
,Public,Harper Creek Middle School,7290 B Dr N,Calhoun,98.18,7th
,Public,Sonoma School,4640 B Dr S,Calhoun,96.08,Kindergarten
,Public,Wattles Park Elementary School,132 Wattles Rd S,Calhoun,93.10,Kindergarten
,Private,Calhoun Christian School,20 Woodrow Ave S,Calhoun,100.00,7th
,Private,Calhoun Christian School,20 Woodrow Ave S,Calhoun,77.42,Kindergarten
,Public,Lakeview Middle School,300 28th St S,Calhoun,98.32,7th
,Public,Minges Brook School,435 Lincoln Hill Dr,Calhoun,92.31,Kindergarten
,Public,Prairieview School,1675 Iroquois Ave,Calhoun,93.75,Kindergarten
,Public,Riverside Elementary School,650 Riverside Dr,Calhoun,96.55,Kindergarten
,Private,St Joseph Elementary School,47 23rd St N,Calhoun,92.86,Kindergarten
,Private,St Joseph Middle School,44 25th St N,Calhoun,96.97,7th
,Public,Westlake Elementary School,1184 24th St S,Calhoun,93.51,Kindergarten
,Public,Pennfield Middle School,8587 Pennfield Rd,Calhoun,97.08,7th
,Public,Pennfield North School,7422 Poorman Rd,Calhoun,92.31,Kindergarten
,Public,Pennfield Purdy School,6510 Purdy Dr,Calhoun,94.44,Kindergarten
,Public,East Leroy Elementary School,4320 K Dr S,Calhoun,96.30,Kindergarten
,Public,Homer Middle School,403 S Hillsdale St,Calhoun,96.97,7th
,Public,Lillian Fletcher Elementary School,291 W Fulton St,Calhoun,94.64,Kindergarten
,Public,Mar Lee School,21236 H Dr N,Calhoun,93.94,7th
,Public,Mar Lee School,21236 H Dr N,Calhoun,100.00,Kindergarten
,Public,Marshall Academy,18203 Homer Rd,Calhoun,100.00,7th
,Public,Marshall Academy,18203 Homer Rd,Calhoun,76.19,Kindergarten
,Public,Gordon Elementary School,400 N Gordon St,Calhoun,94.74,Kindergarten
,Public,Hughes Elementary School,103 W Hughes St,Calhoun,95.65,Kindergarten
,Public,Marshall Middle School,100 E Green St,Calhoun,100.00,7th
,Public,Walters Elementary School,705 N Marshall Ave,Calhoun,100.00,Kindergarten
,Public,Battle Creek Montessori Academy,399 20th St N,Calhoun,100.00,7th
,Public,Battle Creek Montessori Academy,399 20th St N,Calhoun,86.67,Kindergarten
,Public,Springfield Middle School,1023 Avenue A,Calhoun,99.03,7th
,Public,Valley View Elementary School,960 Avenue A,Calhoun,97.14,Kindergarten
,Public,Tekonsha Schools,245 S Elm St,Calhoun,93.75,7th
,Public,Tekonsha Schools,245 S Elm St,Calhoun,81.25,Kindergarten
,Public,Union City Elementary School,601 Walnut Ln,Calhoun,95.31,Kindergarten
,Public,Union City Middle School,435 Saint Joseph St,Calhoun,97.78,7th
,Public,Sister Lakes Elementary School,68079 M 152,Cass,100.00,Kindergarten
,Public,Cassopolis Middle School,725 Center St,Cass,95.00,7th
,Public,Sam Adams Elementary School,114 Depot St,Cass,98.36,Kindergarten
,Public,Dowagiac Middle School,57072 Riverside Dr,Cass,100.00,7th
,Public,Justus Gage Elementary School,301 Oak St,Cass,94.74,Kindergarten
,Public,Kincheloe Elementary School,25121 Gage St,Cass,100.00,Kindergarten
,Public,Patrick Hamilton Middle School,614 Spruce St,Cass,94.29,Kindergarten
,Public,Edwardsburg Middle School,69230 Section St,Cass,97.74,7th
,Public,Edwardsburg Primary School,69100 Section St,Cass,95.81,Kindergarten
,Public,Marcellus Elementary School,301 Arbor St E,Cass,90.48,Kindergarten
,Public,Marcellus Middle School,125 Burney St,Cass,98.21,7th
,Public,Beaver Island Communty School,37895 Kings Hwy,Charlevoix,100.00,7th
,Public,Boyne City Elementary,930 Brockway St,Charlevoix,92.59,Kindergarten
,Public,Boyne City Middle School,1025 Boyne Ave,Charlevoix,94.74,7th
,Public,Concord Academy Boyne,401 E Dietz Rd,Charlevoix,100.00,7th
,Public,Concord Academy Boyne,401 E Dietz Rd,Charlevoix,88.89,Kindergarten
,Public,Boyne Falls Public School,01662 M-75 South,Charlevoix,100.00,7th
,Public,Boyne Falls Public School,01662 M-75 South,Charlevoix,76.47,Kindergarten
,Public,Charlevoix Elementary School,108 E Garfield Ave,Charlevoix,87.93,Kindergarten
,Public,Charlevoix Middle and High School,5200 Marion Center Rd,Charlevoix,92.16,7th
,Private,St Mary Catholic School,1005 Bridge St,Charlevoix,60.00,Kindergarten
,Public,East Jordan Elementary School,304 4th St,Charlevoix,95.45,Kindergarten
,Public,East Jordan Middle High School,101 Maple St,Charlevoix,100.00,7th
,Private,Northern Michigan Christian Academy,1833 McMichael Rd.,Cheboygan,70.00,7th
,Private,Bishop Baraga Catholic School,623 W Lincoln Ave,Cheboygan,81.25,Kindergarten
,Public,Cheboygan Middle School,905 W Lincoln Ave,Cheboygan,98.10,7th
,Public,East Elementary School,440 Garfield Ave,Cheboygan,96.10,Kindergarten
,Public,Inland Lakes Elementary,4363 S Straits Hwy,Cheboygan,87.50,Kindergarten
,Public,Inland Lakes High School,4363 S Straits Hwy,Cheboygan,100.00,7th
,Public,Mackinaw City K-12 School,609 W Central Ave,Cheboygan,91.67,7th
,Public,Mackinaw City K-12 School,609 W Central Ave,Cheboygan,90.00,Kindergarten
,Public,Wolverine Elementary,5993 W Sholes St,Cheboygan,88.24,Kindergarten
,Public,Wolverine Middle/High School,13131 Brook St,Cheboygan,100.00,7th
,Public,Brimley Area School,7134 S M 221,Chippewa,96.77,7th
,Public,Ojibwe Charter School,12099 W Lakeshore Dr,Chippewa,100.00,7th
,Public,Detour Arts and Technology Academy,202 Division St,Chippewa,100.00,7th
,Public,Detour Arts and Technology Academy,202 Division St,Chippewa,100.00,Kindergarten
,Public,Drummond Island Elem. School,33800 S Townline Rd,Chippewa,100.00,Kindergarten
,Private,Maplewood Baptist Academy,3255 W M 80,Chippewa,100.00,7th
,Public,Whitefish Township School,7221 N M 123,Chippewa,100.00,7th
,Public,Pickford Public Schools,333 S Pleasant St,Chippewa,100.00,7th
,Public,Pickford Public Schools,333 S Pleasant St,Chippewa,94.44,Kindergarten
,Public,Rudyard Elementary School,11185 W 2nd St,Chippewa,97.56,Kindergarten
,Public,Rudyard Jr Sr High School,11185 W 2nd St,Chippewa,94.29,7th
,Public,Joseph K Lumsden Bahweting Anishnabe Academy,1301 Marquette Ave,Chippewa,100.00,7th
,Public,Joseph K Lumsden Bahweting Anishnabe Academy,1301 Marquette Ave,Chippewa,100.00,Kindergarten
,Public,Lake Superior Academy,8936 S Mackinac Trl,Chippewa,68.75,Kindergarten
,Public,Sault Area Middle School,680 Marquette Ave,Chippewa,99.27,7th
,Private,St Mary Catholic School,360 Maple St,Chippewa,66.67,7th
,Private,St Mary Catholic School,360 Maple St,Chippewa,84.62,Kindergarten
,Public,Washington Elementary School,1200 Ryan Ave,Chippewa,93.26,Kindergarten
,Public,Clare Middle School,209 E State St,Clare,95.76,7th
,Public,Clare Primary School,205 E Wheaton Ave,Clare,92.92,Kindergarten
,Private,Oaklawn Amish School,9775 S Athey Ave,Clare,40.00,7th
,Private,Sunnyview Amish School,9320 Tobacco Dr,Clare,16.67,7th
,Public,Farwell Elementary School,268 E Ohio St,Clare,97.65,Kindergarten
,Public,Farwell Middle School,500 E Ohio St,Clare,98.48,7th
,Private,Skeels Christian School - SC 7-12,1312 N State St,Clare,80.00,7th
,Private,Skeels Christian School--Main Campus,3089 Pratt Lake Rd,Clare,25.00,Kindergarten
,Public,Harrison Middle School,710 S 5th St,Clare,100.00,7th
,Public,Robert M Larson Elementary School,455 W Spruce St,Clare,93.62,Kindergarten
,Public,Bath Elementary School,13789 Webster Rd,Clinton,95.05,Kindergarten
,Public,Bath Middle School,13675 Webster Rd,Clinton,93.06,7th
,Public,DeWitt Middle School,2957 W Herbison Rd,Clinton,98.09,7th
,Public,Schavey Road Elementary School,1721 Schavey Rd,Clinton,96.77,Kindergarten
,Public,Michigan International Prep School,8989 E Colony Rd,Clinton,86.24,7th
,Public,Michigan International Prep School,8989 E Colony Rd,Clinton,72.73,Kindergarten
,Public,Ovid-Elsie Middle School,4041 N Hollister Rd,Clinton,97.30,7th
,Private,Most Holy Trinity School,11144 W Kent St,Clinton,91.67,7th
,Public,Waldron Elementary & Middle School,11214 W Kent St,Clinton,96.15,7th
,Public,Waldron Elementary & Middle School,11214 W Kent St,Clinton,92.11,Kindergarten
,Public,Leonard Elementary School,732 Mabbit Rd,Clinton,95.06,Kindergarten
,Public,Pewamo Elementary School,430 W Jefferson St,Clinton,92.19,Kindergarten
,Private,St Joseph School,160 S East St,Clinton,59.26,Kindergarten
,Public,Eureka School,7500 N Welling Rd,Clinton,100.00,Kindergarten
,Public,Gateway Elementary School,915 N Lansing St,Clinton,95.60,Kindergarten
,Public,Riley Elementary School,5935 W Pratt Rd,Clinton,85.71,Kindergarten
,Public,St Johns Middle School,900 W Townsend Rd,Clinton,98.55,7th
,Private,St Joseph Catholic School,201 E Cass St,Clinton,90.48,Kindergarten
,Private,St Peter Lutheran School,8990 Church Rd,Clinton,80.00,Kindergarten
