Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
,,Knapp El- Racine,,Racine,66.0,Kindergarten
,,Mitchell Sch,,Racine,76.0,Kindergarten
,,O Brown El,,Racine,90.0,Kindergarten
,,RUSD Montessori,,Racine,88.0,Kindergarten
,,Red Apple El,,Racine,86.0,Kindergarten
,,Renaissance Lutheran School- Taylor,,Racine,78.0,Kindergarten
,,Renaissance Lutheran School- Villa,,Racine,82.0,Kindergarten
,,Saint John's Lutheran School- Racine,,Racine,95.0,Kindergarten
,,Siena Catholic Schools: John Paul II Academy,,Racine,84.0,Kindergarten
,,Siena Catholic Schools: Our Lady of Grace,,Racine,67.0,Kindergarten
,,Siena Catholic Schools: St. Joseph School,,Racine,78.0,Kindergarten
,,Siena Catholic Schools: St. Lucy,,Racine,77.0,Kindergarten
,,Siena Catholic Schools: St. Rita,,Racine,72.0,Kindergarten
,,Siena Catholic Schools: St. Sebastian STEM Academy,,Racine,86.0,Kindergarten
,,Sonnenberg Schools,,Racine,82.0,Kindergarten
,,Starbuck - An IB World Sch,,Racine,78.0,Kindergarten
,,Trinity Lutheran Sch LC-MS,,Racine,86.0,Kindergarten
,,Wadewitz El,,Racine,82.0,Kindergarten
,,Wisconsin Lutheran Sch- Racine,,Racine,71.0,Kindergarten
,,Concordia Lutheran Sch,,Racine,90.0,Kindergarten
,,Schulte El,,Racine,81.0,Kindergarten
,,Union Grove El,,Racine,80.0,Kindergarten
,,Yorkville El,,Racine,92.0,Kindergarten
,,Trailside El,,Racine,90.0,Kindergarten
,,Washington El- Waterford,,Racine,95.0,Kindergarten
,,Prairie Sch,,Racine,93.0,Kindergarten
,,Ithaca El,,Richland,86.0,Kindergarten
,,Richland Center Primary Sch,,Richland,69.0,Kindergarten
,,Saint Mary of the Assumption,,Richland,76.0,Kindergarten
,,Converse El,,Rock,89.0,Kindergarten
,,Gaston El,,Rock,92.0,Kindergarten
,,Hackett El,,Rock,90.0,Kindergarten
,,Merrill El- Beloit,,Rock,77.0,Kindergarten
,,Our Lady of Assumption Gr Sch,,Rock,81.0,Kindergarten
,,Powers El,,Rock,88.0,Kindergarten
,,Robinson El- Beloit,,Rock,91.0,Kindergarten
,,The Lincoln Academy,,Rock,90.0,Kindergarten
,,Todd El,,Rock,95.0,Kindergarten
,,Clinton El,,Rock,85.0,Kindergarten
,,Edgerton Community El,,Rock,93.0,Kindergarten
,,Yahara El- Edgerton,,Rock,92.0,Kindergarten
,,Levi Leonard El,,Rock,95.0,Kindergarten
,,Adams El,,Rock,81.0,Kindergarten
,,Consolidated El,,Rock,86.0,Kindergarten
,,Harmony El,,Rock,92.0,Kindergarten
,,Harrison El,,Rock,95.0,Kindergarten
,,Jackson El- Janesville,,Rock,77.0,Kindergarten
,,Jefferson El- Janesville,,Rock,84.0,Kindergarten
,,Kennedy El- Janesville,,Rock,88.0,Kindergarten
,,Lincoln El- Janesville,,Rock,82.0,Kindergarten
,,Madison El- Janesville,,Rock,93.0,Kindergarten
,,Monroe El- Janesville,,Rock,81.0,Kindergarten
,,Oakhill Christian Sch,,Rock,60.0,Kindergarten
,,Rock Co Chr Sch-Janesville,,Rock,50.0,Kindergarten
,,Rock Prairie Montessori Inc,,Rock,84.0,Kindergarten
,,Roosevelt El- Janesville,,Rock,89.0,Kindergarten
,,Saint John Vianney Cath Sch- Janesville,,Rock,88.0,Kindergarten
,,Saint Paul's Lutheran School- Janesville,,Rock,77.0,Kindergarten
,,Saint William Grade Sch,,Rock,89.0,Kindergarten
,,Van Buren El,,Rock,80.0,Kindergarten
,,Washington El- Janesville,,Rock,95.0,Kindergarten
,,Wilson El- Janesville,,Rock,81.0,Kindergarten
,,East El- Milton,,Rock,92.0,Kindergarten
,,West El- Milton,,Rock,92.0,Kindergarten
,,Parkview El- Orfordville,,Rock,94.0,Kindergarten
,,Bruce El- Bruce,,Rusk,85.0,Kindergarten
,,Ladysmith El,,Rusk,92.0,Kindergarten
,,Our Lady of Sorrows Grade Sch,,Rusk,82.0,Kindergarten
,,Flambeau El,,Rusk,79.0,Kindergarten
,,Greenfield El,,Saint Croix,84.0,Kindergarten
,,Glenwood City El,,Saint Croix,86.0,Kindergarten
,,Houlton El,,Saint Croix,86.0,Kindergarten
,,Hudson Prairie El,,Saint Croix,89.0,Kindergarten
,,North Hudson El,,Saint Croix,94.0,Kindergarten
,,River Crest El,,Saint Croix,84.0,Kindergarten
,,Rock El,,Saint Croix,86.0,Kindergarten
,,Saint Patrick Catholic Sch- Hudson,,Saint Croix,84.0,Kindergarten
,,Trinity Acad,,Saint Croix,73.0,Kindergarten
,,Willow River El,,Saint Croix,82.0,Kindergarten
,,New Richmond Hillside El,,Saint Croix,90.0,Kindergarten
,,New Richmond Paperjack El,,Saint Croix,94.0,Kindergarten
,,New Richmond Starr El,,Saint Croix,86.0,Kindergarten
,,Saint Marys Sch- New Richmond,,Saint Croix,54.0,Kindergarten
,,Saint Bridget Parish Sch,,Saint Croix,71.0,Kindergarten
,,Saint Croix Central El,,Saint Croix,78.0,Kindergarten
,,Saint Anne Grade Sch- Somerset,,Saint Croix,62.0,Kindergarten
,,Somerset El,,Saint Croix,84.0,Kindergarten
,,Al Behrman El,,Sauk,94.0,Kindergarten
,,Community Christian Sch,,Sauk,42.0,Kindergarten
,,East El- Baraboo,,Sauk,81.0,Kindergarten
,,Saint Joseph Sch- Baraboo,,Sauk,95.0,Kindergarten
,,West El-KG Ctr,,Sauk,95.0,Kindergarten
,,Willson El,,Sauk,87.0,Kindergarten
,,Weston El- Cazenovia,,Sauk,60.0,Kindergarten
,,Lake Delton El,,Sauk,89.0,Kindergarten
,,Merrimac Community,,Sauk,77.0,Kindergarten
,,North Freedom El,,Sauk,95.0,Kindergarten
,,Bridges El,,Sauk,95.0,Kindergarten
,,Tower Rock El,,Sauk,75.0,Kindergarten
,,Pineview El,,Sauk,92.0,Kindergarten
,,Sacred Heart Grade Sch- Reedsburg,,Sauk,88.0,Kindergarten
,,Saint Peters Lutheran School- Reedsburg,,Sauk,80.0,Kindergarten
,,West Side El- Reedsburg,,Sauk,77.0,Kindergarten
,,Saint Aloysius Grade Sch,,Sauk,79.0,Kindergarten
,,River Valley El,,Sauk,91.0,Kindergarten
,,Saint John the Evangelist Sch- Spring Green,,Sauk,50.0,Kindergarten
,,Spring Hill El,,Sauk,77.0,Kindergarten
,,Hayward Pri,,Sawyer,83.0,Kindergarten
,,Winter El,,Sawyer,70.0,Kindergarten
,,Birnamwood El,,Shawano,77.0,Kindergarten
,,Bonduel El,,Shawano,88.0,Kindergarten
,,Bowler El,,Shawano,90.0,Kindergarten
,,Gresham El,,Shawano,79.0,Kindergarten
,,Hillcrest Primary Sch,,Shawano,86.0,Kindergarten
,,LEADS Primary Charter Sch,,Shawano,95.0,Kindergarten
,,Sacred Heart Catholic Sch,,Shawano,87.0,Kindergarten
,,Saint James Lutheran School,,Shawano,83.0,Kindergarten
,,Tigerton El,,Shawano,92.0,Kindergarten
,,Wittenberg El,,Shawano,86.0,Kindergarten
,,Cedar Grove-Belgium El,,Sheboygan,82.0,Kindergarten
,,Cleveland El,,Sheboygan,82.0,Kindergarten
,,Elkhart Lake El/Mid,,Sheboygan,88.0,Kindergarten
,,Northview El,,Sheboygan,94.0,Kindergarten
,,Kohler El,,Sheboygan,92.0,Kindergarten
,,Oostburg Christian School,,Sheboygan,52.0,Kindergarten
,,Oostburg El,,Sheboygan,91.0,Kindergarten
,,Fairview El- Plymouth,,Sheboygan,90.0,Kindergarten
,,Horizon El- Plymouth,,Sheboygan,95.0,Kindergarten
,,Parkview El- Plymouth,,Sheboygan,95.0,Kindergarten
,,Saint John Lutheran Sch- Plymouth,,Sheboygan,82.0,Kindergarten
,,Saint John the Baptist Gr Sch- Plymouth,,Sheboygan,91.0,Kindergarten
,,Random Lake El,,Sheboygan,83.0,Kindergarten
,,Bethlehem Lutheran School- Sheboygan,,Sheboygan,95.0,Kindergarten
,,Christ Child Acad,,Sheboygan,87.0,Kindergarten
,,Cooper El- Sheboygan,,Sheboygan,85.0,Kindergarten
,,Etude El,,Sheboygan,92.0,Kindergarten
,,Grant El- Sheboygan,,Sheboygan,90.0,Kindergarten
,,Jackson El- Sheboygan,,Sheboygan,89.0,Kindergarten
,,James Madison El,,Sheboygan,89.0,Kindergarten
,,Jefferson El- Sheboygan,,Sheboygan,91.0,Kindergarten
,,Lake Country Acad - Charter,,Sheboygan,95.0,Kindergarten
,,Lincoln-Erdman El,,Sheboygan,91.0,Kindergarten
,,Longfellow El- Sheboygan,,Sheboygan,86.0,Kindergarten
,,Pigeon River El,,Sheboygan,66.0,Kindergarten
,,Sheboygan Christian Sch,,Sheboygan,66.0,Kindergarten
,,Sheboygan Leadership Acad,,Sheboygan,85.0,Kindergarten
,,Sheridan El,,Sheboygan,87.0,Kindergarten
,,Trinity Lutheran School- Sheboygan,,Sheboygan,80.0,Kindergarten
,,Wilson El- Sheboygan,,Sheboygan,94.0,Kindergarten
,,Sheboygan Falls El,,Sheboygan,91.0,Kindergarten
,,Gilman El,,Taylor,64.0,Kindergarten
,,Holy Rosary Catholic School- Medford,,Taylor,79.0,Kindergarten
,,Medford El,,Taylor,84.0,Kindergarten
,,Rib Lake El,,Taylor,88.0,Kindergarten
,,Stetsonville El,,Taylor,81.0,Kindergarten
,,Arcadia El,,Trempealeau,95.0,Kindergarten
,,Blair-Taylor El,,Trempealeau,91.0,Kindergarten
,,Ettrick El,,Trempealeau,81.0,Kindergarten
,,Galesville El,,Trempealeau,84.0,Kindergarten
,,Independence El,,Trempealeau,78.0,Kindergarten
,,Osseo-Fairchild El,,Trempealeau,88.0,Kindergarten
,,Eleva-Strum El,,Trempealeau,88.0,Kindergarten
,,Trempealeau El,,Trempealeau,86.0,Kindergarten
,,Whitehall Memorial El,,Trempealeau,79.0,Kindergarten
,,Coon Valley El,,Vernon,93.0,Kindergarten
,,Prairie View El- De Soto,,Vernon,92.0,Kindergarten
,,Hillsboro El,,Vernon,85.0,Kindergarten
,,Stoddard El,,Vernon,80.0,Kindergarten
,,Kickapoo El,,Vernon,85.0,Kindergarten
,,Pleasant Ridge Waldorf Sch,,Vernon,36.0,Kindergarten
,,Viroqua Area Montessori Sch,,Vernon,88.0,Kindergarten
,,Viroqua El,,Vernon,83.0,Kindergarten
,,Westby El,,Vernon,84.0,Kindergarten
,,Arbor Vitae-Woodruff El,,Vilas,89.0,Kindergarten
,,Northland Pines El-Eagle River,,Vilas,80.0,Kindergarten
,,Lac du Flambeau El,,Vilas,95.0,Kindergarten
,,North Lakeland El,,Vilas,75.0,Kindergarten
,,Northland Pines El-St Germain,,Vilas,85.0,Kindergarten
,,Northland Pines Montessori,,Vilas,83.0,Kindergarten
,,Delavan Christian Sch,,Walworth,90.0,Kindergarten
,,Our Redeemer Lutheran Sch- Delavan,,Walworth,91.0,Kindergarten
,,Saint Andrew Parish Sch,,Walworth,82.0,Kindergarten
,,Turtle Creek El,,Walworth,55.0,Kindergarten
,,Little Prairie Primary,,Walworth,90.0,Kindergarten
,,Elkhorn Options Virtual Sch,,Walworth,63.0,Kindergarten
,,Jackson El- Elkhorn,,Walworth,91.0,Kindergarten
,,Tibbets El,,Walworth,86.0,Kindergarten
,,West Side El- Elkhorn,,Walworth,85.0,Kindergarten
,,Fontana El,,Walworth,84.0,Kindergarten
,,Brookwood El,,Walworth,85.0,Kindergarten
,,Central - Denison El,,Walworth,60.0,Kindergarten
,,Mount Zion Christian Sch,,Walworth,38.0,Kindergarten
,,Reek El,,Walworth,86.0,Kindergarten
,,Saint Francis de Sales Par Sch- Lake Geneva,,Walworth,92.0,Kindergarten
,,Star Center El,,Walworth,49.0,Kindergarten
,,Woods El,,Walworth,76.0,Kindergarten
,,Sharon Community,,Walworth,73.0,Kindergarten
,,Walworth El,,Walworth,80.0,Kindergarten
,,Lakeview El- Whitewater,,Walworth,86.0,Kindergarten
,,Lincoln El- Whitewater,,Walworth,85.0,Kindergarten
,,Washington El- Whitewater,,Walworth,85.0,Kindergarten
,,Faith Christian Sch- Williams Bay,,Walworth,63.0,Kindergarten
,,Northwood El,,Washburn,86.0,Kindergarten
,,Shell Lake Primary (K-2),,Washburn,89.0,Kindergarten
,,Saint Francis de Sales Gr Sch- Spooner,,Washburn,95.0,Kindergarten
,,Spooner El,,Washburn,83.0,Kindergarten
,,Allenton El,,Washington,80.0,Kindergarten
,,Amy Belle El,,Washington,95.0,Kindergarten
,,County Line El,,Washington,95.0,Kindergarten
,,MacArthur El- Germantown,,Washington,95.0,Kindergarten
,,Rockfield El,,Washington,86.0,Kindergarten
,,Addison El,,Washington,87.0,Kindergarten
,,Erin El,,Washington,82.0,Kindergarten
,,Lincoln El- Hartford,,Washington,75.0,Kindergarten
,,Peace Lutheran School- Hartford,,Washington,86.0,Kindergarten
,,Rossman El,,Washington,89.0,Kindergarten
,,Friess Lake El,,Washington,84.0,Kindergarten
,,Saint Gabriel Grade Sch- Hubertus,,Washington,73.0,Kindergarten
,,David's Star Lutheran School,,Washington,89.0,Kindergarten
,,Jackson El- Jackson,,Washington,95.0,Kindergarten
,,Farmington El,,Washington,86.0,Kindergarten
,,Holy Trinity Grade Sch,,Washington,88.0,Kindergarten
,,Kewaskum El,,Washington,85.0,Kindergarten
,,Bethlehem Evang Luth Sch,,Washington,90.0,Kindergarten
,,Slinger El,,Washington,89.0,Kindergarten
,,Decorah El,,Washington,95.0,Kindergarten
,,Fair Park El,,Washington,91.0,Kindergarten
,,Good Shepherd Evang Luth Sch,,Washington,78.0,Kindergarten
,,Green Tree El,,Washington,89.0,Kindergarten
,,Holy Angels Grade Sch,,Washington,29.0,Kindergarten
,,McLane El,,Washington,87.0,Kindergarten
,,Ozaukee Christian Sch,,Washington,56.0,Kindergarten
,,Saint Frances Cabrini Sch,,Washington,95.0,Kindergarten
,,Saint John's Lutheran School- West Bend,,Washington,70.0,Kindergarten
,,Big Bend El,,Waukesha,86.0,Kindergarten
,,Christ Lutheran Sch- Big Bend,,Waukesha,85.0,Kindergarten
,,Saint Joseph Catholic Sch- Big Bend,,Waukesha,92.0,Kindergarten
,,Brookfield Acad,,Waukesha,86.0,Kindergarten
,,Brookfield Christian Sch,,Waukesha,88.0,Kindergarten
,,Brookfield El,,Waukesha,93.0,Kindergarten
,,Burleigh El,,Waukesha,94.0,Kindergarten
,,Christ the Lord Evang Luth Sch,,Waukesha,70.0,Kindergarten
,,Dixon El,,Waukesha,94.0,Kindergarten
,,Immanuel Lutheran Sch- Brookfield,,Waukesha,85.0,Kindergarten
,,Saint Dominic Catholic Gr Sch,,Waukesha,95.0,Kindergarten
,,Swanson El,,Waukesha,93.0,Kindergarten
,,Saint Agnes School,,Waukesha,81.0,Kindergarten
,,Cushing El,,Waukesha,81.0,Kindergarten
,,Dousman El,,Waukesha,89.0,Kindergarten
,,Eagleville Charter Sch,,Waukesha,75.0,Kindergarten
,,Saint Mary Visitation Grade,,Waukesha,88.0,Kindergarten
,,Tonawanda El,,Waukesha,95.0,Kindergarten
,,Magee El- Genesee Depot,,Waukesha,94.0,Kindergarten
,,Divine Redeemer Luth Sch,,Waukesha,74.0,Kindergarten
,,Lake Country Sch,,Waukesha,58.0,Kindergarten
,,North El- Hartland,,Waukesha,93.0,Kindergarten
,,Saint Charles Parish Sch- Hartland,,Waukesha,86.0,Kindergarten
,,Swallow El,,Waukesha,95.0,Kindergarten
,,University Lake Sch,,Waukesha,82.0,Kindergarten
,,Ixonia El,,Waukesha,95.0,Kindergarten
,,Lannon El,,Waukesha,95.0,Kindergarten
,,Aquinas Acad,,Waukesha,63.0,Kindergarten
,,Benjamin Franklin El&Early Lrn,,Waukesha,89.0,Kindergarten
,,Grace Lutheran School- Menomonee Falls,,Waukesha,83.0,Kindergarten
,,Marcy El,,Waukesha,90.0,Kindergarten
,,Pilgrim Evang Lutheran Sch,,Waukesha,80.0,Kindergarten
,,Saint Mary Parish Sch- Menomonee Falls,,Waukesha,95.0,Kindergarten
,,Shady Lane El,,Waukesha,92.0,Kindergarten
,,Merton Primary,,Waukesha,91.0,Kindergarten
,,Clarendon Avenue El,,Waukesha,90.0,Kindergarten
,,Rolling Hills El,,Waukesha,87.0,Kindergarten
,,Saint Johns Lutheran Sch- Mukwonogo,,Waukesha,85.0,Kindergarten
,,Section El,,Waukesha,92.0,Kindergarten
,,Bay Lane El,,Waukesha,91.0,Kindergarten
,,Mill Valley El,,Waukesha,91.0,Kindergarten
,,Saint Leonard Sch,,Waukesha,95.0,Kindergarten
,,Saint Paul's Lutheran School- Muskego,,Waukesha,72.0,Kindergarten
,,Elmwood El- New Berlin,,Waukesha,95.0,Kindergarten
,,Heritage Christian Schs,,Waukesha,70.0,Kindergarten
,,Holy Apostles Grade Sch,,Waukesha,93.0,Kindergarten
,,Orchard Lane El,,Waukesha,95.0,Kindergarten
,,Poplar Creek El,,Waukesha,94.0,Kindergarten
,,Ronald Reagan El,,Waukesha,94.0,Kindergarten
,,Star of Bethlehem Evang Luth,,Waukesha,92.0,Kindergarten
,,North Lake El,,Waukesha,79.0,Kindergarten
,,Prairie View El- North Prairie,,Waukesha,88.0,Kindergarten
,,Adeline Montessori Sch Inc,,Waukesha,95.0,Kindergarten
,,Greenland El,,Waukesha,95.0,Kindergarten
,,Lake Country Classical Acad,,Waukesha,63.0,Kindergarten
,,Meadow View El- Oconomowoc,,Waukesha,90.0,Kindergarten
,,Park Lawn El,,Waukesha,90.0,Kindergarten
,,Saint Jerome Parish Sch,,Waukesha,95.0,Kindergarten
,,Saint Matthew's Lutheran Sch- Oconomowoc,,Waukesha,79.0,Kindergarten
,,Stone Bank El,,Waukesha,86.0,Kindergarten
,,Summit El,,Waukesha,88.0,Kindergarten
,,Christian Educ Leadership Acad,,Waukesha,73.0,Kindergarten
,,Pewaukee Lake El,,Waukesha,92.0,Kindergarten
,,Prairie Hill Waldorf Sch,,Waukesha,62.0,Kindergarten
,,Saint Anthony on the Lake Sch,,Waukesha,86.0,Kindergarten
,,Maple Avenue El,,Waukesha,93.0,Kindergarten
,,Richmond El- Sussex,,Waukesha,88.0,Kindergarten
,,Woodside El- Sussex,,Waukesha,91.0,Kindergarten
,,KM Explore,,Waukesha,95.0,Kindergarten
,,Wales El,,Waukesha,90.0,Kindergarten
,,Banting El,,Waukesha,87.0,Kindergarten
,,Bethesda El,,Waukesha,94.0,Kindergarten
,,Corpus Christi Parish School,,Waukesha,92.0,Kindergarten
,,Hadfield El,,Waukesha,84.0,Kindergarten
,,Hawthorne El- Waukesha,,Waukesha,83.0,Kindergarten
,,Heyer El,,Waukesha,92.0,Kindergarten
,,Hillcrest El- Waukesha,,Waukesha,94.0,Kindergarten
,,Lowell El- Waukesha,,Waukesha,95.0,Kindergarten
,,Meadowbrook El- Waukesha,,Waukesha,95.0,Kindergarten
,,Mill Creek Academy,,Waukesha,91.0,Kindergarten
,,Mount Calvary Lutheran Sch- Waukesha,,Waukesha,61.0,Kindergarten
,,Prairie El,,Waukesha,95.0,Kindergarten
,,Rose Glen El,,Waukesha,83.0,Kindergarten
,,Summit View El,,Waukesha,88.0,Kindergarten
,,Trinity Lutheran Sch- Waukesha,,Waukesha,95.0,Kindergarten
,,Waukesha STEM Academy,,Waukesha,87.0,Kindergarten
,,Lakeview El- Wind Lake,,Waukesha,94.0,Kindergarten
,,Longfellow El- Clintonville,,Waupaca,89.0,Kindergarten
,,Saint Martin Lutheran School,,Waupaca,72.0,Kindergarten
,,Fremont El,,Waupaca,83.0,Kindergarten
,,Iola-Scandinavia El,,Waupaca,85.0,Kindergarten
,,Manawa El,,Waupaca,95.0,Kindergarten
,,Saint Paul Lutheran Sch- Manawa,,Waupaca,69.0,Kindergarten
,,Marion El,,Waupaca,94.0,Kindergarten
,,Emanuel Lutheran Sch,,Waupaca,67.0,Kindergarten
,,Lincoln El- New London,,Waupaca,86.0,Kindergarten
,,Parkview El- New London,,Waupaca,80.0,Kindergarten
,,Sugar Bush El,,Waupaca,72.0,Kindergarten
,,Readfield El,,Waupaca,88.0,Kindergarten
,,Chain Exploration Ctr--CEC,,Waupaca,83.0,Kindergarten
,,Waupaca Christian Acad,,Waupaca,42.0,Kindergarten
,,Waupaca Learning Center El,,Waupaca,93.0,Kindergarten
,,Saint Peter Lutheran Sch- Weyauwega,,Waupaca,73.0,Kindergarten
,,Weyauwega El,,Waupaca,92.0,Kindergarten
,,Tri-County El,,Waushara,69.0,Kindergarten
,,Redgranite El,,Waushara,83.0,Kindergarten
,,Riverview El- Wautoma,,Waushara,85.0,Kindergarten
,,Wild Rose El,,Waushara,84.0,Kindergarten
,,Banta Sch,,Winnebago,95.0,Kindergarten
,,Butte des Morts El,,Winnebago,89.0,Kindergarten
,,Clovis Grove El,,Winnebago,85.0,Kindergarten
,,Gegan El,,Winnebago,85.0,Kindergarten
,,Saint Mary Grade Sch- Menasha,,Winnebago,80.0,Kindergarten
,,ACE Charter Sch,,Winnebago,89.0,Kindergarten
,,Clayton El- Neenah,,Winnebago,95.0,Kindergarten
,,Coolidge El,,Winnebago,93.0,Kindergarten
,,Horace Mann El- Neenah,,Winnebago,91.0,Kindergarten
,,Lakeview El- Neenah,,Winnebago,89.0,Kindergarten
,,Neenah Lutheran School,,Winnebago,94.0,Kindergarten
,,Saint Gabriel Grade Sch- Neenah,,Winnebago,88.0,Kindergarten
,,Saint Margaret Mary Grade Sch- Neenah,,Winnebago,91.0,Kindergarten
,,Spring Road El,,Winnebago,90.0,Kindergarten
,,Taft El,,Winnebago,92.0,Kindergarten
,,Tullar El,,Winnebago,94.0,Kindergarten
,,Patch El,,Winnebago,91.0,Kindergarten
,,E Cook El,,Winnebago,90.0,Kindergarten
,,Franklin El- Oshkosh,,Winnebago,85.0,Kindergarten
,,Grace Lutheran Sch- Oshkosh,,Winnebago,79.0,Kindergarten
,,Jefferson El- Oshkosh,,Winnebago,90.0,Kindergarten
,,Lakeside El,,Winnebago,90.0,Kindergarten
,,Lourdes Acad El,,Winnebago,89.0,Kindergarten
,,Martin Luther Sch,,Winnebago,64.0,Kindergarten
,,Menominee El,,Winnebago,81.0,Kindergarten
,,Oaklawn El- Oshkosh,,Winnebago,88.0,Kindergarten
,,Oakwood El,,Winnebago,93.0,Kindergarten
,,Read El,,Winnebago,85.0,Kindergarten
,,Roosevelt El- Oshkosh,,Winnebago,89.0,Kindergarten
,,Shapiro STEM Acad,,Winnebago,79.0,Kindergarten
,,Traeger El,,Winnebago,95.0,Kindergarten
,,Valley Christian School,,Winnebago,47.0,Kindergarten
,,Valley Christian School- Oshkosh,,Winnebago,60.0,Kindergarten
,,Winneconne El,,Winnebago,86.0,Kindergarten
,,Auburndale El,,Wood,72.0,Kindergarten
,,Grant El- Marshfield,,Wood,95.0,Kindergarten
,,Immanuel Lutheran Grade Sch,,Wood,90.0,Kindergarten
,,Lincoln El- Marshfield,,Wood,95.0,Kindergarten
,,Madison El- Marshfield,,Wood,95.0,Kindergarten
,,Nasonville El,,Wood,87.0,Kindergarten
,,Saint John the Baptist Primary,,Wood,90.0,Kindergarten
,,Washington El- Marshfield,,Wood,86.0,Kindergarten
,,Humke El,,Wood,89.0,Kindergarten
,,Pittsville El,,Wood,94.0,Kindergarten
,,Port Edwards Ed Heuer El Sch,,Wood,74.0,Kindergarten
,,THINK Acad,,Wood,95.0,Kindergarten
,,Central Oaks Acad,,Wood,30.0,Kindergarten
,,Grant El- Wisconsin Rapids,,Wood,79.0,Kindergarten
,,Grove El,,Wood,89.0,Kindergarten
,,Howe El- Wisconsin Rapids,,Wood,89.0,Kindergarten
,,Mead El,,Wood,91.0,Kindergarten
,,Our Lady Queen of Heaven,,Wood,67.0,Kindergarten
,,Washington El- Wisconsin Rapids,,Wood,92.0,Kindergarten
,,Woodside El- Wisconsin Rapids,,Wood,86.0,Kindergarten
,,Adams-Friendship El,,Adams,88.0,All Grades
,,Adams-Friendship Hi,,Adams,95.0,All Grades
,,Adams-Friendship Mid,,Adams,93.0,All Grades
,,Ambleside School of Ashland,,Ashland,57.0,All Grades
,,Ashland Hi,,Ashland,95.0,All Grades
,,Ashland Mid,,Ashland,95.0,All Grades
,,Lake Superior El- Ashland,,Ashland,95.0,All Grades
,,Marengo Valley El,,Ashland,95.0,All Grades
,,Our Lady of the Lake Catholic,,Ashland,80.0,All Grades
,,Butternut El,,Ashland,83.0,All Grades
,,Butternut Hi,,Ashland,94.0,All Grades
,,Mellen Public Sch,,Ashland,95.0,All Grades
,,Barron Area Montessori Sch,,Barron,91.0,All Grades
,,Barron Hi,,Barron,94.0,All Grades
,,Hillcrest Mennonite Sch,,Barron,95.0,All Grades
,,Riverview Mid- Barron,,Barron,95.0,All Grades
,,Woodland El,,Barron,82.0,All Grades
,,Cameron El,,Barron,88.0,All Grades
,,Cameron Hi,,Barron,95.0,All Grades
,,Cameron Mid,,Barron,95.0,All Grades
,,Chetek-Weyerhaeuser Hi,,Barron,95.0,All Grades
,,Chetek-Weyerhaeuser Mid,,Barron,95.0,All Grades
,,Chetek-Weyerhaeuser Roselawn,,Barron,89.0,All Grades
,,"Ascension Academy, Inc",,Barron,51.0,All Grades
,,Cumberland El- Cumberland,,Barron,90.0,All Grades
,,Cumberland Hi,,Barron,95.0,All Grades
,,Cumberland Mid,,Barron,95.0,All Grades
,,Haugen El,,Barron,85.0,All Grades
,,Prairie Farm El,,Barron,91.0,All Grades
,,Prairie Farm Hi,,Barron,95.0,All Grades
,,Prairie Farm Mid,,Barron,95.0,All Grades
,,Hilltop El,,Barron,88.0,All Grades
,,Redeemer Evang Lutheran Sch,,Barron,62.0,All Grades
,,Rice Lake Hi,,Barron,95.0,All Grades
,,Rice Lake Mid,,Barron,94.0,All Grades
,,Saint Joseph Sch- Rice Lake,,Barron,82.0,All Grades
,,Tainter El,,Barron,89.0,All Grades
,,Ridgeland-Dallas El,,Barron,86.0,All Grades
,,Turtle Lake El,,Barron,93.0,All Grades
,,Turtle Lake Hi,,Barron,95.0,All Grades
,,Turtle Lake Mid,,Barron,93.0,All Grades
,,Bayfield El,,Bayfield,78.0,All Grades
,,Bayfield Hi,,Bayfield,95.0,All Grades
,,Bayfield Mid,,Bayfield,92.0,All Grades
,,Drummond El,,Bayfield,94.0,All Grades
,,Drummond Hi,,Bayfield,95.0,All Grades
,,Drummond Jr,,Bayfield,91.0,All Grades
,,Iron River El,,Bayfield,88.0,All Grades
,,South Shore El,,Bayfield,87.0,All Grades
,,South Shore Jr/Sr Hi,,Bayfield,94.0,All Grades
,,Washburn El,,Bayfield,93.0,All Grades
,,Washburn Hi,,Bayfield,94.0,All Grades
,,Washburn Mid,,Bayfield,90.0,All Grades
,,Creekside Christian Montessori,,Brown,59.0,All Grades
,,De Pere Hi,,Brown,95.0,All Grades
,,De Pere Mid,,Brown,95.0,All Grades
,,Dickinson El,,Brown,95.0,All Grades
,,Foxview Intermediate,,Brown,95.0,All Grades
,,Hemlock Creek El,,Brown,92.0,All Grades
,,Heritage El,,Brown,94.0,All Grades
,,Notre Dame of De Pere-GRACE,,Brown,93.0,All Grades
,,Our Lady of Lourdes Sch-GRACE,,Brown,92.0,All Grades
,,Phantom Knight Sch,,Brown,95.0,All Grades
,,Susie C Altmayer El,,Brown,93.0,All Grades
,,Syble Hopp Sch,,Brown,93.0,All Grades
,,West De Pere Hi,,Brown,95.0,All Grades
,,West De Pere Intermediate Sch,,Brown,95.0,All Grades
,,West De Pere Mid,,Brown,95.0,All Grades
,,Westwood El,,Brown,94.0,All Grades
,,Denmark El,,Brown,95.0,All Grades
,,Denmark Hi,,Brown,95.0,All Grades
,,Denmark Mid,,Brown,95.0,All Grades
,,Viking Academy,,Brown,95.0,All Grades
,,Aldo Leopold Comm Sch K-8,,Brown,93.0,All Grades
