School Type,Facility Address,County,Facility Number,School District or Name,MMR Vaccination Rate,Age Group
,,Linn,1089,Central City Elementary School,94.61,K-12
,,Linn,1053,Trinity Lutheran School-Cedar Rapids,88.83,K-12
,,Linn,4777,North Linn Elementary,97.31,K-12
,,Linn,1053,Arthur Elementary School,97.03,K-12
,,Linn,6138,Springville Elementary School,95,K-12
,,Linn,4086,Starry Elementary School,93.88,K-12
,,Linn,1053,Wright Elementary School-Cedar Rapids,96.37,K-12
,,Linn,99,Alburnett Senior High School,91.46,K-12
,,Linn,1053,Erskine Elementary School,95.05,K-12
,,Linn,4086,Francis Marion Intermediate School,96.48,K-12
,,Linn,1053,Harrison Elementary School-Cedar Rapids,94.74,K-12
,,Linn,1053,Nixon Elementary School,93.68,K-12
,,Linn,1053,Cedar River Academy at Taylor,94.5,K-12
,,Linn,1053,Cleveland Elementary School,91.44,K-12
,,Linn,1053,Grant Wood Elementary School-Cedar Rapids,95.29,K-12
,,Linn,3744,Lisbon Secondary,93.98,K-12
,,Linn,1062,Center Point-Urbana Primary School,96.33,K-12
,,Linn,3715,Wilkins Elementary School,95.02,K-12
,,Linn,1053,Grant Elementary School-Cedar Rapids,93.09,K-12
,,Linn,1053,Hiawatha Elementary School,96.38,K-12
,,Linn,3715,Novak Elementary School,93.89,K-12
,,Linn,1053,Regis Middle School,95.53,K-12
,,Linn,99,Alburnett Elementary School,93.08,K-12
,,Linn,1053,Pierce Elementary School,97.34,K-12
,,Linn,1053,Isaac Newton Christian Academy,77.71,K-12
,,Linn,1053,Johnson Elementary School,95.92,K-12
,,Linn,1053,St Pius X School,96.8,K-12
,,Linn,3715,Linn Grove Elementary School,96.25,K-12
,,Linn,1053,Kenwood Elementary School,95.42,K-12
,,Linn,1053,Metro High School,94.93,K-12
,,Linn,3715,Bowman Woods Elementary School,94.05,K-12
,,Linn,3715,Indian Creek Elementary School,97.35,K-12
,,Linn,1337,Prairie Heights Elementary School,97.12,K-12
,,Linn,1337,Prairie Crest Elementary School,97.14,K-12
,,Linn,1337,Prairie Ridge Elementary,97.4,K-12
,,Linn,3744,Lisbon Elementary School,92.01,K-12
,,Linn,1337,Prairie Hill Elementary School,97.7,K-12
,,Linn,1053,Hoover Elementary School-Cedar Rapids,86.26,K-12
,,Linn,1053,Van Buren Elementary School,83.08,K-12
,,Linn,1337,Prairie View Elementary School,94.78,K-12
,,Linn,1053,McKinley Middle School,92.72,K-12
,,Linn,4554,Mount Vernon Middle School,94.43,K-12
,,Linn,3715,Westfield Elementary School,96.08,K-12
,,Linn,1062,Center Point-Urbana High School,90.73,K-12
,,Linn,1053,Maple Grove Elementary-Cedar Rapids,97.42,K-12
,,Linn,3715,Echo Hill Elementary,97.66,K-12
,,Linn,4554,Mount Vernon High School,95.21,K-12
,,Linn,1053,West Willow Elementary,95.88,K-12
,,Linn,4554,Washington Elementary School-Mount Vernon,94.07,K-12
,,Linn,1053,Viola Gibson Elementary School,97.05,K-12
,,Linn,1053,Roosevelt Middle School,90.98,K-12
,,Linn,1053,Franklin Middle School,87.71,K-12
,,Linn,3715,Oak Ridge Middle School,95.34,K-12
,,Linn,1053,Wilson Middle School,79.75,K-12
,,Linn,4086,Vernon Middle School,96.48,K-12
,,Linn,3715,Hazel Point Intermediate School,95.21,K-12
,,Linn,1053,Xavier High School,94.43,K-12
,,Linn,1053,Taft Middle School,95.13,K-12
,,Linn,3715,Excelsior Middle School,95.87,K-12
,,Linn,1062,Center Point-Urbana Middle School,92.72,K-12
,,Linn,3715,Boulder Peak Intermediate School,98.31,K-12
,,Linn,1053,Harding Middle School-Cedar Rapids,93.61,K-12
,,Linn,4086,Marion High School,96.81,K-12
,,Linn,1337,Prairie Creek,96.85,K-12
,,Linn,4086,Marion Home School,55.57,K-12
,,Linn,1337,Prairie High School,96.45,K-12
,,Linn,1053,George Washington High School,88.07,K-12
,,Linn,1337,Prairie Point,96.71,K-12
,,Linn,1053,Thomas Jefferson High School-Cedar Rapids,91.6,K-12
,,Linn,1053,John F Kennedy High School,87.16,K-12
,,Linn,3715,Linn-Mar High School,93.87,K-12
,,Louisa,6759,Wapello Junior High School,92.23,K-12
,,Louisa,4509,Morning Sun Elementary School,90.09,K-12
,,Louisa,6759,Wapello Senior High School,97.79,K-12
,,Louisa,1368,Columbus Community High School,93.07,K-12
,,Louisa,6759,Wapello Elementary School,89.22,K-12
,,Louisa,1368,Roundy Elementary School,92.35,K-12
,,Louisa,3841,Louisa-Muscatine High School,95.47,K-12
,,Louisa,3841,Louisa-Muscatine Elementary,96.01,K-12
,,Lucas,1107,Van Allen Elementary School-Chariton,84.53,K-12
,,Lucas,1107,Chariton Middle School,88.89,K-12
,,Lucas,1107,Columbus Elementary School,88.03,K-12
,,Lucas,1107,Chariton High School,86.17,K-12
,,Lyon,2457,George-Little Rock Senior High School,97.52,K-12
,,Lyon,6983,West Lyon Junior High School,90.51,K-12
,,Lyon,2457,George-Little Rock Elementary School,96.59,K-12
,,Lyon,6983,West Lyon High School,92.28,K-12
,,Lyon,1095,Central Lyon Elementary School,92.39,K-12
,,Lyon,1095,Central Lyon Secondary School,91.11,K-12
,,Lyon,6983,West Lyon Elementary School,92.37,K-12
,,Madison,1953,Earlham Middle School,95.68,K-12
,,Madison,1953,Earlham Senior High School,95.28,K-12
,,Madison,3119,Interstate 35 Middle School,94.35,K-12
,,Madison,7056,Winterset Junior High School,93.95,K-12
,,Madison,3119,Interstate 35 High School,94.44,K-12
,,Madison,1953,Earlham Elementary School,96.42,K-12
,,Madison,3119,Interstate 35 Elementary School,93.03,K-12
,,Madison,7056,Winterset Middle School,97.61,K-12
,,Madison,7056,Winterset Elementary School,95.67,K-12
,,Madison,7056,Winterset Senior High School,92.64,K-12
,,Mahaska,5013,Oskaloosa Christian School,85.8,K-12
,,Mahaska,4776,North Mahaska Elementary School,89.74,K-12
,,Mahaska,4776,North Mahaska Jr-Sr High School,87.88,K-12
,,Mahaska,5013,Oskaloosa Middle School,95.53,K-12
,,Mahaska,5013,Oskaloosa High School,94.11,K-12
,,Mahaska,5013,Oskaloosa Elementary School,96.07,K-12
,,Marion,5256,Pleasantville Middle School,82.68,K-12
,,Marion,4212,Melcher-Dallas Elem,95.65,K-12
,,Marion,4212,Melcher-Dallas High School,75.69,K-12
,,Marion,6512,Twin Cedars Elementary School,94.16,K-12
,,Marion,6512,Twin Cedars Jr-Sr High School,89.24,K-12
,,Marion,5166,Lincoln Elementary School-Pella,97.13,K-12
,,Marion,5256,Pleasantville High School,83.81,K-12
,,Marion,5166,Pella Christian High School,86.02,K-12
,,Marion,3375,Knoxville Middle School,89.54,K-12
,,Marion,3375,Northstar Elementary School,95.99,K-12
,,Marion,3375,West Elementary,88.86,K-12
,,Marion,5166,Pella Middle School,89.29,K-12
,,Marion,5256,Pleasantville Elementary,89.89,K-12
,,Marion,5166,Madison Elementary School-Pella,94.67,K-12
,,Marion,5166,Pella Christian Grade School,85.23,K-12
,,Marion,5166,Jefferson Intermediate,97.41,K-12
,,Marion,3375,Knoxville High School,89.35,K-12
,,Marion,5166,Pella High School,91.37,K-12
,,Marshall,1968,East Marshall Middle School,97.56,K-12
,,Marshall,4104,St. Francis Catholic School,95.61,K-12
,,Marshall,6985,West Marshall Middle School,97.16,K-12
,,Marshall,4104,Rogers Elementary School,88.65,K-12
,,Marshall,2682,GMG Elementary School,94.49,K-12
,,Marshall,1968,East Marshall Senior High School,91.6,K-12
,,Marshall,4104,Anson Elementary School,94.38,K-12
,,Marshall,1968,East Marshall Elementary School,95.24,K-12
,,Marshall,4104,J C Hoglan Elementary School,92.49,K-12
,,Marshall,6985,West Marshall High School,94.1,K-12
,,Marshall,4104,Franklin Elementary Sch,96.12,K-12
,,Marshall,4104,Woodbury Elementary School,96.17,K-12
,,Marshall,6985,West Marshall Elementary School,96.55,K-12
,,Marshall,4104,Fisher Elementary School,95.7,K-12
,,Marshall,4104,Lenihan Intermediate School,97.05,K-12
,,Marshall,4104,B R Miller Middle School,96.82,K-12
,,Marshall,4104,Marshalltown High School,95.84,K-12
,,Mills,3978,East Mills Jr/Sr High School,97.01,K-12
,,Mills,3978,East Mills Elementary,96.15,K-12
,,Mills,2511,West Elementary School-Glenwood,97.98,K-12
,,Mills,2511,Northeast Elementary School,96.67,K-12
,,Mills,2511,Glenwood Middle School,96.36,K-12
,,Mills,2511,Glenwood Senior High School,95.03,K-12
,,Mitchell,5751,St. Ansgar Middle School,91.67,K-12
,,Mitchell,5751,St Ansgar High School,91.28,K-12
,,Mitchell,4995,Osage Middle School,93.9,K-12
,,Mitchell,5751,St. Ansgar Elementary School,96.65,K-12
,,Mitchell,4995,Osage High School,93.33,K-12
,,Mitchell,4995,Lincoln Elementary School-Osage,92.43,K-12
,,Monona,6987,West Monona Middle Sch,86.73,K-12
,,Monona,4033,Mapleton Elementary School,98.18,K-12
,,Monona,6987,West Monona High School,84.8,K-12
,,Monona,4033,Maple Valley-Anthon Oto High School,95.36,K-12
,,Monona,6987,West Monona Elementary,88.5,K-12
,,Monroe,81,Albia Middle School,95.36,K-12
,,Monroe,81,Grant Center,94.71,K-12
,,Monroe,81,Lincoln Center,96.09,K-12
,,Monroe,81,Albia High School,91.38,K-12
,,Montgomery,6651,Sylvia Enarson Elementary School,98.06,K-12
,,Montgomery,6165,Stanton Elementary School,94.74,K-12
,,Montgomery,6651,Southwest Valley Middle School,100,K-12
,,Montgomery,6165,Stanton High School,95.97,K-12
,,Montgomery,5463,Inman Elementary School,97.66,K-12
,,Montgomery,5463,Red Oak Junior/Senior High School,94.87,K-12
,,Muscatine,4581,Saints Mary and Mathias Catholic School,94.5,K-12
,,Muscatine,4581,Mulberry Elementary School,96.09,K-12
,,Muscatine,4581,Franklin Elementary School-Muscatine,95.82,K-12
,,Muscatine,4581,Grant Elementary School-Muscatine,92.08,K-12
,,Muscatine,6975,West Liberty Elementary School,96.47,K-12
,,Muscatine,6975,West Liberty High School,92.03,K-12
,,Muscatine,4581,Madison Elementary School-Muscatine,93.35,K-12
,,Muscatine,6975,West Liberty Middle School,97.47,K-12
,,Muscatine,4581,Jefferson Elementary School-Muscatine,95.28,K-12
,,Muscatine,4581,McKinley Elementary School-Muscatine,95.59,K-12
,,Muscatine,7038,Wilton Jr-Sr High School,94.08,K-12
,,Muscatine,7038,Wilton Elementary School,93.29,K-12
,,Muscatine,4581,Susan Clark Junior High School,85.9,K-12
,,Muscatine,4581,Muscatine High School,90.78,K-12
,,O'Brien,2862,Sanborn Christian School,83.65,K-12
,,O'Brien,2862,Hartley-Melvin-Sanborn Middle School,92.4,K-12
,,O'Brien,2862,Hartley-Melvin-Sanborn High School,93.3,K-12
,,O'Brien,2862,Hartley-Melvin-Sanborn Elementary School,96.92,K-12
,,O'Brien,6099,South O'Brien Secondary School,94.65,K-12
,,O'Brien,6099,South O'Brien Elem Sch Primghar Center,96.4,K-12
,,O'Brien,5949,Sheldon Middle School,95.4,K-12
,,O'Brien,5949,Sheldon High School,92.59,K-12
,,O'Brien,5949,East Elementary School-Sheldon,94.43,K-12
,,Osceola,5994,Sibley-Ocheyedan Middle School,95.74,K-12
,,Osceola,5994,Sibley-Ocheyedan High School,97.14,K-12
,,Osceola,5994,Sibley Ocheyedan Elementary School,96.67,K-12
,,Page,5976,IGNITE Online & Personalized Learning School,90.68,K-12
,,Page,2113,Essex Elementary School,95.83,K-12
,,Page,5976,Shenandoah Middle School,97.2,K-12
,,Page,5976,Shenandoah High School,96.58,K-12
,,Page,5976,Shenandoah Elementary School,97.44,K-12
,,Page,1197,Clarinda High School,94.55,K-12
,,Page,1197,Garfield Elementary School-Clarinda,97.41,K-12
,,Palo Alto,6921,West Bend-Mallard High School,95.04,K-12
,,Palo Alto,6921,West Bend-Mallard Middle School,96.83,K-12
,,Palo Alto,6921,West Bend-Mallard Elementary School,94.53,K-12
,,Palo Alto,2088,Emmetsburg High School,97.12,K-12
,,Palo Alto,2088,Emmetsburg Middle School,96.81,K-12
,,Palo Alto,2088,West Elementary School-Emmetsburg,96.92,K-12
,,Plymouth,5486,St Catherine-St Mary School System,91.3,K-12
,,Plymouth,63,Akron Westfield Middle School,96.12,K-12
,,Plymouth,3348,Kingsley-Pierson High School,98.53,K-12
,,Plymouth,3348,Kingsley Elementary School,97.65,K-12
,,Plymouth,5486,Remsen-Union Middle School,97.13,K-12
,,Plymouth,2988,Hinton Middle School,99.44,K-12
,,Plymouth,63,Akron Westfield Senior High School,96.34,K-12
,,Plymouth,3600,Gehlen Catholic High School,91.9,K-12
,,Plymouth,63,Akron Westfield Elementary School,99.13,K-12
,,Plymouth,2988,Hinton Elementary School,98.38,K-12
,,Plymouth,3600,Clark Elementary School-Le Mars,98.39,K-12
,,Plymouth,3600,Gehlen Catholic Elem School,94.86,K-12
,,Plymouth,3600,Franklin Elementary School-Le Mars,93.36,K-12
,,Plymouth,2988,Hinton High School,94.08,K-12
,,Plymouth,3600,Kluckhohn Elementary School,97.56,K-12
,,Plymouth,3600,Le Mars Middle School,85.18,K-12
,,Plymouth,3600,Le Mars High School,85.51,K-12
,,Pocahontas,3537,Laurens-Marathon Elementary School,96.92,K-12
,,Pocahontas,5283,Pocahontas Area Elementary School,94.66,K-12
,,Pocahontas,5283,Pocahontas Area Middle/ High School,93.28,K-12
,,Polk,1737,Ruby Van Meter School,96.4,K-12
,,Polk,261,Ankeny Christian Academy - Secondary,85.11,K-12
,,Polk,6957,Walnut Creek Campus,94.08,K-12
,,Polk,1737,Mt Olive Lutheran School,88.24,K-12
,,Polk,1737,Christ The King School,82.47,K-12
,,Polk,1737,St Joseph Elementary School,91.5,K-12
,,Polk,1737,Walnut Street School,94.2,K-12
,,Polk,1737,Holy Family School,99.05,K-12
,,Polk,1737,Pleasant Hill Elementary School,96.68,K-12
,,Polk,6101,Mitchellville Elementary School,93.61,K-12
,,Polk,1737,St Theresa School,97.73,K-12
,,Polk,1737,Grand View Christian High School,87.45,K-12
,,Polk,1737,Downtown School,94.47,K-12
,,Polk,6579,Karen Acres Elementary School (Previously Rolling Green),98.37,K-12
,,Polk,1737,Wright Elementary School,100,K-12
,,Polk,1737,Greenwood Elementary School,93.55,K-12
,,Polk,1737,McKinley Elementary School-Des Moines,95.97,K-12
,,Polk,1737,Madison Elementary School-Des Moines,93.6,K-12
,,Polk,6101,Runnells Elementary School,93.28,K-12
,,Polk,1737,St Augustin School,92.55,K-12
,,Polk,1737,Phillips Elementary,95.72,K-12
,,Polk,1737,Windsor Elementary,97.38,K-12
,,Polk,1737,King Elementary School,91.85,K-12
,,Polk,1737,Bergman Academy,96.07,K-12
,,Polk,1737,Willard Elementary School,94.68,K-12
,,Polk,1737,Findley Elementary School,95.41,K-12
,,Polk,1737,Edmunds Elementary School,92.31,K-12
,,Polk,1737,Hillis Elementary School,94.12,K-12
,,Polk,1737,Moore Elementary School,97.31,K-12
,,Polk,1737,Howe Elementary,95,K-12
,,Polk,1737,Jefferson Elementary School-Des Moines,94.82,K-12
,,Polk,4779,North Polk West Elementary School,95.79,K-12
,,Polk,1737,Cattell Elementary School,94.84,K-12
,,Polk,1737,Stowe Elementary School,95.21,K-12
,,Polk,1737,Oak Park,95.89,K-12
,,Polk,1737,Hanawalt Elementary,93.06,K-12
,,Polk,1737,Cowles Elementary School,92.5,K-12
,,Polk,1737,Des Moines Independent Comm School District,78.59,K-12
,,Polk,4779,North Polk Central Elementary School,93.45,K-12
,,Polk,261,St Luke the Evangelist Catholic School,92.28,K-12
,,Polk,4779,Big Creek Elementary,97.35,K-12
,,Polk,1737,St Anthony School,94.51,K-12
,,Polk,1576,Heritage Elementary School-Grimes,95.74,K-12
,,Polk,1737,Holy Trinity School,93.48,K-12
,,Polk,261,Ankeny Christian Academy Elementary,75.71,K-12
,,Polk,6579,St Pius X School-Urbandale,96.93,K-12
,,Polk,1737,Virtual Campus,95.84,K-12
,,Polk,5805,Woodside Middle School,95.45,K-12
,,Polk,261,Northwest Elementary School,96.55,K-12
,,Polk,6101,Centennial Elementary School,94.97,K-12
,,Polk,1737,Hubbell Elementary,95.51,K-12
,,Polk,1737,Monroe Elementary School-Des Moines,94.23,K-12
,,Polk,1737,Carver Elementary,93.47,K-12
,,Polk,1737,Samuelson Elementary School,94.78,K-12
,,Polk,6101,Delaware Elementary School,98.48,K-12
,,Polk,6101,Altoona Elementary School,96.49,K-12
,,Polk,1737,Park Ave Elementary School,92.35,K-12
,,Polk,6579,Des Moines Christian Secondary School,82.11,K-12
,,Polk,1737,Lovejoy Elementary School,93.17,K-12
,,Polk,1576,South Prairie Elementary,93.22,K-12
,,Polk,261,East Elementary School-Ankeny,90.6,K-12
,,Polk,720,Bondurant-Farrar Junior High,96.17,K-12
,,Polk,1737,South Union Elementary School,97.14,K-12
,,Polk,1576,North Ridge Elementary,96.47,K-12
,,Polk,720,Bondurant-Farrar Intermediate School,97.19,K-12
,,Polk,1737,Garton Elementary,94.87,K-12
,,Polk,1737,Moulton Elementary School-Des Moines,92.84,K-12
,,Polk,1737,Jackson Elementary School-Des Moines,94.97,K-12
,,Polk,6101,Four Mile Elementary School,95.25,K-12
,,Polk,1737,Perkins Elementary School,96.61,K-12
,,Polk,5805,Saydel High School,93.91,K-12
,,Polk,6579,Webster Elementary School,94.79,K-12
,,Polk,1737,Hiatt Middle School,96.16,K-12
,,Polk,5805,Cornell Elementary School,96.84,K-12
,,Polk,720,Morris Elementary,93.68,K-12
,,Polk,1737,Hoyt Middle School,97.1,K-12
,,Polk,6957,Clive Learning Academy,95.04,K-12
,,Polk,6957,Sacred Heart School-West Des Moines,96.9,K-12
,,Polk,1737,Goodrell Middle School,97.54,K-12
,,Polk,6101,Willowbrook Elementary School,96.96,K-12
,,Polk,1737,Morris Elementary School,94.57,K-12
,,Polk,4779,North Polk Middle School,95.79,K-12
,,Polk,1737,River Woods Elementary School,94.23,K-12
,,Polk,1737,Capitol View Elementary School,95.28,K-12
,,Polk,6957,Crestview Elementary School,89.59,K-12
,,Polk,6957,Fairmeadows Elementary School,97.67,K-12
,,Polk,261,Crocker Elementary School,95.55,K-12
,,Polk,720,Anderson Elementary School,95.41,K-12
,,Polk,1737,Callanan Middle School,96.65,K-12
,,Polk,6957,Crossroads Park Elementary School,93.36,K-12
,,Polk,6957,Western Hills Elementary School,93.17,K-12
,,Polk,6579,Valerius Elementary School,96.87,K-12
,,Polk,6957,Hillside Elementary School,95.96,K-12
,,Polk,3231,Lawson Elementary School,97.46,K-12
,,Polk,6101,Spring Creek - 6th Grade,98.01,K-12
,,Polk,261,Southeast Elementary School-Ankeny,92.79,K-12
,,Polk,1737,Studebaker Elementary School,96.23,K-12
,,Polk,3231,Beaver Creek Elem School,95.89,K-12
,,Polk,261,Prairie Trail Elementary,96.6,K-12
,,Polk,6579,Olmsted Elementary,95.1,K-12
,,Polk,1737,Brody Middle School,95.97,K-12
,,Polk,261,Heritage Elementary School-Ankeny,93.2,K-12
,,Polk,261,Westwood Elementary School-Ankeny,98.03,K-12
,,Polk,3231,Henry A Wallace Elementary School,96.24,K-12
,,Polk,6101,Clay Elementary,98.54,K-12
,,Polk,1737,Harding Middle School-Des Moines,97.46,K-12
,,Polk,1737,Brubaker Elementary School,94.33,K-12
,,Polk,1737,Grand View Christian Middle School,80.63,K-12
,,Polk,261,Northeast Elementary,95.52,K-12
,,Polk,1737,McCombs Middle School,95.55,K-12
,,Polk,1737,Merrill Middle School,96.33,K-12
,,Polk,1737,Meredith Middle School,95.88,K-12
,,Polk,3231,Horizon Elementary,95.59,K-12
,,Polk,6957,Stilwell Junior High School,96.21,K-12
,,Polk,4779,North Polk High School,95.35,K-12
,,Polk,3231,Timber Ridge Elementary,97.31,K-12
,,Polk,1737,Weeks Middle School,96.87,K-12
,,Polk,6957,Indian Hills Junior High School,95.17,K-12
,,Polk,261,Rock Creek Elementary,95.37,K-12
,,Polk,6957,Valley Southwoods,96.41,K-12
,,Polk,6579,Des Moines Christian Elementary School,82.54,K-12
,,Polk,6957,Westridge Elementary,87.39,K-12
,,Polk,261,Ashland Ridge Elementary,95.46,K-12
,,Polk,720,Bondurant-Farrar High School,97.16,K-12
,,Polk,5805,Grand View Christian Elementary School,82.45,K-12
,,Polk,6579,Urbandale Middle School,96.72,K-12
,,Polk,261,Southview Middle School,93.69,K-12
,,Polk,261,Parkview Middle School,95.73,K-12
,,Polk,1737,Hoover High School,92.17,K-12
,,Polk,261,Prairie Ridge Middle School,97.43,K-12
,,Polk,261,Northview Middle School,96.21,K-12
,,Polk,6101,Southeast Polk Junior High School,96.59,K-12
,,Polk,3231,Summit Middle School,96.22,K-12
,,Polk,6957,Jordan Creek Elementary School,95.47,K-12
,,Polk,3231,Johnston Middle School,95.72,K-12
,,Polk,6957,Dowling Catholic High School,96.09,K-12
,,Polk,6579,Urbandale High School,95.92,K-12
,,Polk,261,Ankeny High School,91.21,K-12
,,Polk,3231,Johnston Senior High School,91.21,K-12
,,Polk,261,Ankeny Centennial High School,94.31,K-12
,,Polk,1737,North High School-Des Moines,94.85,K-12
,,Polk,1737,East High School-Des Moines,93.52,K-12
,,Polk,1737,Roosevelt High School,93.66,K-12
,,Polk,6957,Valley High School,95.77,K-12
,,Polk,6101,Southeast Polk High School,95.52,K-12
,,Polk,1737,Lincoln High School,94.7,K-12
,,Pottawattamie,5510,Carson Elementary,95,K-12
,,Pottawattamie,6460,Tri-Center Middle School,92,K-12
,,Pottawattamie,5510,Oakland Elementary,92.72,K-12
,,Pottawattamie,6534,Underwood Middle School,90.34,K-12
,,Pottawattamie,441,A-H-S-T-W High School,97.62,K-12
,,Pottawattamie,6453,Treynor Middle School,93.67,K-12
,,Pottawattamie,3645,Heartland Christian School,62.45,K-12
,,Pottawattamie,6460,Tri-Center High School,87.97,K-12
,,Pottawattamie,441,A-H-S-T-W Elementary School,95.45,K-12
,,Pottawattamie,6453,Treynor High School,95.53,K-12
,,Pottawattamie,6534,Underwood High School,84.68,K-12
,,Pottawattamie,1476,Lewis & Clark Elementary School,88.55,K-12
,,Pottawattamie,441,A-H-S-T-W Intermediate School,98.88,K-12
,,Pottawattamie,1476,St Albert Elementary School,96.23,K-12
,,Pottawattamie,1476,Rue Elementary School,95.68,K-12
,,Pottawattamie,1476,St Albert Secondary School,97.36,K-12
,,Pottawattamie,1476,Carter Lake Elementary School,90.23,K-12
,,Pottawattamie,6460,Tri-Center Elementary School,95.83,K-12
,,Pottawattamie,1476,Edison Elementary School,93.91,K-12
,,Pottawattamie,6453,Treynor Elementary School,96.23,K-12
,,Pottawattamie,6534,Underwood Elementary School,94.81,K-12
,,Pottawattamie,5510,Riverside Middle/Senior High School,87.13,K-12
,,Pottawattamie,1476,Bloomer Elementary School,93.25,K-12
,,Pottawattamie,1476,Roosevelt Elementary School-Council Bluffs,96.77,K-12
,,Pottawattamie,1476,Hoover Elementary School-Council Bluffs,98.03,K-12
,,Pottawattamie,1476,Franklin Elementary School-Council Bluffs,95.9,K-12
,,Pottawattamie,1476,Longfellow Elementary School-Council Bluffs,98.81,K-12
,,Pottawattamie,1476,College View Elementary,86.52,K-12
,,Pottawattamie,3645,E A Kreft Primary School,94.37,K-12
,,Pottawattamie,3645,Lewis Central Middle School,97.8,K-12
,,Pottawattamie,1476,Woodrow Wilson Middle School,97.8,K-12
,,Pottawattamie,3645,Titan Hill Intermediate School,97.14,K-12
,,Pottawattamie,1476,Gerald W Kirn Middle School,94.44,K-12
,,Pottawattamie,3645,Lewis Central Senior High School,95.25,K-12
,,Pottawattamie,1476,Thomas Jefferson High School-Council Bluffs,86.04,K-12
,,Pottawattamie,1476,Abraham Lincoln High School,91.9,K-12
,,Poweshiek,2709,Bailey Park Elementary School,97.83,K-12
,,Poweshiek,4437,Montezuma High School,93.53,K-12
,,Poweshiek,2709,Fairview Elementary School-Grinnell,97.06,K-12
,,Poweshiek,4437,Montezuma Elementary School,94.14,K-12
,,Poweshiek,2709,Davis Elementary School,96.94,K-12
,,Poweshiek,846,Brooklyn-Guernsey-Malcom Jr-Sr High School,90.31,K-12
,,Poweshiek,846,Brooklyn-Guernsey-Malcom Elementary School,95.04,K-12
,,Poweshiek,2709,Grinnell Community Middle School,97.08,K-12
,,Poweshiek,2709,Grinnell Community Senior High School,92.89,K-12
,,Ringgold,4527,Mount Ayr High School,98.56,K-12
,,Ringgold,4527,Mount Ayr Elementary,97.1,K-12
,,Sac,4860,OABCIG Elementary School - Odebolt,91.94,K-12
,,Sac,5823,Schaller-Crestland M.S. Ridge View Middle School,82.73,K-12
,,Sac,5823,Schaller-Crestland Elementary,87.41,K-12
,,Sac,4860,OA-BCIG Middle School,96.53,K-12
,,Sac,6741,East Sac County High School,95.91,K-12
,,Sac,6741,East Sac County Elementary Sac Building,96.2,K-12
,,Scott,621,Rivermont Collegiate,95.04,K-12
,,Scott,4784,Virgil Grissom Elementary School,89.81,K-12
,,Scott,4784,John Glenn Elementary School,95.29,K-12
,,Scott,1611,Walcott Elementary School,93.65,K-12
,,Scott,1611,Mid City High,88.14,K-12
,,Scott,1611,Walcott Intermediate,94.06,K-12
,,Scott,621,Morning Star Academy,60.36,K-12
,,Scott,621,Neil Armstrong Elementary School-Bettendorf,92.86,K-12
,,Scott,621,Lourdes Catholic School,93.68,K-12
,,Scott,1611,Buffalo Elementary School,93.23,K-12
,,Scott,1611,Frank L Smart Intermediate,92.67,K-12
,,Scott,4784,Neil Armstrong Elementary School,89.16,K-12
,,Scott,5250,Bridgeview Elementary School,93.43,K-12
,,Scott,1611,Blue Grass Elementary School,94.79,K-12
,,Scott,5250,Forest Grove Elementary ,97.73,K-12
,,Scott,1611,John F Kennedy Cath Sch,95.77,K-12
,,Scott,1611,Trinity Lutheran School-Davenport,90.53,K-12
,,Scott,621,Herbert Hoover Elementary School,91.8,K-12
,,Scott,1611,Williams Intermediate,94.76,K-12
,,Scott,1611,Madison Elementary School-Davenport,95.82,K-12
,,Scott,621,Mark Twain Elementary School,94.52,K-12
,,Scott,1611,St Paul The Apostle School,93.83,K-12
,,Scott,621,Grant Wood Elementary School-Bettendorf,96,K-12
,,Scott,1611,Jackson Elementary School-Davenport,93.81,K-12
,,Scott,1611,All Saints Catholic School,93.73,K-12
,,Scott,621,Paul Norton Elementary School,94.98,K-12
,,Scott,1611,Hayes Elementary School,92.33,K-12
,,Scott,1611,Assumption High School,91.65,K-12
,,Scott,1611,Fillmore Elementary School,96.55,K-12
,,Scott,4784,Alan Shepard Elementary School,95.67,K-12
,,Scott,1611,Wood Intermediate,94.08,K-12
,,Scott,5250,Cody Elementary School,92.89,K-12
,,Scott,1611,Garfield Elementary School-Davenport,94.32,K-12
,,Scott,1611,Harry S Truman School,95.51,K-12
,,Scott,1611,McKinley Elementary School-Davenport,95.32,K-12
,,Scott,1611,Eisenhower Elementary School-Davenport,95.2,K-12
,,Scott,1611,Sudlow Intermediate,95.01,K-12
,,Scott,1611,Jefferson Elementary School-Davenport,95.4,K-12
,,Scott,1611,Harrison Elementary School-Davenport,95.86,K-12
,,Scott,4784,Edward White Elementary School,95.64,K-12
,,Scott,4784,North Scott Junior High School,94.23,K-12
,,Scott,1611,Wilson Elementary School,96.64,K-12
,,Scott,5250,Riverdale Heights Elem School,95.62,K-12
,,Scott,1611,Adams Elementary School-Davenport,95.17,K-12
,,Scott,5250,Hopewell Elementary,96.74,K-12
,,Scott,5250,Pleasant View Elementary School-Bettendorf,94.31,K-12
,,Scott,5250,Pleasant Valley Junior  High School,94.77,K-12
,,Scott,621,Bettendorf Middle School,93.27,K-12
,,Scott,4784,North Scott Senior High School,93.63,K-12
,,Scott,1611,North High School-Davenport,96.01,K-12
,,Scott,1611,Central High School,93.31,K-12
,,Scott,621,Bettendorf High School,91.5,K-12
,,Scott,1611,West High School-Davenport,92.47,K-12
